,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Revenue2021_12,Quarter_Operating_Profit2021_12,Quarter_Cashflow2021_12,Quarter_Earn2021_12,Quarter_Continue_Earn2021_12,Quarter_Percent_Operating_Profit2021_12,Quarter_Percent_Cashflow2021_12,Quarter_Percent_Earn2021_12,Quarter_Full_EPS,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Last_Revenue2020_12,Last_Operating_Profit2020_12,Last_Cashflow2020_12,Last_Earn2020_12,Last_Continue_Earn2020_12,Last_Percent_Operating_Profit2020_12,Last_Percent_Cashflow2020_12,Last_Percent_Earn2020_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
92,7340,KOSPI,디티알오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김원종,http://www.x-probattery.co.kr,울산광역시,2022-08-16,9993656.0,626113983386.0,55125581838.0,32315388624.0,28276146124.0,0.0,8.8,5.16,4.52,234000551357.0,30395356935.0,150933024438.0,32632299314.0,0.0,12.99,64.5,13.95,11316.0,240747803215.0,22721344711.0,-4367657636.0,20601473585.0,0.0,9.44,-1.81,8.56,209212316783.0,20759867498.0,27163718033.0,7920342523.0,0.0,9.92,12.98,3.79,8244.0,930752730400.0,89645343410.0,40896236584.0,80831911389.0,8088.0,97568.0,71442.0,2.34,5.44,11.6,11.32,-0.6399999999999988,3.0700000000000003,160.0704866356967,
93,4000,KOSPI,롯데정밀화학,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,12월,김용석,http://www.lottefinechem.com,울산광역시,2022-08-16,25798337.0,652348003050.0,110346564628.0,223252834426.0,29573277578.0,0.0,16.92,34.22,4.53,522558212712.0,84939517536.0,165496095241.0,225937440724.0,0.0,16.25,31.67,43.24,4584.0,343935896409.0,35519397622.0,42039561193.0,40493898353.0,0.0,10.33,12.22,11.77,303740508982.0,28461178115.0,33158286916.0,66606868596.0,0.0,9.37,10.92,21.93,6276.0,1780293056795.0,244513587616.0,308521791730.0,585458461667.0,22693.0,92917.0,85223.0,3.8,21.5,4.93,26.63,6.590000000000002,6.880000000000001,89.6713922161367,
94,268280,KOSPI,미원에스씨,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,"김형웅, 배원",http://www.miramer.co.kr,전라북도,2022-08-16,5099929.0,160510284378.0,21597251959.0,-4619208952.0,19286502256.0,0.0,13.46,-2.88,12.02,142430809431.0,20636560204.0,1041932950.0,15261082858.0,0.0,14.49,0.73,10.71,15124.0,116342375530.0,17858937227.0,5334054026.0,16628667975.0,0.0,15.35,4.58,14.29,98864747384.0,10916830145.0,15406003104.0,3678761409.0,0.0,11.04,15.58,3.72,13040.0,531343052748.0,95032118064.0,32444505602.0,79903361416.0,15667.0,69485.0,64024.0,15.5,18.24,21.77,24.47,-1.8899999999999988,3.450000000000001,37.96373303088597,
95,134380,KOSPI,미원화학,기타 화학제품 제조업,"계면활성제, 황산및분황",2011-02-15,12월,정규식,http://www.miwonchemicals.com,울산광역시,2022-08-12,2199233.0,57576432049.0,4392732448.0,22938209853.0,3851573227.0,0.0,7.63,39.84,6.69,54740568730.0,2838359293.0,-16409415392.0,2467869931.0,0.0,5.19,-29.98,4.51,7004.0,44324594758.0,3264513775.0,11909215613.0,2852845620.0,0.0,7.37,26.87,6.44,38754386971.0,1637379074.0,2580427103.0,1358346469.0,0.0,4.23,6.66,3.51,5188.0,197470077504.0,12772108235.0,9379772810.0,11350187321.0,5160.0,56352.0,54543.0,10.84,8.48,12.43,9.46,0.2599999999999998,0.96,29.897255380114263,
96,3650,KOSPI,미창석유,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",1989-09-27,12월,유재순,http://www.michang.co.kr,부산광역시,2022-08-12,1739709.0,102503179947.0,11799101548.0,10357056597.0,7562479890.0,0.0,11.51,10.1,7.38,112926452869.0,11319011709.0,12994870032.0,9591525770.0,0.0,10.02,11.51,8.49,17384.0,90783857119.0,6314765102.0,-4869264154.0,6326881150.0,0.0,6.96,-5.36,6.97,76025846526.0,3644812310.0,10345787408.0,4313083901.0,0.0,4.79,13.61,5.67,14544.0,406292672739.0,35450218335.0,15235779430.0,33138620865.0,19048.0,180274.0,173581.0,8.15,9.53,9.64,10.97,4.55,5.2299999999999995,12.909038236432547,
97,1340,KOSPI,백광산업,기초 화학물질 제조업,"가성소다,합성염산 제조,판매",1976-06-10,12월,김성훈,http://www.pkic.co.kr,전라북도,2022-08-12,44151807.0,54362623785.0,8076419183.0,3730143016.0,7042402581.0,7042402581.0,14.86,6.86,12.95,51596804210.0,4739825181.0,14337944093.0,4726257829.0,4726257829.0,9.19,27.79,9.16,636.0,46396524104.0,4447914331.0,1784811105.0,3462045734.0,3462045734.0,9.59,3.85,7.46,42886409500.0,1916879941.0,11022544812.0,2846792976.0,7597200179.0,4.47,25.7,6.64,312.0,191117728512.0,17929801315.0,36597135742.0,14896324686.0,337.0,4499.0,4292.0,7.23,4.15,14.13,7.86,5.27,4.72,17.16960447973131,-66.99409937566368
98,2760,KOSPI,보락,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매",1989-11-30,12월,정기련,http://www.bolak.co.kr,경기도,2022-08-12,59900059.0,10923950693.0,528849490.0,24266303.0,424446469.0,0.0,4.84,0.22,3.89,11064064943.0,209979126.0,923533464.0,229167445.0,0.0,1.9,8.35,2.07,28.0,8361544805.0,121645263.0,-569289752.0,136480329.0,0.0,1.45,-6.81,1.63,9643608702.0,74649752.0,2004965803.0,132355402.0,0.0,0.77,20.79,1.37,8.0,39763912508.0,1692124112.0,1177596809.0,1694987553.0,28.0,763.0,760.0,2.9,3.01,3.67,3.72,3.3899999999999997,1.13,30.64512536568295,
99,28260,KOSPI,삼성물산,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",2014-12-18,12월,"고정석, 오세철, 한승환",http://www.samsungcnt.com,서울특별시,2022-08-16,186620000.0,10439688657498.0,541607110247.0,-254628618788.0,561420734024.0,0.0,5.19,-2.44,5.38,9764932550422.0,327200234009.0,101401115521.0,212678782737.0,0.0,3.35,1.04,2.18,12032.0,7839586453789.0,302581601206.0,-57546381561.0,871066928467.0,0.0,3.86,-0.73,11.11,8182348110060.0,256389484766.0,724301778792.0,234437628427.0,0.0,3.13,8.85,2.87,18668.0,34455181882704.0,1195982736408.0,1195731728299.0,1635045565167.0,8761.0,168511.0,178718.0,4.12,2.96,7.14,4.9,1.3300000000000005,0.2200000000000002,33.166318389821804,
100,207940,KOSPI,삼성바이오로직스,기초 의약물질 및 생물학적 제제 제조업,바이오의약품,2016-11-10,12월,임존종보 (Rim John Chongbo),http://www.samsungbiologics.com,인천광역시,2022-08-16,73704285.0,511303826776.0,176416807153.0,212955175510.0,146942732022.0,0.0,34.5,41.65,28.74,444313685644.0,128842730424.0,114469129963.0,79317937814.0,0.0,29.0,25.76,17.85,7972.0,260797315576.0,74295866136.0,-72492268938.0,60975536258.0,0.0,28.49,-27.8,23.38,375306554056.0,92576031108.0,-142631708706.0,96221726169.0,0.0,24.67,-38.0,25.64,3308.0,1568006928039.0,537309408072.0,454596217269.0,393589467655.0,5340.0,59696.0,67717.0,7.02,4.94,13.35,7.89,6.010000000000002,4.329999999999998,96.05409881107418,
101,28050,KOSPI,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1996-12-24,12월,최성안,http://www.samsungengineering.co.kr,서울특별시,2022-08-16,189946428.0,2163375066043.0,174392652928.0,-98198227476.0,114480863151.0,0.0,8.06,-4.54,5.29,2513497081661.0,106734785544.0,251303396431.0,63023701175.0,0.0,4.25,10.0,2.51,2408.0,1530779945765.0,107280241182.0,692849660130.0,108093546120.0,0.0,7.01,45.26,7.06,1855172744952.0,79682934935.0,271828291115.0,37184541144.0,0.0,4.3,14.65,2.0,2276.0,7486696121177.0,503288807347.0,739825439031.0,372366098361.0,1960.0,11284.0,10321.0,6.97,6.15,21.34,18.99,1.0500000000000007,-0.04999999999999982,41.32502010025116,2246.7442596094807
102,6110,KOSPI,삼아알미늄,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,12월,"한남희,하상용",http://www.sama-al.com,경기도,2022-08-16,10999818.0,76306670745.0,4328537422.0,-15592015571.0,3354368283.0,0.0,5.67,-20.43,4.4,70578889673.0,3624441623.0,3384812500.0,2495876237.0,0.0,5.14,4.8,3.54,1216.0,60587819752.0,2754388529.0,5357286195.0,2413819232.0,0.0,4.55,8.84,3.98,53375967677.0,2280255316.0,1243573835.0,533846347.0,0.0,4.27,2.33,1.0,876.0,252965524544.0,15447143092.0,15829600786.0,12153040066.0,1104.0,11480.0,11093.0,5.17,5.35,10.59,9.96,1.12,0.8700000000000001,25.943912583982893,
103,3230,KOSPI,삼양식품,기타 식품 제조업,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",1975-06-30,12월,"김정수, 장재성",http://www.samyangfoods.com,서울특별시,2022-08-12,7533714.0,202168672983.0,24504783894.0,17136804520.0,19057799042.0,0.0,12.12,8.48,9.43,192789047859.0,21570290889.0,18828895352.0,17777058794.0,0.0,11.19,9.77,9.22,10116.0,140005906880.0,14357546242.0,8846701622.0,13052613386.0,0.0,10.25,6.32,9.32,150960349682.0,15806437936.0,8696480288.0,4888969001.0,0.0,10.47,5.76,3.24,6928.0,642030314159.0,65363413971.0,58357507370.0,56348004306.0,7479.0,55771.0,52522.0,8.71,7.48,18.14,14.24,1.8699999999999992,0.7199999999999989,44.4001024587342,
104,4430,KOSPI,송원산업,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",1977-06-25,12월,김충식 대표이사,http://www.songwon.com,울산광역시,2022-08-12,24000258.0,338433000000.0,57195000000.0,-22882000000.0,43427000000.0,0.0,16.9,-6.76,12.83,283475000000.0,36584000000.0,2602000000.0,26100000000.0,0.0,12.91,0.92,9.21,7236.0,222487000000.0,17343000000.0,-11103000000.0,10001000000.0,0.0,7.8,-4.99,4.5,203843000000.0,17955000000.0,15970000000.0,2791000000.0,0.0,8.81,7.83,1.37,1664.0,998190000000.0,105714000000.0,-18297000000.0,72273000000.0,3011.0,25693.0,22635.0,13.75,6.48,28.16,13.3,9.099999999999998,4.1,52.11360663769119,749.5484103533039
105,17550,KOSPI,수산중공업,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30,12월,"김병현, 정석현(각자 대표이사)",http://www.soosan.co.kr,경기도,2022-08-16,53982236.0,67912875146.0,2836137768.0,-8035650016.0,1791051645.0,0.0,4.18,-11.83,2.64,87559188200.0,5667254977.0,23187580112.0,4465298116.0,0.0,6.47,26.48,5.1,132.0,42897639468.0,1411185274.0,-11943137508.0,1667597982.0,0.0,3.29,-27.84,3.89,37417077308.0,763536339.0,2312873385.0,1229724882.0,0.0,2.04,6.18,3.29,120.0,252992405856.0,14273592746.0,-467360959.0,11393232917.0,211.0,2378.0,2260.0,3.08,4.83,5.55,9.33,0.8899999999999997,4.43,58.313781336757266,
106,4170,KOSPI,신세계,종합 소매업,"백화점,할인점(E마트)",1985-08-19,12월,손영식,http://www.shinsegae.com,서울특별시,2022-08-16,9846810.0,1766529702562.0,163644024030.0,146481173002.0,121025496968.0,0.0,9.26,8.29,6.85,1934004524407.0,195184669451.0,307970722044.0,57183199510.0,0.0,10.09,15.92,2.96,49160.0,1319968151418.0,123582462439.0,284312373121.0,69982083542.0,0.0,9.36,21.54,5.3,1343607278494.0,103167140553.0,262890293299.0,12228124385.0,0.0,7.68,19.57,0.91,28428.0,6316435934254.0,517400647833.0,1104485593489.0,306827154501.0,31160.0,602905.0,585209.0,3.46,2.25,8.15,5.32,-0.09999999999999964,2.41,33.831236811605876,
107,10780,KOSPI,아이에스동서,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,"허석헌, 정원호, 김갑진(각자 대표이사)",http://www.isdongseo.co.kr,서울특별시,2022-08-16,30894384.0,589898548325.0,111697236169.0,142472347491.0,79166864100.0,0.0,18.93,24.15,13.42,645383360400.0,166501555439.0,119154068786.0,64050120062.0,0.0,25.8,18.46,9.92,10248.0,310227453764.0,40300810573.0,-55706521707.0,11937952126.0,0.0,12.99,-17.96,3.85,338254292082.0,52438901559.0,3582629121.0,13032116945.0,0.0,15.5,1.06,3.85,1544.0,1608440924896.0,310765130275.0,224248467500.0,104971578755.0,3397.0,49953.0,47156.0,9.1,2.99,20.52,7.21,5.9399999999999995,10.3,90.15033684728458,391.45030152030864
108,5820,KOSPI,원림,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",1990-04-20,12월,신성엽,http://www.wonlim.co.kr,서울특별시,2022-08-16,2297909.0,23263079219.0,2195933732.0,2756627553.0,2831555733.0,0.0,9.44,11.85,12.17,22508031617.0,2894772948.0,911015066.0,1621991394.0,0.0,12.86,4.05,7.21,4928.0,18060413383.0,950846178.0,-3017132199.0,227839402.0,0.0,5.26,-16.71,1.26,19943347889.0,1849619119.0,3772438110.0,1251210739.0,0.0,9.27,18.92,6.27,396.0,79683129520.0,3192709036.0,-2213328373.0,1409392707.0,613.0,61100.0,58940.0,6.47,0.83,8.07,1.04,4.18,3.59,28.807014134555704,
109,77500,KOSPI,유니퀘스트,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05,12월,앤드류김,http://www.uniquest.co.kr,경기도,2022-08-16,27347034.0,166463064587.0,10799274321.0,-7682994409.0,21798104032.0,0.0,6.49,-4.62,13.09,151460744943.0,5697577992.0,-15133898951.0,26592254096.0,60395383783.0,3.76,-9.99,17.56,3188.0,139006930031.0,5757614533.0,8968854805.0,11334045072.0,0.0,4.14,6.45,8.15,115520508549.0,2861129401.0,8758555772.0,13829916840.0,60395383783.0,2.48,7.58,11.97,1656.0,590983230900.0,24548653862.0,9789178606.0,62562127147.0,2287.0,12791.0,11281.0,16.07,12.76,24.92,20.28,2.3500000000000005,1.2799999999999998,19.7516300445431,
110,13360,KOSPI,일성건설,토목 건설업,"건축공사,토목공사,전기공사",1989-12-02,12월,유필상,http://www.ilsungconst.co.kr,인천광역시,2022-08-12,54028314.0,103350403087.0,4304807930.0,-6526505473.0,2831881501.0,0.0,4.17,-6.31,2.74,127273918470.0,5400267150.0,21309469062.0,239372881.0,0.0,4.24,16.74,0.19,208.0,87770608702.0,1384633716.0,-1540195583.0,818567730.0,0.0,1.58,-1.75,0.93,99936066212.0,4172792225.0,33333161147.0,279033703.0,0.0,4.18,33.35,0.28,60.0,416181928384.0,10807385076.0,12570534251.0,5660650837.0,104.0,2161.0,2023.0,2.98,1.49,9.62,5.18,2.59,0.0600000000000005,17.750582587272167,
111,3200,KOSPI,일신방직,방적 및 가공사 제조업,"면사,P/C혼방사,P/C혼방직물,화섬사 제조,수출",1973-05-23,12월,김정수,http://www.ilshin.co.kr,서울특별시,2022-08-16,2399886.0,166975303516.0,17727055904.0,-3005987401.0,14753212158.0,14962643242.0,10.62,-1.8,8.84,179316119576.0,22250187637.0,16475783574.0,19463231527.0,20159438502.0,12.41,9.19,10.85,24588.0,137861372787.0,11227071396.0,-4682262161.0,11215703375.0,11435623772.0,8.14,-3.4,8.14,135491510081.0,9633313053.0,29519928958.0,8334435163.0,62224669108.0,7.11,21.79,6.15,18692.0,601028587672.0,60970489628.0,21177392499.0,62857534973.0,26191.0,343232.0,330971.0,5.58,6.02,7.16,7.91,2.4799999999999986,5.3,21.118265501375724,
112,13870,KOSPI,지엠비코리아,자동차 신품 부품 제조업,"VS, TIB, CVJoint 등",2012-11-20,12월,"정세영, 변종문",http://www.gmb.co.kr,경상남도,2022-08-16,19071253.0,146089209558.0,4138969249.0,6591593457.0,3117267851.0,0.0,2.83,4.51,2.13,145565087201.0,6443924369.0,-1885285405.0,5846984732.0,0.0,4.43,-1.3,4.02,652.0,130322020983.0,1047783781.0,20698380.0,1538846467.0,0.0,0.8,0.02,1.18,130917446802.0,1952992931.0,1804564762.0,2150439504.0,0.0,1.49,1.38,1.64,320.0,531332180542.0,8377508126.0,4834024489.0,9753828529.0,511.0,13809.0,13040.0,2.18,1.87,4.72,3.92,2.0300000000000002,2.9399999999999995,12.098637249538026,
113,10640,KOSPI,진양폴리,플라스틱제품 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매",1989-09-30,12월,"김상용,조영태(각자대표이사)",http://www.chinyangpoly.kr,경기도,2022-08-16,9999768.0,13948853236.0,1252430220.0,1544090668.0,902355132.0,0.0,8.98,11.07,6.47,15781461714.0,1811031743.0,86788625.0,1514881031.0,0.0,11.48,0.55,9.6,360.0,11028007924.0,376290731.0,186466827.0,222779952.0,0.0,3.41,1.69,2.02,9230781897.0,235128693.0,454631722.0,49841629.0,0.0,2.55,4.93,0.54,88.0,53069415717.0,4715418691.0,4160884188.0,3802118983.0,380.0,3039.0,2947.0,6.98,7.91,11.84,12.9,5.57,8.93,26.48570197019383,
114,2780,KOSPI,진흥기업,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사",1977-06-25,12월,박상신,http://www.chinhung.co.kr,인천광역시,2022-08-11,146630691.0,120424090790.0,12937951125.0,7677852985.0,10490169013.0,0.0,10.74,6.38,8.71,154159858447.0,8988255288.0,22617562094.0,13220734385.0,0.0,5.83,14.67,8.58,284.0,79607104967.0,8942001221.0,9381870187.0,9263491656.0,0.0,11.23,11.79,11.64,109451367257.0,4859125927.0,10474664826.0,12054368176.0,0.0,4.44,9.57,11.01,252.0,444244783883.0,43348738057.0,51376717919.0,53413211910.0,364.0,1318.0,1165.0,10.9,15.96,21.54,31.24,-0.4900000000000002,1.3899999999999997,51.27304383185408,91.07102893225664
115,14580,KOSPI,태경비케이,"시멘트, 석회, 플라스터 및 그 제품 제조업","생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영",1991-03-07,12월,"김민정,정구일 (각자 대표이사)",http://www.bkmp.co.kr,서울특별시,2022-08-16,27584948.0,70298941934.0,7377180678.0,1307244455.0,5378874215.0,0.0,10.49,1.86,7.65,52964725102.0,3985070961.0,4500374869.0,847028075.0,0.0,7.52,8.5,1.6,776.0,43596662465.0,4748002637.0,6634230348.0,3200186171.0,0.0,10.89,15.22,7.34,41151176499.0,3238310047.0,5841532434.0,1527262513.0,0.0,7.87,14.2,3.71,464.0,195157043546.0,19603002069.0,35575130043.0,9330420355.0,338.0,9171.0,8513.0,5.81,2.81,8.46,3.97,-0.40000000000000036,-0.35000000000000053,61.2484487555371,
116,15890,KOSPI,태경산업,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30,12월,"김해련, 김민정, 김병식 (각자 대표이사)",http://www.taekyung.co.kr,서울특별시,2022-08-16,29232506.0,161376824747.0,12966177353.0,-6019503669.0,5550779191.0,0.0,8.03,-3.73,3.44,144422111013.0,13476625689.0,9448410680.0,6273110073.0,0.0,9.33,6.54,4.34,756.0,112102618035.0,6299547903.0,6291489584.0,2030365981.0,0.0,5.62,5.61,1.81,110391646642.0,5715158136.0,8960279370.0,2471856297.0,0.0,5.18,8.12,2.24,276.0,516770864906.0,40591835560.0,61684300404.0,18030899161.0,616.0,14003.0,13186.0,3.53,3.08,5.4,4.68,2.4099999999999993,4.15,43.95455483173096,
117,55490,KOSPI,테이팩스,플라스틱제품 제조업,"OCA, 2차전지용 테이프, 산업용 랩 등",2017-10-31,12월,김상구,http://tapex.co.kr,경기도,2022-08-16,4718118.0,46445598719.0,7149281732.0,-44559469.0,5707753789.0,0.0,15.39,-0.1,12.29,44474265187.0,4905296017.0,8633115259.0,4063875548.0,0.0,11.03,19.41,9.14,4836.0,33336970689.0,4639039291.0,46246030.0,4457507665.0,0.0,13.92,0.14,13.37,32019725373.0,2902672248.0,3489857261.0,2444274454.0,0.0,9.07,10.9,7.63,3776.0,154922980346.0,21254329685.0,12066354595.0,18911148514.0,4008.0,29266.0,27830.0,11.79,10.46,16.52,14.4,1.4700000000000006,1.959999999999999,39.32159329139458,
118,58430,KOSPI,포스코강판,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,윤양수,http://www.poscocnc.com,경상북도,2022-08-12,5999475.0,337120080709.0,27241968471.0,34283723259.0,20095027245.0,0.0,8.08,10.17,5.96,363450253626.0,29647474635.0,-15762326735.0,14179902662.0,0.0,8.16,-4.34,3.9,13396.0,253050797043.0,14365914434.0,19749021703.0,10465208636.0,0.0,5.68,7.8,4.14,242753993683.0,4679270693.0,27619207407.0,633716427.0,0.0,1.93,11.38,0.26,6976.0,1347273538725.0,143278889763.0,40796417532.0,102417243211.0,17071.0,57598.0,53741.0,13.85,17.46,23.26,31.76,2.4000000000000004,6.23,33.22229554239041,
119,47050,KOSPI,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",2001-03-23,12월,대표이사 사장 주시보,http://www.poscointl.com,서울특별시,2022-08-16,123387798.0,9912253023000.0,216047156000.0,-707250228000.0,160509516000.0,0.0,2.18,-7.14,1.62,9185897587000.0,139971950000.0,757914237000.0,73353436000.0,0.0,1.52,8.25,0.8,5200.0,7087036467000.0,126902597000.0,-700072920000.0,92744881000.0,0.0,1.79,-9.88,1.31,5641314947000.0,87253926000.0,337931501000.0,17822184000.0,0.0,1.55,5.99,0.32,3004.0,33948864785000.0,585385807000.0,-509688025000.0,360789119000.0,2924.0,32829.0,28464.0,5.09,3.35,15.84,10.27,0.3900000000000001,-0.030000000000000027,39.864569191301726,
120,352820,KOSPI,하이브,오디오물 출판 및 원판 녹음업,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",2020-10-15,12월,박지원,http://www.bighitcorp.com,서울특별시,2022-08-12,41353151.0,284973925000.0,37066809000.0,48411343000.0,30658508000.0,0.0,13.01,16.99,10.76,457945684000.0,73829964000.0,73182995000.0,53622412000.0,0.0,16.12,15.98,11.71,2964.0,178333528000.0,22770442000.0,13998976000.0,17243678000.0,0.0,12.77,7.85,9.67,310661467000.0,53983874000.0,56932903000.0,26103891000.0,0.0,17.38,18.33,8.4,1664.0,1255926483000.0,190247657000.0,177258248000.0,140834607000.0,3405.0,95713.0,69803.0,1.97,2.98,3.1,4.88,0.2400000000000002,-1.259999999999998,59.798288182803184,
121,20000,KOSPI,한섬,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03,12월,김민덕,http://www.handsome.co.kr,서울특별시,2022-08-16,24632687.0,391472608138.0,59122601871.0,15323478447.0,43164526340.0,42757817296.0,15.1,3.91,11.03,445017037253.0,51701426697.0,117469335876.0,38540519801.0,37682273950.0,11.62,26.4,8.66,7008.0,333333804831.0,45220702993.0,26392645242.0,32630899927.0,32526216585.0,13.57,7.92,9.79,386584471970.0,36096339889.0,125059374749.0,31153018288.0,57737752698.0,9.34,32.35,8.06,5296.0,1387401660671.0,152192853992.0,172103397188.0,114558159104.0,4650.0,53530.0,50356.0,10.31,7.36,13.09,9.24,1.5299999999999994,2.2799999999999994,17.441616321055804,
122,105630,KOSPI,한세실업,봉제의복 제조업,의류 완제품,2009-03-20,12월,"김익환, 조희선",http://www.hansae.com,서울특별시,2022-08-12,39996646.0,581228900245.0,48983021934.0,54911250052.0,31359508072.0,0.0,8.43,9.45,5.4,468840154859.0,28483253576.0,-87906075172.0,18163453928.0,18163453928.0,6.08,-18.75,3.87,3136.0,375624791561.0,29482956302.0,687670187.0,21576714225.0,0.0,7.85,0.18,5.74,368656257938.0,142880671.0,49265424969.0,28285594.0,26935061471.0,0.04,13.36,0.01,2156.0,1671997051772.0,106694162989.0,-153900419987.0,67340655868.0,1683.0,12371.0,11611.0,9.44,5.54,25.35,14.5,0.5800000000000001,6.04,54.73656513180673,
123,16450,KOSPI,한세예스24홀딩스,봉제의복 제조업,"의류(니트) 제조,도소매,원단 제조,부동산 임대",2000-01-06,12월,"김동녕, 김석환(각자 대표이사)",http://www.hansaeyes24.com,서울특별시,2022-08-16,39999790.0,872707682084.0,56529744122.0,58333630680.0,26458240601.0,35410052166.0,6.48,6.68,3.03,786733853616.0,39083315068.0,-42925518145.0,3016451164.0,762368976.0,4.97,-5.46,0.38,2644.0,680619354072.0,44136313369.0,29204678266.0,18767829811.0,33995556381.0,6.48,4.29,2.76,682681354095.0,8677420028.0,89177789810.0,33187199498.0,39226282131.0,1.27,13.06,4.86,1876.0,2798895736344.0,134681974504.0,-67749929664.0,40290353809.0,1007.0,22260.0,23733.0,4.69,1.8,11.88,4.24,0.0,3.6999999999999997,28.2225779891178,
124,195870,KOSPI,해성디에스,전자부품 제조업,반도체 패키지용 Substrate,2016-06-24,12월,조병학,http://www.haesungds.com,경상남도,2022-08-16,16995841.0,199624482801.0,48338090920.0,28726900067.0,39765400258.0,0.0,24.21,14.39,19.92,187522174958.0,29914918871.0,36428279798.0,24323110851.0,0.0,15.95,19.43,12.97,9356.0,137478338064.0,10164555728.0,-8469241967.0,9312023720.0,0.0,7.39,-6.16,6.77,113450090185.0,6073610468.0,-10877261527.0,2240029192.0,0.0,5.35,-9.59,1.97,2188.0,655373012865.0,86329952850.0,57112624480.0,71261704522.0,4192.0,20315.0,17316.0,30.04,15.0,46.05,24.21,16.82,10.6,45.204317721726625,
125,69960,KOSPI,현대백화점,종합 소매업,백화점,2002-11-25,12월,"정지선, 장호진, 김형종 (각자대표)",http://home.e-hyundai.com,서울특별시,2022-08-16,23401299.0,934385942000.0,88871928000.0,96414413000.0,62475580000.0,0.0,9.51,10.32,6.69,1100637228000.0,94174330000.0,63561839000.0,51912664000.0,0.0,8.56,5.78,4.72,10676.0,683225361000.0,64995532000.0,186424530000.0,43368549000.0,0.0,9.51,27.29,6.35,644631717000.0,68129150000.0,81316143000.0,17242681000.0,0.0,10.57,12.61,2.67,7412.0,3572433182000.0,264365188000.0,500164435000.0,189377183000.0,8092.0,228759.0,223305.0,2.81,2.11,4.67,3.62,0.0,-2.01,36.76101552090951,
