,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2019_3,Quarter_Operating_Profit2019_3,Quarter_Cashflow2019_3,Quarter_Earn2019_3,Quarter_Continue_Earn2019_3,Quarter_Percent_Operating_Profit2019_3,Quarter_Percent_Cashflow2019_3,Quarter_Percent_Earn2019_3,Quarter_Revenue2018_12,Quarter_Operating_Profit2018_12,Quarter_Cashflow2018_12,Quarter_Earn2018_12,Quarter_Continue_Earn2018_12,Quarter_Percent_Operating_Profit2018_12,Quarter_Percent_Cashflow2018_12,Quarter_Percent_Earn2018_12,Quarter_Full_EPS,Last_Revenue2018_3,Last_Operating_Profit2018_3,Last_Cashflow2018_3,Last_Earn2018_3,Last_Continue_Earn2018_3,Last_Percent_Operating_Profit2018_3,Last_Percent_Cashflow2018_3,Last_Percent_Earn2018_3,Last_Revenue2017_12,Last_Operating_Profit2017_12,Last_Cashflow2017_12,Last_Earn2017_12,Last_Continue_Earn2017_12,Last_Percent_Operating_Profit2017_12,Last_Percent_Cashflow2017_12,Last_Percent_Earn2017_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
106,106,2620,KOSPI,제일파마홀딩스,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1988-01-20,12월,한상철,http://www.jeilpharm.co.kr,서울특별시,2019-05-15,179073615580.0,4334775300.0,14417787648.0,1754969963.0,1754969963.0,2.42,8.05,0.98,95033443965.0,4538411279.0,-6276419181.0,1952278440.0,1952278440.0,4.78,-6.6,2.05,436.0,14927446159.0,2035663982.0,2193732699.0,1437795068.0,1437795068.0,13.64,14.7,9.63,16328862827.0,36984680.0,-2469660846.0,-146229276.0,3789060945.0,0.23,-15.12,-0.9,360.0,142736342504.0,10949406740.0,-3432762666.0,7301628910.0,457.0,58407.0,36908.0,0.47,0.79,0.75,1.24,-11.22,4.55,1099.6266050642132,
9,9,134790,KOSPI,시디즈,가구 제조업,의자,2011-01-25,12월,대표이사 이상배,http://www.sidiz.com,경기도,2019-05-15,55740559605.0,3034814797.0,3795246110.0,2433984055.0,0.0,5.44,6.81,4.37,48702368980.0,1547028642.0,1756042443.0,1300134958.0,0.0,3.18,3.61,2.67,4864.0,7915171505.0,-344392690.0,689196645.0,-43438413.0,0.0,-4.35,8.71,-0.55,2326642121.0,-55236535.0,-851775215.0,-36387678.0,0.0,-2.37,-36.61,-1.56,-84.0,140959206564.0,4303916036.0,6790907790.0,4018580505.0,2009.0,13953.0,12566.0,13.74,5.58,34.86,15.99,9.79,5.550000000000001,604.2242807978171,
22,22,5720,KOSPI,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",http://www.nexencorp.co.kr,경상남도,2019-05-15,555853539434.0,53486409681.0,-49141881012.0,27595358931.0,0.0,9.62,-8.84,4.96,555163413506.0,56223042394.0,14556159407.0,975134695.0,0.0,10.13,2.62,0.18,2060.0,105699405309.0,15770994129.0,4828891403.0,13340023825.0,0.0,14.92,4.57,12.62,89615875015.0,14052475062.0,1125920925.0,17251590639.0,0.0,15.68,1.26,19.25,996.0,1360025189266.0,143585321902.0,135605705533.0,62198850768.0,1161.0,36021.0,35163.0,2.78,1.63,5.72,3.3,-5.300000000000001,-5.549999999999999,425.88142554731166,
82,82,2410,KOSPI,범양건영,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25,12월,"강병주, 이동주 (각자대표)",http://www.iby.co.kr,부산광역시,2019-05-15,62230777327.0,2221694978.0,-4994145389.0,2264353367.0,2264353367.0,3.57,-8.03,3.64,56690418602.0,3796473370.0,5442640319.0,2536110369.0,2536110369.0,6.7,9.6,4.47,364.0,26580713129.0,434670846.0,985011994.0,677497768.0,677497768.0,1.64,3.71,2.55,53047851880.0,384801910.0,4396095633.0,69757705.0,4393823391.0,0.73,8.29,0.13,108.0,155644035118.0,6811554223.0,22944431438.0,5426688440.0,218.0,2218.0,2019.0,7.45,4.59,16.41,10.82,1.93,5.970000000000001,134.1200442026711,
20,20,9160,KOSPI,SIMPAC,특수 목적용 기계 제조업,"프레스,자동화장치,자동차부품 제조,도매",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시,2019-05-15,104439076418.0,5711478405.0,-6018368989.0,3951287785.0,0.0,5.47,-5.76,3.78,116952984282.0,3760436749.0,-7355083837.0,12032917082.0,0.0,3.22,-6.29,10.29,240.0,45646069919.0,2392567263.0,17327373701.0,1438715058.0,0.0,5.24,37.96,3.15,44355975435.0,854739386.0,-10387202312.0,7732090355.0,0.0,1.93,-23.42,17.43,84.0,306150808985.0,10190571935.0,37360241881.0,69198558111.0,1057.0,6839.0,6649.0,2.29,10.15,3.51,15.91,0.2299999999999995,1.2900000000000005,128.80190255881732,
81,81,35150,KOSPI,백산,플라스틱제품 제조업,"P.U.인조피혁,부직포인공피혁 제조,무역",1999-08-11,12월,"김상화, 김한준(각자 대표이사)",http://www.baiksan.co.kr,경기도,2019-05-14,115729114691.0,10151360318.0,2578005877.0,8339366521.0,0.0,8.77,2.23,7.21,108994807530.0,5379641363.0,4023899366.0,3348015937.0,0.0,4.94,3.69,3.07,1376.0,50947704267.0,4295929993.0,3321238734.0,2834763684.0,0.0,8.43,6.52,5.56,53284725981.0,4101257605.0,5720156651.0,-5070005421.0,0.0,7.7,10.74,-9.51,468.0,323119368130.0,21527313944.0,-7983476660.0,15274816005.0,631.0,6096.0,5706.0,12.03,5.18,22.57,11.06,0.3399999999999998,-2.76,127.152756647291,
97,97,112610,KOSPI,씨에스윈드,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조,2014-11-27,12월,"김성권, 김승범",http://www.cswind.com,충청남도,2019-05-15,175101523292.0,13580479669.0,31391015023.0,11604365301.0,0.0,7.76,17.93,6.63,165924405160.0,11305277317.0,-33669562626.0,-15038264431.0,0.0,6.81,-20.29,-9.06,1100.0,80072381280.0,1429595761.0,9526735731.0,697154603.0,0.0,1.79,11.9,0.87,56309127230.0,2575586969.0,29682618678.0,-3237370935.0,0.0,4.57,52.71,-5.75,64.0,502207595937.0,32744639258.0,-20528787212.0,5924276382.0,140.0,7490.0,7554.0,7.51,0.98,14.69,1.86,5.97,2.2399999999999998,118.67905074497368,
59,59,119650,KOSPI,KC코트렐,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,김태우,http://www.kc-cottrell.com/,서울특별시,2019-05-15,56034109730.0,175247866.0,9212850705.0,364090502.0,0.0,0.31,16.44,0.65,80318710036.0,9386376469.0,-6906103589.0,5876520162.0,0.0,11.69,-8.6,7.32,80.0,28653129980.0,-4350984552.0,-8096434069.0,-1858490126.0,0.0,-15.19,-28.26,-6.49,48217886224.0,3748977872.0,5209141343.0,2505860980.0,0.0,7.78,10.8,5.2,-420.0,182043907809.0,3741209346.0,-6770412362.0,4165591291.0,236.0,4583.0,4415.0,0.62,1.9,1.75,5.36,15.5,3.9099999999999993,95.56017010746132,
21,21,1260,KOSPI,남광토건,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,12월,임민규,http://www.namkwang.co.kr,경기도,2019-05-15,43931389906.0,1463584188.0,-6585073682.0,2717225976.0,0.0,3.33,-14.99,6.19,68844617843.0,9340827253.0,13373617965.0,5322858809.0,0.0,13.57,19.43,7.73,1104.0,22569640233.0,134366788.0,5000127479.0,125053897.0,0.0,0.6,22.15,0.55,32232287705.0,1663942167.0,-4259169090.0,286053404.0,0.0,5.16,-13.21,0.89,48.0,157172930507.0,11141644773.0,5000127479.0,5715674597.0,581.0,5808.0,4996.0,7.45,3.84,19.01,11.64,2.73,8.41,94.64816209948312,
58,58,9440,KOSPI,KC그린홀딩스,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시,2019-05-15,147594724500.0,2328602202.0,12627624074.0,927517414.0,0.0,1.58,8.56,0.63,188106511336.0,11950871053.0,-3028481542.0,-589171544.0,0.0,6.35,-1.61,-0.31,164.0,77129996060.0,-1076165860.0,-5640933393.0,-253147904.0,0.0,-1.4,-7.31,-0.33,94885178403.0,4876086569.0,2098987605.0,-3208975455.0,0.0,5.14,2.21,-3.38,-44.0,534720764469.0,13275985121.0,1356045417.0,12810724235.0,571.0,12813.0,12780.0,0.54,1.91,1.28,4.47,2.98,1.21,91.3583975619355,
