,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_6,Quarter_Operating_Profit2022_6,Quarter_Cashflow2022_6,Quarter_Earn2022_6,Quarter_Continue_Earn2022_6,Quarter_Percent_Operating_Profit2022_6,Quarter_Percent_Cashflow2022_6,Quarter_Percent_Earn2022_6,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Full_EPS,Last_Revenue2021_6,Last_Operating_Profit2021_6,Last_Cashflow2021_6,Last_Earn2021_6,Last_Continue_Earn2021_6,Last_Percent_Operating_Profit2021_6,Last_Percent_Cashflow2021_6,Last_Percent_Earn2021_6,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
292,292,69540,KOSDAQ,라이트론,통신 및 방송 장비 제조업,기타무선통신장비제조업,2004-02-13,12월,박찬희,http://www.lightron.co.kr,대전광역시,2022-08-12,26063289.0,19308778971.0,1850914931.0,-6292435904.0,124189611.0,0.0,9.59,-32.59,0.64,9578321082.0,-900732331.0,-475873567.0,-1721060716.0,0.0,-9.4,-4.97,-17.97,16.0,13382195637.0,1508161871.0,-3074273410.0,-649503441.0,0.0,11.27,-22.97,-4.85,11986602766.0,218933106.0,-3041600141.0,116494604.0,0.0,1.83,-25.37,0.97,-96.0,44140528668.0,-4520145490.0,-3801038742.0,-8484984496.0,-325.0,4146.0,2051.0,0.24,-11.59,0.39,-15.87
293,293,347700,KOSDAQ,라이프시맨틱스,소프트웨어 개발 및 공급업,"소프트웨어(개인건강기록 플랫폼,진료기록번역플랫폼,질병분류기호 검색) 개발,공급/의료기기 도매/자문,컨설팅/전자상거래,통신판매",2021-03-23,12월,송승재,http://lifesemantics.kr,서울특별시,2022-08-16,10228528.0,409329761.0,-1518150307.0,-2735104026.0,735389242.0,0.0,-370.89,-668.19,179.66,1205819472.0,-1744282747.0,-1330843384.0,-2024843613.0,0.0,-144.66,-110.37,-167.92,284.0,738072606.0,-1676734586.0,-3077945905.0,-2446461116.0,0.0,-227.18,-417.02,-331.47,584280276.0,-1506407932.0,-1702285197.0,-1607839532.0,0.0,-257.82,-291.35,-275.18,-956.0,4634373189.0,-6037732236.0,-5067399210.0,-6215407805.0,-607.0,2282.0,1276.0,4.84,-18.67,12.44,-47.6
294,294,214260,KOSDAQ,라파스,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시,2022-08-12,8618060.0,5689887063.0,-1135782960.0,-2656210250.0,-2926468797.0,0.0,-19.96,-46.68,-51.43,6013715497.0,-1049017361.0,-1585845766.0,-1153744848.0,0.0,-17.44,-26.37,-19.19,-1356.0,4768639062.0,-189879173.0,1685573696.0,-223821072.0,0.0,-3.98,35.35,-4.69,3435230045.0,-337859038.0,1432997202.0,670582429.0,0.0,-9.84,41.71,19.52,-100.0,20339266562.0,-2047731135.0,862008939.0,4930081054.0,572.0,11843.0,6228.0,-5.89,5.04,-11.45,9.18
295,295,200350,KOSDAQ,래몽래인,"영화, 비디오물, 방송프로그램 제작 및 배급업",드라마 제작,2021-12-30,12월,"김동래, 박지복",http://reamongraein.co.kr,서울특별시,2022-08-10,6259104.0,14037951579.0,561102445.0,-83668101.0,508602736.0,0.0,4.0,-0.6,3.62,12611823463.0,-1661251647.0,5221273621.0,-1823679351.0,0.0,-13.17,41.4,-14.46,324.0,6576879503.0,742278465.0,-2604380033.0,777398872.0,0.0,11.29,-39.6,11.82,732902930.0,-588149052.0,201339470.0,-553454721.0,0.0,-80.25,27.47,-75.52,496.0,41024304421.0,3153606188.0,-49547224.0,2332658101.0,372.0,13860.0,7132.0,1.37,3.23,2.34,5.22
296,296,171010,KOSDAQ,램테크놀러지,기초 화학물질 제조업,"반도체 식각액, 박리액, 세정액 등",2013-11-18,12월,길준봉,http://www.ramtech.co.kr,경기도,2022-08-12,13964666.0,18404697968.0,1916235753.0,2962662547.0,1359673962.0,0.0,10.41,16.1,7.39,15025909479.0,2546651531.0,2240540547.0,2102223974.0,0.0,16.95,14.91,13.99,388.0,10450255203.0,1091243186.0,3407232597.0,872135661.0,0.0,10.44,32.6,8.35,11070710040.0,1020034130.0,1134722635.0,902135744.0,0.0,9.21,10.25,8.15,248.0,48582859654.0,4472505756.0,3353465485.0,3160788432.0,226.0,6828.0,3093.0,3.58,4.53,5.68,7.32
297,297,84650,KOSDAQ,랩지노믹스,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,진승현,http://www.labgenomics.co.kr,경기도,2022-08-16,33983815.0,21865532357.0,5368964042.0,35271869090.0,4287868851.0,0.0,24.55,161.31,19.61,79649250504.0,50224395094.0,-4167185611.0,38271480871.0,0.0,63.06,-5.23,48.05,504.0,53924008310.0,24545579208.0,13602350920.0,22190108603.0,0.0,45.52,25.23,41.15,34045971359.0,15690676424.0,2822098055.0,13424671208.0,0.0,46.09,8.29,39.43,2608.0,202407363611.0,104518298192.0,65361945929.0,83854993826.0,2467.0,11888.0,4661.0,3.3,41.05,4.24,52.93
298,298,217500,KOSDAQ,러셀,특수 목적용 기계 제조업,반도체장비 리퍼비시,2015-06-16,12월,권순욱,http://www.erussell.co.kr/,충청북도,2022-08-12,31813775.0,13360091210.0,2599289807.0,-3579837336.0,2475912144.0,0.0,19.46,-26.8,18.53,9443680307.0,1150627774.0,-2964696091.0,839480556.0,0.0,12.18,-31.39,8.89,308.0,9754018592.0,296834745.0,4225878181.0,82820043.0,0.0,3.04,43.32,0.85,21496101360.0,2859082692.0,-2307409585.0,2861632108.0,0.0,13.3,-10.73,13.31,8.0,57759768938.0,5648227492.0,12041173139.0,6115908856.0,192.0,3266.0,1582.0,6.64,8.42,9.43,12.15
299,299,141080,KOSDAQ,레고켐바이오,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시,2022-08-16,27327150.0,11704335993.0,-6771175796.0,-9871983626.0,-7813911310.0,0.0,-57.85,-84.34,-66.76,5804479487.0,-9210734435.0,2400247201.0,-8502057945.0,0.0,-158.68,41.35,-146.47,-1140.0,4599006604.0,-14921797006.0,-22059036684.0,-15660683029.0,0.0,-324.46,-479.65,-340.52,5278173167.0,-14292427840.0,-7489743459.0,-13381434419.0,0.0,-270.78,-141.9,-253.52,-2292.0,32157006379.0,-27706660419.0,-42048759598.0,-23391227602.0,-855.0,18125.0,9469.0,-5.5,-7.98,-6.29,-9.04
300,300,60300,KOSDAQ,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,"박필조, 박학섭 각자 대표이사",http://www.redrover.co.kr,경기도,2022-08-16,29232898.0,575453917.0,-553086091.0,-1859448879.0,-884724281.0,-884724281.0,-96.11,-323.13,-153.74,1447291617.0,-1187087637.0,-1783018410.0,-1274295169.0,0.0,-82.02,-123.2,-88.05,-120.0,877112518.0,-995496052.0,-6275614044.0,-2318783135.0,-2315696834.0,-113.5,-715.49,-264.37,3199072822.0,-641818869.0,-2471321039.0,3242649857.0,0.0,-20.06,-77.25,101.36,-316.0,7188188777.0,-2412831603.0,-106777537.0,-13112444341.0,-448.0,589.0,281.0,-9.0,-69.87,-20.36,-159.3
301,301,38390,KOSDAQ,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시,2022-08-16,8589971.0,63442569561.0,10078510730.0,-35368172967.0,6309018181.0,0.0,15.89,-55.75,9.94,60673035866.0,11267925107.0,1332796603.0,7204089494.0,0.0,18.57,2.2,11.87,2936.0,59361364171.0,6562917918.0,1737492533.0,3962011432.0,0.0,11.06,2.93,6.67,63564041234.0,7727534805.0,2951509161.0,4848360832.0,0.0,12.16,4.64,7.63,1844.0,228932661347.0,20469193641.0,6103826714.0,12091045735.0,1407.0,42558.0,20734.0,2.29,2.47,6.9,6.79
302,302,294140,KOSDAQ,레몬,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등",2020-02-28,12월,김광진,http://www.lemonano.co.kr,경상북도,2022-08-16,37007773.0,5956855272.0,-779430046.0,-1274107317.0,-553525429.0,0.0,-13.08,-21.39,-9.29,15409396084.0,702066363.0,1258972213.0,802597632.0,0.0,4.56,8.17,5.21,-56.0,5711210075.0,-5140773050.0,602151299.0,-4552099594.0,0.0,-90.01,10.54,-79.7,6573689696.0,224380777.0,-809341113.0,73151907.0,0.0,3.41,-12.31,1.11,-492.0,33416382819.0,-13052508423.0,1519326973.0,-52010452095.0,-1405.0,1550.0,760.0,-2.31,-113.71,-3.61,-184.72
303,303,228670,KOSDAQ,레이,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",2019-08-08,12월,이상철,http://www.raymedical.co.kr/,경기도,2022-08-12,13309185.0,31161660171.0,3332052367.0,3615123445.0,215459748.0,0.0,10.69,11.6,0.69,17625696647.0,-933067967.0,1248384442.0,-253070039.0,0.0,-5.29,7.08,-1.44,64.0,23653991596.0,4710298914.0,6023881505.0,4439886020.0,0.0,19.91,25.47,18.77,14936344982.0,332273572.0,1760980920.0,-1506734301.0,0.0,2.22,11.79,-10.09,1332.0,90336176999.0,3387415384.0,11172368950.0,-12764728.0,0.0,16049.0,7769.0,0.23,-0.01,0.4,-0.01
304,304,228850,KOSDAQ,레이언스,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",2016-04-11,12월,김태우,http://www.rayence.com,경기도,2022-08-16,16590807.0,37625890070.0,7778992074.0,-1339120868.0,6157671303.0,0.0,20.67,-3.56,16.37,36110097568.0,6126255247.0,471311247.0,5114126807.0,0.0,16.97,1.31,14.16,1484.0,36659237244.0,7076991011.0,6768009995.0,1005982451.0,0.0,19.3,18.46,2.74,31470943984.0,6023037622.0,5876360700.0,6485216982.0,0.0,19.14,18.67,20.61,240.0,134567721219.0,24068884269.0,20939060909.0,14458210801.0,871.0,24803.0,12029.0,4.94,5.98,5.98,7.24
305,305,281740,KOSDAQ,레이크머티리얼즈,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,http://www.lake-led.com,세종특별자치시,2022-08-16,65728307.0,32928920259.0,9370866977.0,1569238091.0,5017853793.0,0.0,28.46,4.77,15.24,28859951946.0,7716200554.0,264665121.0,6397658413.0,0.0,26.74,0.92,22.17,304.0,18991178553.0,5686612894.0,5275884328.0,4391997726.0,0.0,29.94,27.78,23.13,16684140491.0,3695108566.0,555690231.0,3338514494.0,0.0,22.15,3.33,20.01,264.0,81853769513.0,20687310492.0,18722838135.0,18049715639.0,274.0,2056.0,892.0,5.89,12.01,14.78,30.77
306,306,277810,KOSDAQ,레인보우로보틱스,특수 목적용 기계 제조업,"협동로봇, 천문마운트시스템, 이족보행로봇 등",2021-02-03,12월,이정호,http://www.rainbow-robotics.com/new/index_ko.php,대전광역시,2022-08-16,16534547.0,3310417025.0,188582686.0,-1030021954.0,174058201.0,0.0,5.7,-31.11,5.26,3675370230.0,619559998.0,112657684.0,501065436.0,0.0,16.86,3.07,13.63,40.0,1511244566.0,-348218288.0,-2071487578.0,-312733580.0,0.0,-23.04,-137.07,-20.69,1303648105.0,-1218555256.0,-1496174834.0,-8102218598.0,0.0,-93.47,-114.77,-621.5,-72.0,8969574693.0,-1030713533.0,-2570734182.0,-7843364517.0,-474.0,5863.0,2896.0,0.5,-12.28,0.68,-16.38
307,307,215100,KOSDAQ,로보로보,기타 전기장비 제조업,교육용로봇,2015-04-22,12월,박병수,http://www.roborobo.co.kr,서울특별시,2022-08-16,20349935.0,2883309037.0,74151293.0,-257681533.0,-57097319.0,0.0,2.57,-8.94,-1.98,2359591755.0,-265167967.0,-1038374962.0,-166762496.0,0.0,-11.24,-44.01,-7.07,-8.0,1821204040.0,-559542526.0,-964392599.0,-621004104.0,0.0,-30.72,-52.95,-34.1,2248265246.0,-296949771.0,-1746765612.0,-26189538.0,0.0,-13.21,-77.69,-1.16,-120.0,7619902700.0,-1523724033.0,710437408.0,-1319502515.0,-64.0,2943.0,1489.0,-0.26,-4.21,-0.27,-4.35
308,308,90360,KOSDAQ,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17,12월,이병서,http://robostar.co.kr,경기도,2022-08-16,9750224.0,32023899350.0,-583254937.0,-7037432935.0,475032353.0,0.0,-1.82,-21.98,1.48,29497067406.0,-683791104.0,23651199.0,68716810.0,0.0,-2.32,0.08,0.23,192.0,34619143562.0,-1509883265.0,-49937253.0,-1431206953.0,0.0,-4.36,-0.14,-4.13,39581782994.0,89562078.0,-6533918539.0,960619770.0,0.0,0.23,-16.51,2.43,-584.0,142465023658.0,224034106.0,-5099257833.0,1634178209.0,167.0,17732.0,8829.0,0.69,1.31,1.08,1.9
309,309,67730,KOSDAQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이규현,http://www.logisys.co.kr,서울특별시,2022-08-16,9674695.0,8795684705.0,220841252.0,396309124.0,200889180.0,0.0,2.51,4.51,2.28,7223430081.0,110781099.0,-732213028.0,130388043.0,0.0,1.53,-10.14,1.81,80.0,8303542086.0,121168959.0,-92885535.0,753060561.0,0.0,1.46,-1.12,9.07,7422809858.0,69558630.0,-1777219041.0,167356478.0,0.0,0.94,-23.94,2.25,308.0,34193506217.0,1052928913.0,3390490489.0,2068744164.0,213.0,3551.0,1941.0,1.54,7.88,2.25,11.01
310,310,71280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도,2022-08-12,15297819.0,33715976204.0,7096030355.0,-6779381375.0,4247690594.0,0.0,21.05,-20.11,12.6,39658076988.0,6271223543.0,-9065407033.0,5354031376.0,0.0,15.81,-22.86,13.5,1108.0,28593985824.0,4391917474.0,-563453267.0,2844445643.0,0.0,15.36,-1.97,9.95,29602214261.0,2227130387.0,-8985166983.0,1595096640.0,0.0,7.52,-30.35,5.39,740.0,110200154977.0,13317744743.0,14976396743.0,9457161902.0,618.0,11914.0,5462.0,6.84,7.65,9.3,11.32
311,311,38060,KOSDAQ,루멘스,반도체 제조업,LED개발 및 제조,2006-08-08,12월,이경재,http://www.lumens.co.kr,경기도,2022-08-12,48106598.0,35239760457.0,192098990.0,-23066596470.0,2382046273.0,0.0,0.55,-65.46,6.76,49737726387.0,1981969774.0,-21795368984.0,18613980400.0,0.0,3.98,-43.82,37.42,196.0,48321628170.0,-2022648374.0,-19254352174.0,-12469918887.0,0.0,-4.19,-39.85,-25.81,65066088139.0,821929299.0,-14874603091.0,2914742086.0,0.0,1.26,-22.86,4.48,-1036.0,172339104209.0,790753994.0,-7023829742.0,-27368955170.0,-568.0,3948.0,1533.0,2.75,-14.98,4.96,-37.09
312,312,85370,KOSDAQ,루트로닉,의료용 기기 제조업,의료용레이저기기,2006-07-04,12월,황해령,http://www.lutronic.com,경기도,2022-08-16,26348919.0,62173346233.0,14254100640.0,15839870524.0,15166374681.0,0.0,22.93,25.48,24.39,57131028069.0,11401814910.0,2333506624.0,9961165184.0,0.0,19.96,4.08,17.44,2300.0,44740199336.0,12050005988.0,17955937997.0,11770432448.0,0.0,26.93,40.13,26.31,32813295805.0,3219451627.0,5583786705.0,2113615889.0,0.0,9.81,17.02,6.44,1784.0,173643347332.0,29787240033.0,36020316166.0,27703330897.0,1051.0,10065.0,4608.0,15.72,14.87,22.85,22.81
313,313,60240,KOSDAQ,룽투코리아,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04,12월,양 성 휘,http://www.longtukorea.kr/,경기도,2022-08-16,25427841.0,11266725455.0,-3163747185.0,-18628162893.0,-7844571289.0,-8219090262.0,-28.08,-165.34,-69.63,8654561608.0,-3748780883.0,-13424288248.0,-4950487783.0,-5711742099.0,-43.32,-155.11,-57.2,-1232.0,11255271396.0,-5362079419.0,-6113698584.0,-6663477802.0,-7024053979.0,-47.64,-54.32,-59.2,10684267658.0,-278012550.0,456278813.0,-1600338503.0,-1600338503.0,-2.6,4.27,-14.98,-1048.0,36830817077.0,-10094301173.0,1689001348.0,-7449414987.0,-292.0,4190.0,2468.0,-23.09,-9.85,-29.4,-11.87
314,314,58470,KOSDAQ,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,http://leeno.com/kr,부산광역시,2022-08-12,15244284.0,91366332146.0,41295233287.0,56283293810.0,36479658332.0,0.0,45.2,61.6,39.93,89286851390.0,37525877331.0,11553462435.0,31183397795.0,0.0,42.03,12.94,34.92,9572.0,78918876170.0,34390019872.0,40080896069.0,29356367221.0,0.0,43.58,50.79,37.2,68239336655.0,27882717353.0,12775216267.0,24462761228.0,0.0,40.86,18.72,35.85,7700.0,280166833067.0,117104353242.0,130580737722.0,103805815149.0,6809.0,56302.0,27400.0,14.11,22.26,17.0,24.85
315,315,39980,KOSDAQ,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",2002-08-13,12월,"김웅, 박병근 (각자 대표이사)",http://www.leenos.co.kr,서울특별시,2022-08-16,45723525.0,16694307856.0,-740362160.0,8291598764.0,2096487735.0,2096487735.0,-4.43,49.67,12.56,11360511922.0,-1313112015.0,1657968667.0,-1201477434.0,-1293288324.0,-11.56,14.59,-10.58,180.0,17955008951.0,370677279.0,13714302493.0,598602497.0,598602497.0,2.06,76.38,3.33,15662135817.0,691597037.0,-3864920956.0,500099558.0,500099558.0,4.42,-24.68,3.19,52.0,85919851224.0,1468689021.0,5712825580.0,996525552.0,21.0,3235.0,1570.0,3.97,1.08,5.56,1.39
316,316,16100,KOSDAQ,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15,12월,"김진구, 김진상(공동 대표이사)",http://www.leaderscosmetics.com,서울특별시,2022-08-12,19103048.0,22239216509.0,316010845.0,2370418607.0,-344558434.0,0.0,1.42,10.66,-1.55,22420670540.0,-302687916.0,762875090.0,-288686818.0,-288686818.0,-1.35,3.4,-1.29,-72.0,22583769001.0,549347645.0,3203631270.0,-210999849.0,0.0,2.43,14.19,-0.93,20602227446.0,-2261338909.0,1578001062.0,-2240991111.0,-2240991111.0,-10.98,7.66,-10.88,-44.0,87431172456.0,-4186161295.0,1907542046.0,-3963350815.0,-207.0,5550.0,2916.0,-0.7,-3.71,-1.3,-7.11
317,317,12700,KOSDAQ,리드코프,기타 전문 도매업,화공약품운반,1996-01-19,12월,김철우,http://www.leadcorp.co.kr,서울특별시,2022-08-12,26444281.0,179739544049.0,17053465912.0,-33814748227.0,17632869848.0,0.0,9.49,-18.81,9.81,152474298508.0,13058842757.0,-28859895762.0,12242898285.0,0.0,8.56,-18.93,8.03,2664.0,108934601577.0,17073659272.0,-47264826747.0,15223989985.0,0.0,15.67,-43.39,13.98,107355010052.0,16207724795.0,-35604759467.0,11990298290.0,0.0,15.1,-33.17,11.17,2300.0,492453973807.0,61398800760.0,-106966348114.0,39929022407.0,1509.0,32511.0,16433.0,2.53,2.96,8.19,9.19
318,318,302550,KOSDAQ,리메드,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,-,http://remed.kr,대전광역시,2022-08-12,6126373.0,5057556084.0,306439042.0,39388319.0,2903234104.0,0.0,6.06,0.78,57.4,4849970061.0,313348932.0,-235204222.0,611518518.0,0.0,6.46,-4.85,12.61,1892.0,5318429297.0,243984766.0,-935144589.0,1550908672.0,0.0,4.59,-17.58,29.16,3561394195.0,-266036210.0,-918787060.0,14030685.0,0.0,-7.47,-25.8,0.39,1012.0,20195049000.0,1123164634.0,-3489517296.0,752329674.0,122.0,9193.0,4259.0,7.45,0.97,20.58,2.88
319,319,377450,KOSDAQ,리파인,기타 정보 서비스업,권리조사,2021-10-29,12월,이창섭,http://www.refine.co.kr,서울특별시,2022-08-16,17327357.0,13784055352.0,4372045661.0,10454499449.0,5017097741.0,4918637859.0,31.72,75.84,36.4,14015139237.0,5199698331.0,3646427479.0,4588655844.0,4588655844.0,37.1,26.02,32.74,1156.0,14369621380.0,6260015356.0,8169518717.0,4850622842.0,4886874818.0,43.56,56.85,33.76,14751716923.0,6739449004.0,3323045343.0,5225388195.0,5315834627.0,45.69,22.53,35.42,1116.0,58773815123.0,21005532771.0,17898919629.0,16881173416.0,974.0,15392.0,7783.0,6.87,11.47,7.51,12.52
320,320,42500,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,이주석,http://www.ringnet.co.kr,서울특별시,2022-08-16,15356152.0,37201783201.0,1283259095.0,-7677509070.0,1275787958.0,0.0,3.45,-20.64,3.43,33157847934.0,2107984017.0,8084037460.0,2727251915.0,0.0,6.36,24.38,8.23,332.0,63664512171.0,3056532279.0,-14845192514.0,3089218108.0,0.0,4.8,-23.32,4.85,41063462846.0,2374254048.0,-6645748247.0,1684857170.0,0.0,5.78,-16.18,4.1,804.0,214783844830.0,10622226143.0,-23904112841.0,8669445593.0,564.0,10000.0,4856.0,1.87,6.63,3.32,11.63
321,321,219420,KOSDAQ,링크제니시스,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,http://www.linkgenesis.co.kr,경기도,2022-08-16,11472841.0,4583391073.0,1527931564.0,323325173.0,803326271.0,879731520.0,33.34,7.05,17.53,2774217626.0,-104012928.0,94867662.0,-463079952.0,-566359133.0,-3.75,3.42,-16.69,280.0,3390406085.0,634865474.0,909743698.0,172366101.0,89086262.0,18.73,26.83,5.08,3629175752.0,1017193610.0,565449857.0,1414070379.0,1347508116.0,28.03,15.58,38.96,60.0,16030334530.0,3945447639.0,2963687311.0,4096023394.0,357.0,7226.0,3537.0,3.37,8.57,3.87,10.09
322,322,195500,KOSDAQ,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20,12월,최장호,http://www.manikerfng.com,경기도,2022-08-16,15928683.0,21736694053.0,-234956945.0,-6678182999.0,162999393.0,0.0,-1.08,-30.72,0.75,19254434313.0,-1387614145.0,-2609386787.0,-1370847376.0,0.0,-7.21,-13.55,-7.12,40.0,22140255087.0,311077055.0,2842623424.0,185438437.0,0.0,1.41,12.84,0.84,20844195539.0,666991820.0,2278161521.0,494508691.0,0.0,3.2,10.93,2.37,44.0,84928791193.0,47744857.0,7843799578.0,-177984055.0,-11.0,7975.0,4048.0,0.31,-0.17,0.5,-0.28
323,323,222810,KOSDAQ,마이더스AI,소프트웨어 개발 및 공급업,보안솔루션 개발 외,2015-08-13,12월,서상철,http://www.midas-ai.co.kr,서울특별시,2022-08-16,39324913.0,39447539979.0,-1020447577.0,-4989459109.0,-3778342526.0,0.0,-2.59,-12.65,-9.58,19111456634.0,-2359933661.0,-1912111487.0,-2745318839.0,0.0,-12.35,-10.01,-14.36,-384.0,21506910084.0,-306339336.0,-4935633086.0,-6336314210.0,0.0,-1.42,-22.95,-29.46,17046467457.0,-2220433642.0,-3358457218.0,-2482409790.0,0.0,-13.03,-19.7,-14.56,-644.0,76826098592.0,-1439901601.0,-130798525.0,-9951842297.0,-253.0,2493.0,1300.0,-8.27,-11.85,-15.4,-19.45
324,324,305090,KOSDAQ,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도,2022-08-16,15439070.0,3264884356.0,-109845562.0,-1533744350.0,-403859096.0,0.0,-3.36,-46.98,-12.37,3828039600.0,149156703.0,-1860967333.0,-68127124.0,0.0,3.9,-48.61,-1.78,-104.0,2079003925.0,-750199344.0,-2634103179.0,-979656371.0,0.0,-36.08,-126.7,-47.12,1377057053.0,-893446420.0,-2205671976.0,-758615191.0,0.0,-64.88,-160.17,-55.09,-252.0,4304627977.0,-6432059502.0,-6962338751.0,-7628336684.0,-494.0,1703.0,804.0,-2.09,-21.65,-6.11,-61.39
325,325,98120,KOSDAQ,마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도,2022-08-16,8312775.0,15385696613.0,1286943651.0,172405516.0,1251362183.0,0.0,8.36,1.12,8.13,14651315449.0,1785326709.0,1657606783.0,1713486159.0,0.0,12.19,11.31,11.7,600.0,14717378769.0,1424727421.0,3562250096.0,590877333.0,0.0,9.68,24.2,4.01,10900225902.0,1323530412.0,3083771298.0,1781374942.0,0.0,12.14,28.29,16.34,284.0,61382432205.0,7933450389.0,8953404540.0,7517278774.0,904.0,10556.0,5035.0,4.7,14.57,5.68,17.96
326,326,147760,KOSDAQ,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드,2016-12-12,12월,조병호,http://www.microfriend.co.kr,서울특별시,2022-08-16,10818285.0,8462925254.0,-2634079638.0,-4592960030.0,-1958174661.0,0.0,-31.12,-54.27,-23.14,8890823601.0,-468471253.0,-3351465871.0,-250914793.0,0.0,-5.27,-37.7,-2.82,-724.0,18160107508.0,3822342364.0,5873420373.0,2924243331.0,0.0,21.05,32.34,16.1,14555801216.0,2857759340.0,3038905874.0,2269235344.0,0.0,19.63,20.88,15.59,1080.0,60501218907.0,10241953345.0,10126646571.0,7858305762.0,726.0,10145.0,5148.0,-5.65,11.21,-7.14,14.11
327,327,377480,KOSDAQ,마인즈랩,소프트웨어 개발 및 공급업,종합 인공지능 엔진 및 플랫폼,2021-11-23,12월,유태준,maum.ai,대전광역시,2022-08-18,6078336.0,1679642886.0,-1830401219.0,-2018827837.0,-1631454898.0,-1663211476.0,-108.98,-120.19,-97.13,1986349525.0,-1347351128.0,-1644186146.0,-798195274.0,-792174166.0,-67.83,-82.77,-40.18,-1072.0,940031927.0,-2822962090.0,-4235701352.0,771845008.0,744005293.0,-300.3,-450.59,82.11,1318422908.0,-2031721264.0,-2146441971.0,-1943020145.0,-1908756414.0,-154.1,-162.8,-147.37,504.0,8244246526.0,-6750059356.0,-6231624095.0,1519140569.0,249.0,9372.0,4904.0,-8.78,4.29,-11.44,5.1
