,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_6,Quarter_Operating_Profit2022_6,Quarter_Cashflow2022_6,Quarter_Earn2022_6,Quarter_Continue_Earn2022_6,Quarter_Percent_Operating_Profit2022_6,Quarter_Percent_Cashflow2022_6,Quarter_Percent_Earn2022_6,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Full_EPS,Last_Revenue2021_6,Last_Operating_Profit2021_6,Last_Cashflow2021_6,Last_Earn2021_6,Last_Continue_Earn2021_6,Last_Percent_Operating_Profit2021_6,Last_Percent_Cashflow2021_6,Last_Percent_Earn2021_6,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
865,865,32820,KOSDAQ,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업",2000-06-22,12월,노갑선,http://www.wooritg.com,서울특별시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,866,41190,KOSDAQ,우리기술투자,기타 금융업,창업자에 대한 투자 및 융자,2000-06-09,12월,이정훈,http://www.wooricapital.co.kr,서울특별시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,867,115440,KOSDAQ,우리넷,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",2010-01-27,12월,"장현국,최종신(각자대표)",http://www.woori-net.com,경기도,2022-08-16,9791670.0,11392193283.0,-3094576555.0,-6813427170.0,-3721674161.0,0.0,-27.16,-59.81,-32.67,7224473407.0,-3621764196.0,-4520977999.0,-3724305250.0,0.0,-50.13,-62.58,-51.55,-1520.0,13327073845.0,30851521.0,-135314935.0,-372340898.0,0.0,0.23,-1.02,-2.79,14204883169.0,-664743472.0,1948307542.0,-747965307.0,0.0,-4.68,13.72,-5.27,-152.0,60410288476.0,2367343254.0,-3271514052.0,1929923408.0,197.0,12452.0,6300.0,-7.79,1.97,-12.21,3.13
868,868,46970,KOSDAQ,우리로,기타 전문 도매업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드",2012-11-27,12월,박세철,http://www.wooriro.com,광주광역시,2022-08-12,32059860.0,25525487093.0,625426456.0,2202286289.0,-442401213.0,-415955424.0,2.45,8.63,-1.73,26364198702.0,45067470.0,1845762643.0,210503210.0,219462444.0,0.17,7.0,0.8,-52.0,29199834816.0,1564458591.0,4577739107.0,4267703045.0,4362392712.0,5.36,15.68,14.62,24787232716.0,2279879.0,3784150620.0,364328093.0,0.0,0.01,15.27,1.47,532.0,107379819886.0,3819534215.0,-2221405680.0,13724969050.0,428.0,2352.0,1176.0,-1.3,22.13,-2.21,36.39
869,869,82850,KOSDAQ,우리바이오,전구 및 조명장치 제조업,건강기능식품 개발 제조 및 스마트팜 연구개발,2005-07-29,12월,권경환,http://www.wooreebio.co.kr/,경기도,2022-08-16,47921737.0,395304949248.0,14895404263.0,30939384470.0,10563396414.0,0.0,3.77,7.83,2.67,349876126181.0,10978391797.0,14529223346.0,7365601857.0,0.0,3.14,4.15,2.11,880.0,393937850806.0,13105290679.0,16315882177.0,8489557608.0,0.0,3.33,4.14,2.16,365735432962.0,12189567287.0,26058721838.0,9810251550.0,0.0,3.33,7.13,2.68,708.0,1543311500722.0,42831912045.0,50208405852.0,33155712639.0,691.0,9266.0,4161.0,3.1,4.99,9.5,16.62
870,870,215360,KOSDAQ,우리산업,자동차 신품 부품 제조업,ACTUATOR 등,2015-05-06,12월,김정우,http://www.woory.com,경기도,2022-08-12,9131611.0,89733118291.0,-4218839432.0,-12035947098.0,-1139276091.0,0.0,-4.7,-13.41,-1.27,76855012125.0,-1928056122.0,-12137221128.0,-2463083932.0,0.0,-2.51,-15.79,-3.2,-496.0,68128206626.0,1492590669.0,7017484934.0,2774756897.0,0.0,2.19,10.3,4.07,78034906704.0,2715056720.0,4515909151.0,3225448821.0,0.0,3.48,5.79,4.13,1212.0,284249058158.0,-7332363524.0,16003844427.0,387620753.0,42.0,25301.0,13141.0,-0.85,0.16,-1.96,0.32
871,871,72470,KOSDAQ,우리산업홀딩스,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등),2003-10-28,12월,김명준,http://www.woory.com,경기도,2022-08-12,18886842.0,120800564282.0,-5561654090.0,-7228790004.0,-4139682336.0,0.0,-4.6,-5.98,-3.43,108751898179.0,196412507.0,-11949152284.0,-641642557.0,0.0,0.18,-10.99,-0.59,-876.0,93914946734.0,3212039520.0,6437833978.0,2736624118.0,0.0,3.42,6.85,2.91,103167254655.0,2849014457.0,-607495228.0,3930327539.0,0.0,2.76,-0.59,3.81,576.0,384335568467.0,-2451690316.0,17962686570.0,-325424403.0,-17.0,23032.0,11759.0,-1.91,-0.08,-3.8,-0.15
872,872,73560,KOSDAQ,우리손에프앤지,"도축, 육류 가공 및 저장 처리업","양돈업, 도축업",2016-07-27,12월,"조창현,편명식(각자대표)",http://www.woorisonfng.co.kr,전라남도,2022-08-12,69241842.0,72211240383.0,21861768706.0,14877223069.0,19186272424.0,0.0,30.27,20.6,26.57,58809388378.0,1860797223.0,4994060312.0,1504082728.0,0.0,3.16,8.49,2.56,1108.0,61999577782.0,21448070084.0,22688534300.0,16623023736.0,0.0,34.59,36.59,26.81,56279168777.0,7665541028.0,11232847463.0,5943059723.0,0.0,13.62,19.96,10.56,960.0,253842256647.0,37977146616.0,50728791196.0,27658822001.0,399.0,7137.0,3447.0,8.46,6.4,15.52,11.59
873,873,153490,KOSDAQ,우리이앤엘,반도체 제조업,LED 패키지,2013-02-05,12월,"차기현,박길수",http://www.wooreeenl.co.kr,경기도,2022-08-16,51466889.0,40829043232.0,5812073593.0,10300634190.0,8490185886.0,0.0,14.24,25.23,20.79,44544691388.0,3310377698.0,3163495344.0,3679937715.0,0.0,7.43,7.1,8.26,656.0,39494601161.0,5030581460.0,4193254710.0,3875257468.0,0.0,12.74,10.62,9.81,35672191906.0,1940214239.0,2211034085.0,3693855212.0,0.0,5.44,6.2,10.35,300.0,155736782930.0,13510019164.0,14678109431.0,17913833422.0,348.0,3087.0,1378.0,12.94,14.54,21.25,25.26
874,874,37400,KOSDAQ,우리조명,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등",1999-12-16,12월,"윤철주, 황도연 (각자대표이사)",http://www.wooree.co.kr,경기도,2022-08-16,26223933.0,401441292260.0,15175731378.0,30068722436.0,3555040355.0,16110027272.0,3.78,7.49,0.89,356381877462.0,11185637401.0,13945191919.0,2478872072.0,9813577142.0,3.14,3.91,0.7,540.0,399937816025.0,13683976162.0,16603950727.0,3417441142.0,11550144043.0,3.42,4.15,0.85,372194542454.0,12689290294.0,25251323459.0,3538226032.0,12227440407.0,3.41,6.78,0.95,520.0,1567879463099.0,44224962674.0,50187646023.0,21073204650.0,803.0,20681.0,9475.0,0.95,2.88,2.61,8.48
875,875,101170,KOSDAQ,우림피티에스,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조",2009-04-28,12월,"한현석,한우진(각자 대표이사)",http://www.woorimgear.co.kr,경상남도,2022-08-16,13498550.0,15283378761.0,2111117280.0,1436785415.0,2338158449.0,0.0,13.81,9.4,15.3,13574775680.0,342057268.0,-1255731099.0,641432078.0,0.0,2.52,-9.25,4.73,692.0,16300712111.0,-868383038.0,70093474.0,-1129657573.0,0.0,-5.33,0.43,-6.93,12476194162.0,-560246540.0,611732535.0,264330861.0,0.0,-4.49,4.9,2.12,-332.0,60544381004.0,2027793002.0,5384954160.0,3521620476.0,260.0,12223.0,6074.0,4.95,3.8,5.66,4.3
876,876,66590,KOSDAQ,우수AMS,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2003-02-12,12월,김선우,http://woosu.co.kr,경상남도,2022-08-16,36615134.0,83623217304.0,734120592.0,594609678.0,-393626940.0,0.0,0.88,0.71,-0.47,86528011109.0,642284266.0,11656716570.0,-383055131.0,0.0,0.74,13.47,-0.44,-40.0,79954556434.0,2027209775.0,1602106895.0,383388167.0,0.0,2.54,2.0,0.48,80097248032.0,290809776.0,8766114859.0,-124430565.0,0.0,0.36,10.94,-0.16,40.0,310386892174.0,-713173579.0,-784595885.0,-9170653097.0,-250.0,4426.0,2162.0,-0.27,-3.41,-0.9,-11.58
877,877,103840,KOSDAQ,우양,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등",2019-11-20,12월,이구열,http://foodkorea.com,충청남도,2022-08-12,14260654.0,40175105699.0,19581552.0,-2511064281.0,-1092647989.0,0.0,0.05,-6.25,-2.72,40023548050.0,39387329.0,37276852.0,-709556777.0,0.0,0.1,0.09,-1.77,-304.0,35294099791.0,782473213.0,2396628423.0,810513896.0,0.0,2.22,6.79,2.3,29503467631.0,43433960.0,1162129085.0,-400228923.0,0.0,0.15,3.94,-1.36,224.0,139168265812.0,2056287770.0,-929123211.0,1280447028.0,89.0,5688.0,2923.0,-1.54,0.95,-5.34,3.07
878,878,46940,KOSDAQ,우원개발,기반조성 및 시설물 축조관련 전문공사업,토공사,2002-06-18,12월,김기영,http://www.woowonerd.com,서울특별시,2022-08-16,18075242.0,49194769467.0,100705948.0,-3560193483.0,5053915.0,0.0,0.2,-7.24,0.01,43024806973.0,-89409752.0,-5180510610.0,299986763.0,0.0,-0.21,-12.04,0.7,0.0,47907433735.0,1421569387.0,-13480413898.0,3033066098.0,0.0,2.97,-28.14,6.33,35643260369.0,421949095.0,-8104253266.0,174010139.0,0.0,1.18,-22.74,0.49,668.0,174303666003.0,394322033.0,-11313451559.0,1180548994.0,65.0,11121.0,5527.0,0.0,0.74,0.0,1.18
879,879,215380,KOSDAQ,우정바이오,자연과학 및 공학 연구개발업,"동물실험,CRO서비스,사육장비,세척장비등",2015-05-18,12월,천병년,http://www.woojungbio.kr,경기도,2022-08-16,12958006.0,13093730200.0,-1194590033.0,1377654955.0,-3418446023.0,0.0,-9.12,10.52,-26.11,13233865251.0,-409366642.0,953927832.0,-913858621.0,0.0,-3.09,7.21,-6.91,-1052.0,5323400111.0,-1696228473.0,2590493225.0,-1481628685.0,0.0,-31.86,48.66,-27.83,9062435795.0,362480973.0,-1957534232.0,357456351.0,0.0,4.0,-21.6,3.94,-456.0,31237784039.0,-3526487787.0,1727823576.0,-1925760435.0,-148.0,4501.0,2427.0,-6.65,-1.92,-23.37,-6.12
880,880,65680,KOSDAQ,우주일렉트로,전자부품 제조업,정보통신용 초정밀커넥터,2004-01-02,12월,노영백,http://www.uju.com,경기도,2022-08-12,9933062.0,50055242490.0,6066232841.0,14187401457.0,5005788279.0,0.0,12.12,28.34,10.0,53761077838.0,7077969041.0,11454677495.0,5661331325.0,0.0,13.17,21.31,10.53,2012.0,48636253910.0,5722117175.0,5775261145.0,6095021259.0,0.0,11.77,11.87,12.53,51240430238.0,5610500576.0,5538120733.0,4068613579.0,0.0,10.95,10.81,7.94,2452.0,205678843818.0,24357814887.0,34808471611.0,16699077730.0,1681.0,44713.0,21695.0,3.44,6.02,4.5,7.75
881,881,18620,KOSDAQ,우진비앤지,의약품 제조업,"슈퍼티아, 안티펜SM",2008-05-20,12월,강석진,http://www.woogenebng.com,경기도,2022-08-12,28888510.0,12168622561.0,636498390.0,1931762384.0,-99465673.0,0.0,5.23,15.87,-0.82,12188626342.0,1185248919.0,-538499005.0,364209152.0,732555358.0,9.72,-4.42,2.99,-12.0,7739264400.0,-205199763.0,3033341421.0,518782389.0,0.0,-2.65,39.19,6.7,10001214735.0,48561010.0,1292960832.0,-1066454595.0,-777754077.0,0.49,12.93,-10.66,68.0,39347387678.0,266657254.0,4092619700.0,-2258325252.0,-78.0,3254.0,1542.0,-0.22,-2.95,-0.37,-5.07
882,882,307280,KOSDAQ,원바이오젠,의료용품 및 기타 의약 관련제품 제조업,"창상피복제, 습윤드레싱제",2018-12-05,12월,김원일,http://wonbiogen.co.kr,경상북도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,883,53080,KOSDAQ,원방테크,일반 목적용 기계 제조업,클린룸 설비,2020-09-24,12월,"구자겸, 김병진",http://wonbangtech.com,충청북도,2022-08-16,12999714.0,85634093725.0,3347005342.0,-7068176824.0,2823898825.0,0.0,3.91,-8.25,3.3,103909129024.0,7549151819.0,-8883214879.0,7563652487.0,0.0,7.27,-8.55,7.28,868.0,49316282092.0,119397738.0,-6965468084.0,-744429591.0,0.0,0.24,-14.12,-1.51,49525846844.0,2646720396.0,2447110760.0,1571423576.0,0.0,5.34,4.94,3.17,-228.0,311097344645.0,13714126358.0,-17759907017.0,8708503833.0,669.0,23323.0,11212.0,2.08,3.1,3.72,5.97
884,884,32940,KOSDAQ,원익,기계장비 및 관련 물품 도매업,"Quartz, HIC, 의료기기",1997-07-18,12월,장홍식,http://www.wonik.co.kr,경기도,2022-08-16,18195843.0,30139621697.0,1811770976.0,-2939361875.0,7190048155.0,0.0,6.01,-9.75,23.86,24730306715.0,2995871908.0,-1061550396.0,5057588386.0,0.0,12.11,-4.29,20.45,1580.0,26880725921.0,3257330791.0,6485067676.0,12449938009.0,0.0,12.12,24.13,46.32,25047264897.0,3406007707.0,3116057890.0,8664086480.0,0.0,13.6,12.44,34.59,2736.0,94674873475.0,6642380416.0,8210964292.0,28487812673.0,1565.0,24645.0,11881.0,4.38,9.01,6.41,13.18
885,885,240810,KOSDAQ,원익IPS,특수 목적용 기계 제조업,반도체 제조용 기계,2016-05-02,12월,Hyeondeok Lee,http://.www.ips.co.kr,경기도,2022-08-16,49077225.0,199834016320.0,18521242404.0,27263182516.0,24413642965.0,0.0,9.27,13.64,12.22,208658049883.0,22036736303.0,-46790949751.0,21564466832.0,0.0,10.56,-22.42,10.33,1988.0,432524959082.0,100749681962.0,160542833002.0,75994761917.0,0.0,23.29,37.12,17.57,254518723955.0,24255620344.0,-13257404800.0,25648830218.0,0.0,9.53,-5.21,10.08,6192.0,1232302198954.0,164128988758.0,137290457928.0,145116947236.0,2956.0,33419.0,16322.0,3.96,12.43,5.95,18.12
886,886,74600,KOSDAQ,원익QnC,유리 및 유리제품 제조업,반도체용 석영유리,2003-12-12,12월,임창빈,http://www.wonikqnc.com,경상북도,2022-08-16,26286840.0,192188009774.0,35915393414.0,36513131558.0,23979567437.0,0.0,18.69,19.0,12.48,181730380532.0,34045951599.0,19350684892.0,18396396070.0,0.0,18.73,10.65,10.12,3648.0,160258564569.0,24421385511.0,27101530487.0,15209575871.0,0.0,15.24,16.91,9.49,142590042260.0,19957418545.0,10732483969.0,15968254864.0,0.0,14.0,7.53,11.2,2312.0,624119007652.0,86750053571.0,104928576538.0,58752841691.0,2235.0,31592.0,14448.0,5.49,7.13,11.55,15.47
887,887,104830,KOSDAQ,원익머트리얼즈,기초 화학물질 제조업,"저메인가스,디실란,아산화질소,암모니아 등",2011-12-28,12월,한우성,http://wimco.co.kr,충청북도,2022-08-16,12606697.0,132275950183.0,23003472326.0,-38168958489.0,20324276050.0,0.0,17.39,-28.86,15.37,102484861776.0,15946703247.0,-11821727178.0,14596639379.0,0.0,15.56,-11.54,14.24,6448.0,72445702620.0,12201465301.0,26227891202.0,22260108379.0,0.0,16.84,36.2,30.73,69555031522.0,10501718814.0,8668767424.0,11268223099.0,0.0,15.1,12.46,16.2,7060.0,310729301325.0,50511405163.0,59024055942.0,56182927866.0,4456.0,65484.0,31116.0,8.05,12.14,9.85,14.32
888,888,14190,KOSDAQ,원익큐브,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기",1996-04-26,12월,문경수,http://www.wonikcube.com,경기도,2022-08-16,35397893.0,69097473229.0,3360277671.0,-8694911896.0,2621298578.0,0.0,4.86,-12.58,3.79,56918446123.0,2420394675.0,-2439517728.0,1982020683.0,0.0,4.25,-4.29,3.48,296.0,70383137025.0,5481953045.0,-12873353101.0,3235995847.0,0.0,7.79,-18.29,4.6,56710052620.0,3729028915.0,-7364727742.0,3068677604.0,0.0,6.58,-12.99,5.41,364.0,258381565780.0,13966037867.0,4324295606.0,10523223353.0,297.0,5538.0,2676.0,3.52,7.15,5.34,11.11
889,889,131390,KOSDAQ,원익피앤이,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기",2011-09-27,12월,박동찬,http://www.pnesolution.com,경기도,2022-08-16,14821174.0,58725770926.0,-4108287284.0,-6487162579.0,-64196333.0,0.0,-7.0,-11.05,-0.11,26599828735.0,-4640700858.0,-15496867240.0,-2748584235.0,0.0,-17.45,-58.26,-10.33,-16.0,36810823089.0,5369177158.0,3894483182.0,6561387515.0,0.0,14.59,10.58,17.82,60305094675.0,3586453177.0,-4977080124.0,3654177556.0,0.0,5.95,-8.25,6.06,1768.0,176418328593.0,14957054561.0,-13554729877.0,19625765207.0,1324.0,20476.0,10606.0,-0.03,4.98,-0.08,12.48
890,890,30530,KOSDAQ,원익홀딩스,특수 목적용 기계 제조업,가스캐비닛,1996-09-24,12월,박영규,http://www.wonikholdings.kr,경기도,2022-08-16,77234686.0,259934691894.0,22460451629.0,-49031789221.0,35501096953.0,0.0,8.64,-18.86,13.66,177735522572.0,9113405345.0,-42449974798.0,18719538793.0,0.0,5.13,-23.88,10.53,1836.0,212277194723.0,26371634029.0,49767589659.0,59966423145.0,0.0,12.42,23.44,28.25,232689291866.0,27097205817.0,-8690290513.0,35488187681.0,0.0,11.65,-3.73,15.25,3104.0,844363923723.0,91683503842.0,81011416965.0,142889402929.0,1850.0,35192.0,17145.0,3.49,7.35,5.22,10.79
891,891,12620,KOSDAQ,원일특강,1차 철강 제조업,특수강,1994-06-28,12월,"신용문,최극태(각자 대표이사)",http://www.wonilsteel.co.kr,경기도,2022-08-16,4400292.0,98921522563.0,5326393871.0,-6600126784.0,3356917852.0,0.0,5.38,-6.67,3.39,90303892630.0,4350643633.0,-6649672350.0,3148776124.0,0.0,4.82,-7.36,3.49,3048.0,89718821973.0,5742368990.0,-910440092.0,4246074262.0,0.0,6.4,-1.01,4.73,77478084946.0,5467305000.0,2201976457.0,3344946769.0,0.0,7.06,2.84,4.32,3856.0,327893606447.0,16927230518.0,5764397699.0,18771319869.0,4265.0,64484.0,31358.0,2.46,7.51,4.73,13.6
892,892,382840,KOSDAQ,원준,특수 목적용 기계 제조업,2차전지용 열처리 장비,2021-10-07,12월,이성제,http://www.onejoon.co.kr/,경기도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,893,376980,KOSDAQ,원티드랩,소프트웨어 개발 및 공급업,채용 플랫폼,2021-08-11,12월,이복기,http://www.wanted.co.kr,서울특별시,2022-08-12,9403792.0,13833414649.0,3991361819.0,6860045400.0,4031091693.0,0.0,28.85,49.59,29.14,10988154558.0,1239943720.0,2122370456.0,1235104035.0,0.0,11.28,19.32,11.24,1712.0,7768079682.0,1965705507.0,3869956610.0,1917303635.0,0.0,25.3,49.82,24.68,5702561553.0,408960610.0,917340146.0,-2543924936.0,0.0,7.17,16.09,-44.61,812.0,31699211601.0,6069976846.0,9922749623.0,3093471673.0,328.0,7774.0,3519.0,15.95,6.77,22.02,9.35
894,894,8370,KOSDAQ,원풍,플라스틱제품 제조업,플라스틱 필름,1992-12-18,12월,윤 기 로,http://www.wonpoong.co.kr,서울특별시,2022-08-12,11999900.0,25745944659.0,2582267139.0,5449095642.0,2984822862.0,2974860679.0,10.03,21.16,11.59,23845236343.0,2466037834.0,1105008452.0,2417556999.0,2411778060.0,10.34,4.63,10.14,992.0,21658031680.0,785721000.0,4405318781.0,935912844.0,935783066.0,3.63,20.34,4.32,21299569653.0,1121751190.0,1547547837.0,1418246591.0,1404037015.0,5.27,7.27,6.66,308.0,88917969888.0,3932778355.0,4630074794.0,5188007173.0,432.0,13612.0,6784.0,6.08,5.53,7.29,6.37
895,895,8290,KOSDAQ,원풍물산,봉제의복 제조업,남성용신사복,1997-07-18,12월,"이원기,이두식",http://www.wonpung.com,인천광역시,2022-08-16,40685516.0,8406133527.0,122022305.0,-132596955.0,-186307336.0,0.0,1.45,-1.58,-2.22,7613736821.0,24902194.0,-992678309.0,-70473663.0,0.0,0.33,-13.04,-0.93,-16.0,7973685870.0,-739667749.0,-1730933342.0,-1556439129.0,0.0,-9.28,-21.71,-19.52,6717803679.0,-475452506.0,-1912593023.0,-442941583.0,0.0,-7.08,-28.47,-6.59,-152.0,30870988865.0,-1292420141.0,-3730745011.0,-9328854968.0,-229.0,1099.0,542.0,-0.81,-23.51,-1.46,-42.25
896,896,95270,KOSDAQ,웨이브일렉트로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기,2007-09-12,12월,박천석(단독대표),http://www.wavetc.com,경기도,2022-08-16,14974087.0,8068276211.0,-2663187811.0,-3892548151.0,-1802729575.0,-2323705048.0,-33.01,-48.25,-22.34,3065517321.0,-3467655680.0,4533456182.0,-3679207339.0,-4060797709.0,-113.12,147.89,-120.02,-480.0,9746283182.0,-1827894887.0,-4093866984.0,-1045722217.0,-1198731592.0,-18.75,-42.0,-10.73,6788284335.0,-2414243320.0,-1360251585.0,-2293792736.0,-1834491804.0,-35.56,-20.04,-33.79,-276.0,47468344901.0,1005900498.0,-15515950456.0,60477854320.0,4038.0,9649.0,5164.0,-3.88,61.59,-4.97,78.2
897,897,65950,KOSDAQ,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,http://www.welcron.com,서울특별시,2022-08-16,28210674.0,129634797522.0,6403931656.0,21553879250.0,3696272471.0,2971795975.0,4.94,16.63,2.85,78870870107.0,-217038195.0,-36162121.0,205203166.0,-1600906943.0,-0.28,-0.05,0.26,524.0,113279156906.0,4607456454.0,-5396493411.0,3352565919.0,2729683698.0,4.07,-4.76,2.96,82608683513.0,3875312952.0,-14906437151.0,2973131121.0,3752854301.0,4.69,-18.04,3.6,472.0,388605882339.0,13219047116.0,-9434875453.0,8040686071.0,285.0,8740.0,4468.0,2.67,3.15,6.0,6.38
898,898,76080,KOSDAQ,웰크론한텍,건물 건설업,"에너지절감설비,자동화배합설비,환경설비",2008-07-18,12월,"이영규, 이기창, 이영식",http://www.welcronhantec.co.kr,경기도,2022-08-16,20816534.0,81809138409.0,-1106012522.0,11387205617.0,-1027321602.0,-1027366600.0,-1.35,13.92,-1.26,55956078554.0,-1636912220.0,5801455226.0,-2543796550.0,-2545084452.0,-2.93,10.37,-4.55,-196.0,80290128199.0,-619110401.0,-13077483944.0,-1447886177.0,-1096602017.0,-0.77,-16.29,-1.8,57474920979.0,601822044.0,-12291465864.0,781436964.0,952295072.0,1.05,-21.39,1.36,-276.0,269161115700.0,-249884219.0,-22626162062.0,-20003068.0,0.0,6098.0,3215.0,-1.35,-0.02,-3.21,-0.03
899,899,196700,KOSDAQ,웹스,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재",2015-08-24,12월,이재춘,http://www.waps.co.kr,부산광역시,2022-08-16,14363939.0,9318100138.0,460246158.0,-782235109.0,-723788977.0,0.0,4.94,-8.39,-7.77,8832694587.0,121737891.0,96010928.0,-40050837.0,0.0,1.38,1.09,-0.45,-200.0,9103621061.0,627827735.0,261161905.0,614739138.0,0.0,6.9,2.87,6.75,8189123219.0,55085601.0,-1337983985.0,-90459461.0,0.0,0.67,-16.34,-1.1,168.0,35049221440.0,880372304.0,564090022.0,522237691.0,36.0,5901.0,2893.0,-2.03,0.75,-3.39,1.26
900,900,69080,KOSDAQ,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',2003-05-23,12월,김태영,http://company.webzen.com,경기도,2022-08-16,35316888.0,69594244806.0,25629072665.0,25953847417.0,20611244042.0,0.0,36.83,37.29,29.62,69848777419.0,22289042577.0,7197947454.0,18733536548.0,0.0,31.91,10.31,26.82,2332.0,71610242092.0,23159677240.0,45520045888.0,18397945765.0,0.0,32.34,63.57,25.69,78022867245.0,37344376355.0,18042589876.0,31340329651.0,0.0,47.86,23.12,40.17,2080.0,284782541747.0,102997236878.0,88151830415.0,86857996218.0,2459.0,30101.0,14324.0,6.51,14.12,7.75,17.17
901,901,53580,KOSDAQ,웹케시,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스",2019-01-25,12월,강원주,http://www.webcash.co.kr,서울특별시,2022-08-16,13784623.0,23016926684.0,5541547223.0,-5008281055.0,2927996521.0,0.0,24.08,-21.76,12.72,19060647745.0,4248573814.0,-4743596125.0,2546760486.0,0.0,22.29,-24.89,13.36,848.0,18995396580.0,4295713353.0,11389900592.0,4058752490.0,0.0,22.61,59.96,21.37,20477131225.0,3834909441.0,2882925746.0,3544980424.0,0.0,18.73,14.08,17.31,1176.0,81898870314.0,18675448229.0,24108446628.0,14865034902.0,1078.0,14024.0,7198.0,4.67,10.92,6.05,14.98
902,902,71460,KOSDAQ,위니아딤채,가정용 기기 제조업,"김치냉장고, 에어컨, 냉장고, 에어가전, 세탁가전 등",2016-07-14,12월,최찬수,http://www.winiadimchae.com,광주광역시,2022-08-12,35965862.0,182130230086.0,-18867519130.0,-116063401916.0,-21484434438.0,0.0,-10.36,-63.73,-11.8,181139946827.0,-24880182666.0,-79957687346.0,-26087266180.0,0.0,-13.74,-44.14,-14.4,-2388.0,240873685412.0,6456812551.0,-101006993262.0,-1797895952.0,0.0,2.68,-41.93,-0.75,217532345716.0,-1157602485.0,-42256979545.0,-4898508435.0,0.0,-0.53,-19.43,-2.25,-196.0,1052893184242.0,42800957758.0,-43263415083.0,6592385671.0,183.0,6083.0,2805.0,-5.95,0.96,-39.25,6.53
903,903,44340,KOSDAQ,위닉스,가정용 기기 제조업,일반목적용 기계제조업,2000-10-24,12월,"윤희종, 윤철민",http://www.e-winix.co.kr,경기도,2022-08-16,17873394.0,88982085037.0,2208572311.0,-19047246729.0,2603659666.0,2603627444.0,2.48,-21.41,2.93,85514136583.0,2084777870.0,-18459221062.0,2237192206.0,2237222839.0,2.44,-21.59,2.62,580.0,116765859782.0,1510734343.0,-13192260742.0,818878057.0,818866976.0,1.29,-11.3,0.7,100350522829.0,8906667143.0,-22227045334.0,9280286015.0,9280304289.0,8.88,-22.15,9.25,180.0,400233479027.0,25564756337.0,-8804248844.0,19982077885.0,1117.0,22940.0,11122.0,1.25,4.93,2.53,10.05
904,904,330350,KOSDAQ,위더스제약,의약품 제조업,의약품 제조 및 도소매(순환기용제 등),2020-07-03,12월,성대영,http://withuspharm.com,서울특별시,2022-08-16,13192225.0,15369419167.0,1199163201.0,4813046383.0,721646516.0,0.0,7.8,31.32,4.7,17604484659.0,2804147514.0,1718661378.0,2206428569.0,0.0,15.93,9.76,12.53,216.0,14472283953.0,681188624.0,2695333602.0,528529494.0,0.0,4.71,18.62,3.65,13459032881.0,1636236713.0,468592050.0,1381302408.0,0.0,12.16,3.48,10.26,160.0,57418806107.0,4885972992.0,8020940014.0,4263801486.0,323.0,12564.0,6132.0,1.16,3.58,1.72,5.27
