,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2021_12,Quarter_Operating_Profit2021_12,Quarter_Cashflow2021_12,Quarter_Earn2021_12,Quarter_Continue_Earn2021_12,Quarter_Percent_Operating_Profit2021_12,Quarter_Percent_Cashflow2021_12,Quarter_Percent_Earn2021_12,Quarter_Revenue2021_9,Quarter_Operating_Profit2021_9,Quarter_Cashflow2021_9,Quarter_Earn2021_9,Quarter_Continue_Earn2021_9,Quarter_Percent_Operating_Profit2021_9,Quarter_Percent_Cashflow2021_9,Quarter_Percent_Earn2021_9,Quarter_Full_EPS,Last_Revenue2020_12,Last_Operating_Profit2020_12,Last_Cashflow2020_12,Last_Earn2020_12,Last_Continue_Earn2020_12,Last_Percent_Operating_Profit2020_12,Last_Percent_Cashflow2020_12,Last_Percent_Earn2020_12,Last_Revenue2020_9,Last_Operating_Profit2020_9,Last_Cashflow2020_9,Last_Earn2020_9,Last_Continue_Earn2020_9,Last_Percent_Operating_Profit2020_9,Last_Percent_Cashflow2020_9,Last_Percent_Earn2020_9,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
115,115,32860,KOSDAQ,휴먼엔,"해체, 선별 및 원료 재생업",철스크랩,1997-07-04,12월,"김하수,구희도",http://www.glosferlabs.com,경기도,2022-03-21,26678020992.0,665146032.0,-116006676.0,-7613297923.0,-7696152600.0,2.49,-0.43,-28.54,16839422603.0,1148165650.0,-8693969341.0,978327872.0,1005397109.0,6.82,-51.63,5.81,-1696.0,684476729.0,-775614063.0,-1831177423.0,-32630884666.0,-12173276256.0,-113.31,-267.53,-4767.27,791500691.0,-629505022.0,2155297275.0,-1302732260.0,-1279887440.0,-79.53,272.31,-164.59,-7276.0,6366818031.0,-2680573764.0,324119852.0,-35382093489.0,-1972.0,1807.0,185.0,-67.65,-86.45,-93.82,-1065.15,115.8,86.35,3797.578962395959,
335,335,151860,KOSDAQ,KG ETS,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각",2013-07-24,12월,엄기민,http://www.kgets.co.kr,경기도,2022-03-17,997586476736.0,55303139273.0,-36750488424.0,-7672661022.0,0.0,5.54,-3.68,-0.77,964163400098.0,112745324984.0,-6974088408.0,-15639968011.0,0.0,11.69,-0.72,-1.62,-852.0,40180763155.0,3846601354.0,14476782590.0,1581378834.0,0.0,9.57,36.03,3.94,42810838231.0,4415287137.0,14273467775.0,-11011953638.0,0.0,10.31,33.34,-25.72,172.0,153866929956.0,19057664833.0,28750250365.0,26670326348.0,740.0,34329.0,29169.0,-1.0,1.04,-2.48,2.54,-4.03,1.379999999999999,2382.746464739216,
88,88,352770,KOSDAQ,클리노믹스,의료용품 및 기타 의약 관련제품 제조업,"Geno Series, CD-PRIME, Cancer Prime",2020-12-04,12월,"정종태, 박종화(각자 대표이사)",http://www.clinomics.com,울산광역시,2022-03-18,28323252103.0,15007674139.0,6099640585.0,12974773467.0,0.0,52.99,21.54,45.81,17164100696.0,8488073032.0,-3981738467.0,4631218248.0,0.0,49.45,-23.2,26.98,3852.0,2003451314.0,-3350692271.0,-2112919623.0,-3287305840.0,0.0,-167.25,-105.46,-164.08,842840507.0,-3142289692.0,-5820930740.0,-3135076670.0,0.0,-372.82,-690.63,-371.97,-976.0,9820006963.0,-12258809761.0,-7933850363.0,-13146601162.0,-975.0,4350.0,2963.0,50.59,-30.04,88.54,-32.93,220.24,422.27,1313.7230041518244,
197,197,205470,KOSDAQ,휴마시스,의료용품 및 기타 의약 관련제품 제조업,체외진단키트,2014-12-01,12월,차정학,http://www.humasis.com,경기도,2022-03-21,173906391397.0,99599136386.0,120459390470.0,75312498234.0,0.0,57.27,69.27,43.31,101405737623.0,69826189995.0,84563975144.0,56330592383.0,0.0,68.86,83.39,55.55,8800.0,22422512802.0,13343560077.0,8778580491.0,12617441553.0,0.0,59.51,39.15,56.27,3877768971.0,870300506.0,5519384474.0,668176225.0,0.0,22.44,142.33,17.23,1472.0,45717211972.0,25358338804.0,14297964965.0,20937242284.0,611.0,5903.0,1422.0,88.38,30.7,149.07,43.01,-2.239999999999995,46.42,675.5883247014502,
8,8,35290,KOSDAQ,골드앤에스,"서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD",1999-12-07,12월,신승호,http://www.wfminc.co.kr,서울특별시,2022-03-23,4698347507.0,751501488.0,737276345.0,214362838.0,790661535.0,16.0,15.69,4.56,3870104491.0,243586830.0,1298282570.0,224306377.0,266555662.0,6.29,33.55,5.8,20.0,701695995.0,-1040658532.0,66825742.0,5173764262.0,4991300219.0,-148.31,9.52,737.32,877515881.0,-185402645.0,-565138312.0,-414406811.0,-486899349.0,-21.13,-64.4,-47.22,568.0,4138760424.0,-2343111573.0,-498312570.0,1635729853.0,45.0,418.0,397.0,2.77,7.93,4.77,11.36,164.31,27.42,569.5702327615536,
13,13,290670,KOSDAQ,대보마그네틱,기타 전기장비 제조업,"전자석탈철기, 자력선별기",2018-11-06,12월,"이준각, 이상익 각자대표",http://www.daebo.com,경기도,2022-03-21,17792419828.0,2189309003.0,4952345719.0,2095432544.0,0.0,12.3,27.83,11.78,10956577980.0,1455241705.0,-3237129505.0,1190573600.0,0.0,13.28,-29.55,10.87,1068.0,2950015783.0,-1019562645.0,1558631016.0,-1109355287.0,0.0,-34.56,52.83,-37.61,3025677783.0,-626567693.0,1604527086.0,-822724215.0,0.0,-20.71,53.03,-27.19,-564.0,15797067814.0,-1249572288.0,3163158102.0,-1163261956.0,-148.0,7494.0,5575.0,12.07,-1.8,14.25,-2.67,46.86,33.99,503.1296486795779,5.678820747779561
15,15,194480,KOSDAQ,데브시스터즈,소프트웨어 개발 및 공급업,모바일 게임,2014-10-06,12월,"이지훈, 김종흔",http://www.devsisters.com,서울특별시,2022-03-21,101095000381.0,5762363874.0,19226972087.0,17660165349.0,0.0,5.7,19.02,17.47,67102457313.0,7605394547.0,51558376644.0,6193752665.0,0.0,11.33,76.84,9.23,5980.0,17354231545.0,-5164821767.0,-1928249321.0,-6941869649.0,0.0,-29.76,-11.11,-40.0,17721480915.0,-279873762.0,-2028459724.0,313701436.0,0.0,-1.58,-11.45,1.77,-2352.0,70510663671.0,-6123221602.0,-3956709045.0,-5892972038.0,-499.0,14059.0,8446.0,25.79,-4.46,42.53,-5.91,35.46,12.91,482.53804047075135,
50,50,310200,KOSDAQ,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업,2018-12-21,12월,전승택,http://www.aniplustv.com,서울특별시,2022-03-22,25350979419.0,5469859773.0,5629546992.0,14690229325.0,0.0,21.58,22.21,57.95,8750137428.0,2903932186.0,10569382990.0,1957270841.0,0.0,33.19,120.79,22.37,1996.0,4660225614.0,191976456.0,3811136238.0,-22985186.0,0.0,4.12,81.78,-0.49,4166427839.0,-111364784.0,305874245.0,-196664823.0,0.0,-2.67,7.34,-4.72,0.0,15885920927.0,-1032501836.0,4117010483.0,-3498195703.0,-118.0,1572.0,569.0,57.9,-12.01,126.97,-20.9,17.459999999999997,35.86,443.9860967855708,
81,81,36930,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업,LP CVD,1999-12-24,12월,황철주,http://www.jseng.com,경기도,2022-03-21,141317826662.0,50726360946.0,46163041647.0,92210829214.0,0.0,35.9,32.67,65.25,88369688853.0,23778764749.0,64540937562.0,26346088251.0,0.0,26.91,73.04,29.81,7640.0,30809148296.0,-8419489429.0,4982001306.0,9680520820.0,0.0,-27.33,16.17,31.42,16949459923.0,-14043790275.0,-3409515021.0,-12628330242.0,0.0,-82.86,-20.12,-74.51,800.0,118545864748.0,-25033172721.0,1572486285.0,-8217719874.0,-170.0,7657.0,4710.0,51.8,-1.5,99.77,-3.61,63.23,109.77,358.6878718758594,
106,106,31980,KOSDAQ,피에스케이홀딩스,특수 목적용 기계 제조업,"Descum, Reflow",1997-01-07,12월,박경수,http://www.pskholding.com,경기도,2022-03-22,33390634280.0,12917417168.0,9423281625.0,11498383444.0,0.0,38.69,28.22,34.44,20302829058.0,6668772822.0,19053788005.0,7041940248.0,0.0,32.85,93.85,34.68,2132.0,7914242027.0,-1706691365.0,1433589342.0,3008829975.0,0.0,-21.56,18.11,38.02,14885968945.0,1254495574.0,8399990260.0,5604770999.0,0.0,8.43,56.43,37.65,556.0,39774309564.0,-2464095518.0,9833579602.0,59201747768.0,2745.0,11666.0,9160.0,15.03,24.75,18.27,29.97,60.25,24.42,321.9056501694726,
