,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue,Quarter_Operating_Profit,Quarter_Earn,Quarter_Earn_Per_Stock,Last_Revenue,Last_Operating_Profit,Last_Earn,Last_Earn_Per_Stock
261,219550,KOSDAQ,디와이디,생활용품 도매업,화장품 유통,2015-07-22,12월,정창래,http://www.jaanhcosmetics.com/,경기도,2021-08-17,4355285902,-10124744130,-38827834336,-1278,2177642951,-5062372065,-10667511309,-351
262,310870,KOSDAQ,디와이씨,자동차 신품 부품 제조업,자동차 부품,2018-12-20,12월,"이종훈, 김용덕(공동대표이사)",http://dycauto.com,경상북도,,,,,,,,,
263,104460,KOSDAQ,디와이피엔에프,일반 목적용 기계 제조업,뉴메틱 컨베잉 시스템(분체이송시스템),2009-12-22,12월,"신승대, 남승현(각자대표)",http://www.dypnf.com,서울특별시,2021-08-13,18851999700,10397443828,5525442264,558,9425999850,5198721914,25995507333,2631
264,79810,KOSDAQ,디이엔티,특수 목적용 기계 제조업,FPD공정검사장비,2005-01-26,12월,배성민,http://www.i-det.com,경기도,2021-08-17,2489792498,-939004042,-1764466658,-136,1244896249,-469502021,-9817976141,-757
265,113810,KOSDAQ,디젠스,자동차 신품 부품 제조업,자동차용 소음기(머플러),2012-11-22,12월,이석우,http://www.dgenx.com,경기도,2021-08-13,10648574956,1883319790,2260937424,66,5324287478,941659895,-6079983169,-181
266,43360,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터",2001-07-20,12월,최동호,http://www.dgi-net.com,경기도,2021-08-17,3724496726,-1619959902,-1601669580,-176,1862248363,-809979951,683749273,75
267,197140,KOSDAQ,디지캡,소프트웨어 개발 및 공급업,"보호솔루션, 방송서비스솔루션 등",2018-09-07,12월,한승우,http://www.digicaps.com,서울특별시,2021-08-13,5705454548,-1830908270,-1398078790,-200,2852727274,-915454135,1325172723,190
268,106520,KOSDAQ,디지탈옵틱,사진장비 및 광학기기 제조업,휴대폰 및 차량용 카메라렌즈,2012-07-13,12월,김정은,http://www.digitaloptics.co.kr,경기도,2021-08-17,-1294046456,-22752633104,-25744531872,-3088,-647023228,-11376316552,-51534072049,-6181
269,68930,KOSDAQ,디지털대성,일반 교습 학원,대성N스쿨 (교육 프랜차이즈),2003-10-17,12월,김희선,http://www.digitaldaesung.com,서울특별시,2021-08-11,123953213814,23634707466,22032032172,630,17640606907,3267353733,10859584317,311
270,33130,KOSDAQ,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스,1997-08-06,12월,김영수,http://www.chosun.com,서울특별시,2021-08-13,32951994794,1433900810,2115346440,56,16475997397,716950405,1833291716,49
271,105740,KOSDAQ,디케이락,일반 목적용 기계 제조업,계장용 피팅 및 밸브,2010-11-12,12월,노은식,http://ddd.dklok.com,경상남도,2021-08-17,20217063558,6380649984,7440852192,898,10108531779,3190324992,-120627926,-14
272,263020,KOSDAQ,디케이앤디,플라스틱제품 제조업,합성피혁 및 부직포,2018-11-20,12월,최민석,http://www.dknd.co.kr,경기도,2021-08-17,13424135458,5014629256,5079924096,716,6712067729,2507314628,3572415706,503
273,290550,KOSDAQ,디케이티,전자부품 제조업,스마트폰용 FPCA,2018-12-21,12월,최남채,http://www.dtktech.co.kr/,인천광역시,2021-08-02,136316201700,10020822048,6121535984,370,4250100850,2384411024,10822106006,657
274,187220,KOSDAQ,디티앤씨,기타 과학기술 서비스업,전기전자규격 인증서비스,2014-12-17,12월,박채규,http://www.dtnc.co.kr,경기도,2021-08-13,20802868378,-6569952742,-7000700316,-542,10401434189,-3284976371,-5198117995,-403
275,317120,KOSDAQ,라닉스,반도체 제조업,"자동차 및 IoT 통신, 보안솔루션",2019-09-18,12월,최승욱,http://www.ranix.co.kr,서울특별시,,,,,,,,,
276,42510,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,2001-01-03,12월,이순형,http://www.raonsecure.com,서울특별시,2021-08-17,18470829736,-5012536360,-8856670796,-338,9235414868,-2506268180,-8760707102,-335
277,300120,KOSDAQ,라온피플,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도,2021-08-13,10791817028,-5526074922,-4243032146,-922,5395908514,-2763037461,-4028371613,-876
278,171120,KOSDAQ,라이온켐텍,기타 화학제품 제조업,"합성왁스, 인조대리석",2013-11-19,12월,"박희원, 박서영",http://www.lctkorea.com,대전광역시,2021-08-17,26644615398,11538841306,11311731682,628,13322307699,5769420653,7703575793,428
279,69540,KOSDAQ,라이트론,통신 및 방송 장비 제조업,기타무선통신장비제조업,2004-02-13,12월,박찬희,http://www.lightron.co.kr,대전광역시,,,,,,,,,
280,214260,KOSDAQ,라파스,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시,2021-08-13,7826019986,-1055476422,876523472,112,3913009993,-527738211,-4628442110,-599
281,171010,KOSDAQ,램테크놀러지,기초 화학물질 제조업,"반도체 식각액, 박리액, 세정액 등",2013-11-18,12월,길준봉,http://www.ramtech.co.kr,경기도,2021-08-17,9129770076,4222554632,3548542810,266,4564885038,2111277316,2493206711,188
282,84650,KOSDAQ,랩지노믹스,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,진승현,http://www.labgenomics.co.kr,경기도,2021-08-17,100090507158,80472511264,71222457788,6384,50045253579,40236255632,42763533861,3833
283,217500,KOSDAQ,러셀,특수 목적용 기계 제조업,반도체장비 리퍼비시,2015-06-16,12월,권순욱,http://www.erussell.co.kr/,충청북도,2021-08-27,10777744494,6311834874,5765721784,218,5388872247,3155917437,1671080605,63
284,141080,KOSDAQ,레고켐바이오,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시,2021-08-17,19754359542,-58428449692,-58084234896,-2404,9877179771,-29214224846,-6986261219,-289
285,60300,KOSDAQ,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,위찬우 대표이사,http://www.redrover.co.kr,경기도,2021-08-17,209797624,-3274629842,1841958602,68,104898812,-1637314921,1123099043,42
286,38390,KOSDAQ,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시,2021-07-29,245850082468,28581069610,17620721664,2146,63564041234,7727534805,11093918916,1351
287,228670,KOSDAQ,레이,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",2019-08-08,12월,이상철,http://www.raymedical.co.kr/,경기도,2021-08-05,61271110524,10542547144,6000531398,438,6981555262,332273572,7903630315,577
288,228850,KOSDAQ,레이언스,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",2016-04-11,12월,김태우,http://www.rayence.com,경기도,2021-08-10,98596644456,26200075244,14651852446,944,12639322228,6023037622,-4076790984,-263
289,281740,KOSDAQ,레이크머티리얼즈,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,http://www.lake-led.com,세종특별자치시,2021-08-13,24437295866,18763442920,15407526988,234,12218647933,9381721460,1981148564,30
290,215100,KOSDAQ,로보로보,기타 전기장비 제조업,교육용로봇,2015-04-22,12월,박병수,http://www.roborobo.co.kr,서울특별시,2021-08-13,3242765954,-1712984594,-1294387284,-64,1621382977,-856492297,-2485889774,-122
291,90360,KOSDAQ,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17,12월,이병서,http://robostar.co.kr,경기도,2021-08-17,12401788660,-2840642374,-941174366,-96,6200894330,-1420321187,-13225544596,-1357
292,67730,KOSDAQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이규현,http://www.logisys.co.kr,서울특별시,2021-08-17,2590535118,381455178,1840834078,256,1295267559,190727589,463945595,64
293,71280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도,2021-08-13,27889774466,13238095722,8879084566,596,13944887233,6619047861,8379650590,562
294,38060,KOSDAQ,루멘스,반도체 제조업,LED개발 및 제조,2006-08-08,12월,이경재,http://www.lumens.co.kr,경기도,,,,,,,,,
295,85370,KOSDAQ,루트로닉,의료용 기기 제조업,의료용레이저기기,2006-07-04,12월,황해령,http://www.lutronic.com,경기도,2021-08-11,126800638666,30538903254,34192381326,1032,18660319333,3219451627,-15367158589,-463
296,60240,KOSDAQ,룽투코리아,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04,12월,양 성 휘,http://www.longtukorea.kr/,경기도,2021-08-17,31140373132,-11280183938,-17248784964,-604,15570186566,-5640091969,2862505420,100
297,58470,KOSDAQ,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,http://leeno.com/kr,부산광역시,2021-08-17,139102678162,124545474450,107638256898,7088,69551339081,62272737225,55378772170,3647
298,39980,KOSDAQ,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",2002-08-13,12월,"김웅, 박병근 (각자 대표이사)",http://www.leenos.co.kr,서울특별시,2021-08-17,17723896486,2124548632,2197404110,50,8861948243,1062274316,-5749778345,-132
299,19570,KOSDAQ,리더스 기술투자,신탁업 및 집합투자업,금융투자,1989-03-14,03월,김형준,http://www.geminivc.co.kr,서울특별시,,,,,,,,,
300,16100,KOSDAQ,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15,12월,"김진구, 김진상(공동 대표이사)",http://www.leaderscosmetics.com,서울특별시,2021-08-13,18087263862,-3423982528,-4903981920,-280,9043631931,-1711991264,-20041292729,-1151
301,12700,KOSDAQ,리드코프,기타 전문 도매업,화공약품운반,1996-01-19,12월,김철우,http://www.leadcorp.co.kr,서울특별시,2021-08-04,432580020104,66563449590,54428596580,4412,107355010052,16207724795,45873178772,3718
302,302550,KOSDAQ,리메드,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,-,http://remed.kr,대전광역시,2021-08-27,8642016484,145077742,3319059344,540,4321008242,72538871,-1833714345,-299
303,29480,KOSDAQ,릭스솔루션,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,12월,이상연,http://www.kdccorp.co.kr,서울특별시,2021-08-17,2220834594,-2136561062,-3272482876,-38,1110417297,-1068280531,-19325974127,-226
304,277070,KOSDAQ,린드먼아시아,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14,12월,김진하,http://www.laic.kr,서울특별시,2021-08-13,17020761720,10989949100,8521806636,642,8510380860,5494974550,5078208095,382
305,42500,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,이주석,http://www.ringnet.co.kr,서울특별시,2021-08-17,24347354806,10861572654,9548150556,742,12173677403,5430786327,7576530511,589
306,219420,KOSDAQ,링크제니시스,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,http://www.linkgenesis.co.kr,경기도,2021-08-12,5456734340,3304118168,2873188756,258,2728367170,1652059084,514412646,46
307,195500,KOSDAQ,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20,12월,최장호,http://www.manikerfng.com,경기도,2021-08-13,12137305562,1956137750,1359894256,88,6068652781,978068875,3300385535,217
308,222810,KOSDAQ,마이더스AI,소프트웨어 개발 및 공급업,보안솔루션 개발 외,2015-08-13,12월,서상철,http://www.midas-ai.co.kr,서울특별시,2021-08-24,6300072308,-5053545956,-17506142528,-126,3150036154,-2526772978,-12185418853,-88
309,305090,KOSDAQ,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도,,,,,,,,,
310,98120,KOSDAQ,마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도,2021-08-17,10391124326,5496515666,4779240870,570,5195562163,2748257833,1120573601,134
311,147760,KOSDAQ,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드,2016-12-12,12월,조병호,http://www.microfriend.co.kr,서울특별시,2021-08-12,20957555124,13360203408,10386957350,960,10478777562,6680101704,6438053260,596
312,38290,KOSDAQ,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22,12월,이수강,http://www.macrogen.com,서울특별시,2021-08-17,52765521040,18541486860,-8002936802,-858,26382760520,9270743430,3805496864,408
313,220630,KOSDAQ,맘스터치,음·식료품 및 담배 도매업,"햄버거, 치킨, 식음료유통",2015-08-28,12월,김동전,http://www.momstouchandco.com,서울특별시,2021-08-17,94739594376,31493956432,6875633792,66,47369797188,15746978216,23385740135,228
314,267980,KOSDAQ,매일유업,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05,12월,김선희,http://www.maeil.com,서울특별시,2021-08-17,454359503406,85859868548,73669008168,9692,227179751703,42929934274,57653481257,7585
315,5990,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업,유제품,1999-05-14,12월,"김정완, 권태훈(각자대표이사)",http://www.maeil.com,서울특별시,2021-08-17,587240217910,94491369674,126803250694,3164,293620108955,47245684837,41281659487,1030
316,127160,KOSDAQ,매직마이크로,전자부품 제조업,"LED 리드프레임, LED PKG",2015-11-19,12월,김 덕 근,http://www.magicmicro.co.kr,경기도,,,,,,,,,
317,93520,KOSDAQ,매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시,2021-08-13,29672712494,19085359638,30729073656,2544,14836356247,9542679819,8085709302,669
318,67280,KOSDAQ,멀티캠퍼스,기타 교육기관,성인/기업전문 교육서비스,2006-11-16,12월,박성태,http://www.multicampus.com,서울특별시,,,,,,,,,
319,72870,KOSDAQ,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,"손주은, 손은진(각자 대표이사)",http://www.megastudyholdings.com,서울특별시,,,,,,,,,
320,215200,KOSDAQ,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의",2015-05-04,12월,손성은,http://www.megastudy.net,서울특별시,2021-08-09,360117955184,84854009668,72374629188,5914,180058977592,42427004834,20994407313,1715
321,133750,KOSDAQ,메가엠디,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",2015-12-18,12월,임수아,http:// http://www.megamd.co.kr,서울특별시,2021-08-13,55831973752,14469712654,10770717100,486,27915986876,7234856327,4885133771,220
322,235980,KOSDAQ,메드팩토,자연과학 및 공학 연구개발업,항암제 신약개발,2019-12-19,12월,김성진,http://www.medpacto.com,서울특별시,2021-08-12,0,-27519939910,-5930600240,-288,0,-13759969955,-25352138751,-1249
323,41920,KOSDAQ,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",2014-10-07,12월,길문종,http://www.mediana.co.kr,강원도,2021-07-20,37734812602,8051376954,7812718976,906,4834406301,2173688477,11241412338,1305
324,14100,KOSDAQ,메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,김은정,http://www.medience.co.kr,서울특별시,2021-08-17,34151773126,4391036976,29595943068,2548,17075886563,2195518488,4216431053,363
325,54180,KOSDAQ,메디콕스,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16,12월,강진,http://www.megabion.co.kr,서울특별시,2021-08-17,1659721336,-8271040512,-12228304162,-162,829860668,-4135520256,-8582863803,-113
326,86900,KOSDAQ,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도,2021-08-13,73767545590,32986348,173428097812,30290,36883772795,16493174,-30038850866,-5246
327,78160,KOSDAQ,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29,12월,양윤선,http://www.medi-post.co.kr,경기도,2021-08-17,30692845696,-4290547910,-10691490000,-290,15346422848,-2145273955,-1895808571,-51
328,65650,KOSDAQ,메디프론,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,"김상우,노기선 각자대표이사",http://medifon.com,서울특별시,2021-08-17,7345934556,895869956,806481800,20,3672967278,447934978,-3521169069,-87
329,21880,KOSDAQ,메이슨캐피탈,기타 금융업,리스수입,1996-09-02,03월,정현종,http://mason-capital.co.kr,전라북도,,,,,,,,,
330,241770,KOSDAQ,메카로,기타 화학제품 제조업,반도체용 전구체 및 히터블록,2017-12-06,12월,"이재정, 박영순 (각자대표)",http://www.mecaro.com,경기도,2021-08-17,26786964534,774375316,6233641922,656,13393482267,387187658,-3478865425,-366
331,59210,KOSDAQ,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도,2021-08-13,24987079684,5121094920,9732187286,414,12493539842,2560547460,-4089686385,-174
332,58110,KOSDAQ,멕아이씨에스,의료용 기기 제조업,인공호흡기,2015-12-14,12월,김종철,http://www.mek-ics.com,경기도,2021-08-02,51025914588,19733162996,14799963268,1004,3988957294,961581498,24143888299,1639
333,96640,KOSDAQ,멜파스,전자부품 제조업,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조",2009-12-18,12월,이준섭,http://www.melfas.com,경기도,2021-08-17,4756402078,-640824136,-17537940018,-514,2378201039,-320412068,-11983306376,-352
334,257370,KOSDAQ,명성티엔에스,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비",2018-09-13,12월,김준규,http://www.ms-mc.co.kr,대구광역시,2021-08-17,5197516870,-2603682954,3380990296,542,2598758435,-1301841477,-9698040160,-1560
335,80420,KOSDAQ,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터",2005-12-06,12월,"박인길, 정태형",http://www.innochips.co.kr,경기도,2021-08-12,215917761972,34394514730,23574223978,232,107958880986,17197257365,11895708358,117
336,80160,KOSDAQ,모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",2005-07-26,12월,우종웅,http://www.modetour.co.kr,서울특별시,2021-08-10,11011149778,-21017128536,-11324237332,-652,2435574889,-4258564268,-64710821162,-3731
337,100030,KOSDAQ,모바일리더,소프트웨어 개발 및 공급업,"금융솔루션,동기화솔루션",2010-05-25,12월,백형덕,http://mobileleader.com,서울특별시,2021-07-21,14734832530,2692894232,-149849328,-52,1931416265,461447116,5216268490,1816
338,87260,KOSDAQ,모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS",2017-02-24,12월,이재신,http://www.mobileappliance.co.kr,경기도,2021-08-17,10377313974,1148003226,2960485774,90,5188656987,574001613,2539141104,77
339,101330,KOSDAQ,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,"손병준, 김낙순",http://www.mobase.com,경기도,2021-08-17,66737966608,-10685189812,-8063650282,-642,33368983304,-5342594906,-22381905168,-1783
340,12860,KOSDAQ,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,"김상영, 이광윤",http://www.mobaseelec.com,경기도,,,,,,,,,
341,33200,KOSDAQ,모아텍,전자부품 제조업,위치제어용초정및소형모터,1997-10-13,03월,이제희,http://www.moatech.co.kr,인천광역시,2021-08-12,3439896752,-1745437394,-1625429424,-200,1719948376,-872718697,-2444075399,-272
342,118990,KOSDAQ,모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,12월,이형환,http://www.motrex.co.kr,경기도,2021-08-12,96285084750,36390575036,35703931222,914,48142542375,18195287518,-17944888699,-459
343,6920,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1989-01-05,12월,이기명,http://www.imohenz.com,충청남도,2021-08-13,4751081318,61037568,-684337910,-4,2375540659,30518784,177343995,1
344,1810,KOSDAQ,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",2000-01-04,12월,이도균,http://www.moorim.co.kr,서울특별시,2021-08-17,23216211252,13928371660,14088962334,2536,11608105626,6964185830,1797956392,323
345,279600,KOSDAQ,미디어젠,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발,2019-11-05,12월,고훈,http://www.mediazen.co.kr,경기도,2021-08-13,10739903904,-2126053862,-1942578872,-418,5369951952,-1063026931,-357659296,-77
346,218150,KOSDAQ,미래생명자원,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업,2015-06-18,12월,김성진,http://www.milaebio.com,서울특별시,2021-08-13,8170655674,1711963200,991156804,60,4085327837,855981600,953202990,58
347,100790,KOSDAQ,미래에셋벤처투자,기타 금융업,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,2019-03-15,12월,김응석,http://venture.miraeasset.co.kr,경기도,,,,,,,,,
348,49950,KOSDAQ,미래컴퍼니,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준구,http://www.meerecompany.com,경기도,2021-08-17,26770007558,928601492,5186609118,692,13385003779,464300746,-14478670566,-1933
349,207760,KOSDAQ,미스터블루,기타 정보 서비스업,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판",2014-12-12,12월,조승진,http://www.mrbluecorp.com/,서울특별시,,,,,,,,,
350,59090,KOSDAQ,미코,반도체 제조업,반도체 및 디스플레이 부품 제조,2002-01-15,12월,이석윤,http://www.mico.kr,경기도,2021-08-17,169073031796,76943858658,47081200318,-320,84536515898,38471929329,26608499606,-181
351,201490,KOSDAQ,미투온,소프트웨어 개발 및 공급업,소셜 카지노 게임,2016-10-10,12월,손창욱,http://www.me2on.com,서울특별시,2021-08-11,94347816172,42267387004,32054621680,354,19903908086,10939693502,29423841330,325
352,214180,KOSDAQ,민앤지,기타 정보 서비스업,휴대폰부가서비스,2015-06-30,12월,이현철,http://www.minwise.co.kr,서울특별시,,,,,,,,,
353,206640,KOSDAQ,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,면역진단기기 및 카트리지,2014-12-29,12월,최의열,http://www.boditech.co.kr,강원도,2021-08-03,129765537810,59888251784,51938607690,2116,22988768905,13348125892,48311779241,1969
354,18700,KOSDAQ,바른손,생활용품 도매업,지제품,1994-03-18,12월,"강신범, 안은미",http://www.barunson.co.kr,경기도,2021-08-17,33631017924,-2839958266,32133096148,1038,16815508962,-1419979133,-8975052240,-290
355,35620,KOSDAQ,바른손이앤에이,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 콘텐츠 제작,1999-08-13,12월,"박진홍, 곽신애(각자대표)",http://www.barunsonena.com/,서울특별시,,,,,,,,,
356,64520,KOSDAQ,바른전자,반도체 제조업,"메모리 카드, 스마트 카드 등",2002-12-04,12월,조대성(단독 대표이사),http://www.bec.co.kr,경기도,2021-08-17,1650846306,-2044925280,-1501460032,-18,825423153,-1022462640,-17506148831,-219
357,53030,KOSDAQ,바이넥스,의약품 제조업,"정장제, 소화제",2001-08-07,12월,이혁종,http://www.bi-nex.co.kr,부산광역시,2021-08-13,54559016626,7674659026,20229185632,650,27279508313,3837329513,6348907054,204
358,64550,KOSDAQ,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비",2005-12-29,12월,박한오,http://www.bioneer.co.kr,대전광역시,2021-07-29,183247228290,81583867914,65358307710,2718,37514614145,18147933957,59188056246,2462
359,208710,KOSDAQ,바이오로그디바이스,전자부품 제조업,모바일용 카메라모듈 부품외,2014-12-24,12월,황 훈,http://www.biologdevice.com,경기도,2021-08-17,965395256,-9949646006,-1152635842,-192,482697628,-4974823003,-16895381096,-2838
360,142760,KOSDAQ,바이오리더스,자연과학 및 공학 연구개발업,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신",2016-07-07,12월,박영철,http://www.bioleaders.co.kr,경기도,2021-08-17,23917695792,-9542854052,-32624293906,-7232,11958847896,-4771427026,-33414027746,-7407
361,86820,KOSDAQ,바이오솔루션,기초 의약물질 및 생물학적 제제 제조업,"세포치료제, 인체조직모델 등",2018-08-20,12월,장송선,http://www.biosolutions.co.kr/,서울특별시,2021-08-17,6820181724,-1424586508,-623641188,-78,3410090862,-712293254,-1799737787,-226
362,38460,KOSDAQ,바이오스마트,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매",2000-06-22,12월,윤호권,http://www.bio-smart.com,서울특별시,2021-08-17,74138904082,10582430398,6868894532,476,37069452041,5291215199,-11504732132,-798
363,86040,KOSDAQ,바이오톡스텍,자연과학 및 공학 연구개발업,"안전성평가, 유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도,2021-08-17,10119683552,3043740214,3102353300,214,5059841776,1521870107,2366849833,164
364,32980,KOSDAQ,바이온,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품",1997-08-06,12월,김병준,http://www.by-on.co.kr,충청북도,2021-08-17,1164174796,-7011693268,-5184040156,-78,582087398,-3505846634,-6273502948,-96
365,43150,KOSDAQ,바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",2006-09-29,12월,현정훈,http://www.vatech.co.kr,경기도,2021-08-11,240365991346,66000640452,57786004414,3526,35216995673,13032320226,-21796842378,-1330
366,267790,KOSDAQ,배럴,봉제의복 제조업,래쉬가드 및 워터스포츠 등,2018-02-01,12월,이상훈,http://www.getbarrel.com,서울특별시,2021-08-13,9622081364,-7673647194,-6089990030,-774,4811040682,-3836823597,-6197409500,-788
367,46310,KOSDAQ,백금T&A,통신 및 방송 장비 제조업,레이더디텍터,2002-02-05,12월,임학규,http://www.bgtna.com,경기도,2021-08-13,33227609262,12619214970,11538375696,430,16613804631,6309607485,-762400437,-28
368,66410,KOSDAQ,버킷스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",DVD타이틀,2003-12-19,12월,강지연,http://www.towin-global.com,서울특별시,2021-08-17,5067457012,-1184822158,19861976936,480,2533728506,-592411079,-5130525975,-124
369,206400,KOSDAQ,베노홀딩스,소프트웨어 개발 및 공급업,"웹게임, 모바일게임",2014-12-10,12월,정집훈,http://www.entermate.com,서울특별시,2021-08-17,20310389044,-360796274,14390282104,624,10155194522,-180398137,-12898943391,-559
370,19010,KOSDAQ,베뉴지,종합 소매업,"백화점,예식장업",1993-11-05,12월,김만진.이만섭(각자 대표이사),http://www.venueg.com,서울특별시,2021-08-17,26810763342,2921944862,-291536646,-6,13405381671,1460972431,10193827287,255
371,177350,KOSDAQ,베셀,특수 목적용 기계 제조업,디스플레이 제조장비,2015-06-19,12월,서기만,http://www.vessel21.com,경기도,2021-08-17,3172890516,-11992324558,-10258151390,-728,1586445258,-5996162279,-2266139047,-161
