,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Revenue2021_12,Quarter_Operating_Profit2021_12,Quarter_Cashflow2021_12,Quarter_Earn2021_12,Quarter_Continue_Earn2021_12,Quarter_Percent_Operating_Profit2021_12,Quarter_Percent_Cashflow2021_12,Quarter_Percent_Earn2021_12,Quarter_Full_EPS,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Last_Revenue2020_12,Last_Operating_Profit2020_12,Last_Cashflow2020_12,Last_Earn2020_12,Last_Continue_Earn2020_12,Last_Percent_Operating_Profit2020_12,Last_Percent_Cashflow2020_12,Last_Percent_Earn2020_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
746,746,71670,KOSDAQ,에이테크솔루션,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)",2009-04-17,12월,유영목,http://www.atechsolution.co.kr,경기도,2022-05-16,73520804913.0,2928344829.0,4795610001.0,2280420687.0,0.0,3.98,6.52,3.1,70229449590.0,2740529514.0,935994670.0,1934638314.0,0.0,3.9,1.33,2.75,908.0,70972137640.0,1902206230.0,12502496748.0,1749370052.0,0.0,2.68,17.62,2.46,62234675572.0,1116327965.0,3622241087.0,1127438276.0,0.0,1.79,5.82,1.81,696.0,259943746099.0,6659448766.0,12630074509.0,5469764619.0,546.0,8308.0,7830.0,3.97,2.74,10.93,6.98
747,747,45660,KOSDAQ,에이텍,컴퓨터 및 주변장치 제조업,"PC,모니터",2001-05-24,12월,"신승영, 이상훈(각자 대표이사)",http://www.atec.kr,경기도,2022-05-16,17818033881.0,-103198485.0,966666613.0,1970821016.0,1970821016.0,-0.58,5.43,11.06,23612298339.0,495223432.0,15469858609.0,786203793.0,786203793.0,2.1,65.52,3.33,952.0,17763144369.0,1512842127.0,-794659521.0,2491334220.0,2491334220.0,8.52,-4.47,14.03,21212198374.0,-367001673.0,4748559134.0,1218638688.0,-1363652495.0,-1.73,22.39,5.74,1204.0,70337745219.0,3049450360.0,1172497669.0,6136235012.0,742.0,10724.0,10625.0,7.77,6.25,8.88,6.99
748,748,224110,KOSDAQ,에이텍티앤,통신 및 방송 장비 제조업,교통카드단말기,2015-08-25,12월,"신승영, 최성용(각자대표이사)",http://www.atectn.co.kr,경기도,2022-05-16,26385010045.0,758737092.0,-469034474.0,618447292.0,1245066773.0,2.88,-1.78,2.34,49171092308.0,228657713.0,11561732253.0,-98466979.0,-280955413.0,0.47,23.51,-0.2,460.0,25160444019.0,1299403850.0,-2806996104.0,888691284.0,1556764144.0,5.16,-11.16,3.53,31475223335.0,2431265165.0,6880469875.0,1302925476.0,2309580497.0,7.72,21.86,4.14,664.0,131841469632.0,5862456750.0,13004051861.0,2272045618.0,425.0,14440.0,14776.0,2.27,2.15,3.19,2.88
749,749,230980,KOSDAQ,에이트원,소프트웨어 개발 및 공급업,VR기반 교육훈련용솔루션,2016-03-02,12월,최철순,http://www.aiitone.com,경기도,2022-05-16,5730388028.0,-448622640.0,-165983287.0,-995171912.0,0.0,-7.83,-2.9,-17.37,6112213322.0,-829854578.0,-1280776184.0,-4965383553.0,-5223121993.0,-13.58,-20.95,-81.24,-64.0,1610698216.0,-404108168.0,3684589181.0,-540585366.0,0.0,-25.09,228.76,-33.56,5776272640.0,953150535.0,2348622356.0,-855430422.0,-8518318274.0,16.5,40.66,-14.81,-32.0,13440273252.0,-3477758697.0,-2447722172.0,-8052419014.0,-129.0,479.0,476.0,-7.39,-12.32,-13.34,-27.24
750,750,89530,KOSDAQ,에이티세미콘,반도체 제조업,반도체 PKG&TEST,2011-11-11,12월,김형준,http://www.atsemi.com,경기도,2022-05-16,34940650399.0,-11864773914.0,-14967172921.0,-15602442617.0,-24751531664.0,-33.96,-42.84,-44.65,45311451060.0,12126293336.0,-17463658344.0,-24652270396.0,-41729656779.0,26.76,-38.54,-54.41,-1432.0,28466115977.0,-2106354558.0,3776268147.0,-3579029053.0,-3604578257.0,-7.4,13.27,-12.57,32213780786.0,-2347117282.0,2269881643.0,-25125763494.0,-41729656779.0,-7.29,7.05,-78.0,-328.0,143078020189.0,-17918956445.0,-16461983776.0,-43984312844.0,-1011.0,2699.0,2163.0,-21.91,-15.64,-53.05,-46.77
751,751,200470,KOSDAQ,에이팩트,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트,2014-12-26,12월,이성동,http://www.apact.co.kr,경기도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,752,262260,KOSDAQ,에이프로,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",2020-07-16,12월,임종현,http://www.aproele.com,경기도,2022-05-16,20341594206.0,-2165396319.0,5455676865.0,-1323270985.0,0.0,-10.65,26.82,-6.51,30026267621.0,1338248822.0,-7734394023.0,3719179841.0,0.0,4.46,-25.76,12.39,-364.0,22677512577.0,254311299.0,-3871423150.0,363723382.0,0.0,1.12,-17.07,1.6,2495463108.0,-2633391100.0,-1132256664.0,-2360339717.0,0.0,-105.53,-45.37,-94.59,100.0,61532265490.0,-4827656928.0,13822984.0,-1244794862.0,-86.0,4532.0,4121.0,-4.6,-1.24,-8.03,-2.1
753,753,109960,KOSDAQ,에이프로젠 H&G,기타 전문 도매업,"모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김정출,http://www.aprogen-hng.com,경기도,2022-05-13,2108544989.0,-263864631.0,87761709.0,1362303610.0,1362303610.0,-12.51,4.16,64.61,2033139760.0,-310792016.0,-15224768474.0,2545016665.0,2544147156.0,-15.29,-748.83,125.18,28.0,1536064953.0,-815652107.0,-676852362.0,159089315.0,158112242.0,-53.1,-44.06,10.36,2206558458.0,-488189007.0,460861613.0,1322895916.0,-7077640652.0,-22.12,20.89,59.95,0.0,8416313292.0,-2579442554.0,-13291337538.0,2649890060.0,14.0,1249.0,1243.0,2.2,1.17,2.24,1.19
754,754,89970,KOSDAQ,에이피티씨,특수 목적용 기계 제조업,300mm Poly Etch System,2018-08-23,12월,최우형,http://www.iaptc.com/,경기도,2022-05-16,73527142870.0,20017864277.0,39798709975.0,17301172014.0,0.0,27.23,54.13,23.53,30287816039.0,9461369554.0,7587231700.0,8149510662.0,0.0,31.24,25.05,26.91,2920.0,85989460478.0,27094574996.0,27578456253.0,22928062734.0,0.0,31.51,32.07,26.66,36960836013.0,13453809539.0,5936953885.0,10621504671.0,0.0,36.4,16.06,28.74,3872.0,178054009170.0,54019004804.0,54058105115.0,46458261444.0,1962.0,4889.0,4820.0,38.66,31.9,59.72,40.72
755,755,230240,KOSDAQ,에치에프알,통신 및 방송 장비 제조업,유선 및 무선통신장비 제조 및 제조서비스,2015-12-16,12월,정종민,http://www.hfrnet.com,경기도,2022-05-13,45396015544.0,5269623323.0,8923864943.0,4495531604.0,0.0,11.61,19.66,9.9,93873896028.0,16236215015.0,26453992184.0,12824498068.0,0.0,17.3,28.18,13.66,1392.0,15312600636.0,-6373233911.0,-5709376261.0,-6212000393.0,0.0,-41.62,-37.29,-40.57,41125926066.0,-9537767102.0,9635165885.0,-12470049823.0,0.0,-23.19,23.43,-30.32,-1928.0,206357125229.0,21825612320.0,35523465.0,18555580612.0,1440.0,8504.0,7187.0,7.86,8.56,16.37,20.04
756,756,230360,KOSDAQ,에코마케팅,광고업,"온라인, 모바일 광고 종합대행업",2016-08-08,12월,김철웅,http://www.echomarketing.co.kr,서울특별시,2022-05-16,63512533690.0,7060453105.0,2569416166.0,6146710127.0,0.0,11.12,4.05,9.68,51209986159.0,14430424507.0,21237229736.0,6160610502.0,0.0,28.18,41.47,12.03,760.0,44603536976.0,7799201984.0,5502571715.0,7616475101.0,0.0,17.49,12.34,17.08,41982264932.0,12071482880.0,5659696825.0,5274986040.0,0.0,28.75,13.48,12.56,940.0,229662475960.0,40062457774.0,42413014248.0,27744393620.0,859.0,5321.0,5142.0,8.27,10.1,14.28,16.71
757,757,38870,KOSDAQ,에코바이오,사업시설 유지·관리 서비스업,"판매시점정보시스템(POS), 금전등록기",2001-05-29,12월,송효순,http://www.ecoenergyholdings.com,서울특별시,2022-05-13,4181589092.0,-269284765.0,3253481025.0,792636742.0,0.0,-6.44,77.8,18.96,4700560931.0,357179336.0,2850209995.0,1126378548.0,0.0,7.6,60.64,23.96,272.0,3409279909.0,639615366.0,2875992978.0,2213743099.0,0.0,18.76,84.36,64.93,5090313743.0,156749125.0,2164222570.0,578678562.0,0.0,3.08,42.52,11.37,760.0,16116313166.0,823571661.0,3740055240.0,5631948480.0,485.0,6274.0,6236.0,3.21,5.82,4.34,7.78
758,758,128540,KOSDAQ,에코캡,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)",2018-12-05,12월,최영천,http://www.ecocab.co.kr,울산광역시,2022-05-12,23955708707.0,-1683046019.0,-2999790983.0,-1062870547.0,0.0,-7.03,-12.52,-4.44,23629120160.0,-10168113041.0,-2688335085.0,-10005839252.0,0.0,-43.03,-11.38,-42.35,-292.0,18295130577.0,-1103065542.0,-7076905433.0,-57403844.0,0.0,-6.03,-38.68,-0.31,24917514665.0,-4628624472.0,-3039224599.0,-9310900928.0,0.0,-18.58,-12.2,-37.37,-12.0,85383961430.0,-12265497789.0,-5105641217.0,-8560269583.0,-587.0,2616.0,3359.0,-3.38,-7.47,-11.16,-17.5
759,759,86520,KOSDAQ,에코프로,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,이동채,http://www.ecopro.co.kr,충청북도,2022-05-16,680627292254.0,53894068783.0,-318745404746.0,42767727360.0,42767727360.0,7.92,-46.83,6.28,523046568770.0,-8833026616.0,-11537707267.0,-338564783567.0,-315303069013.0,-1.69,-2.21,-64.73,6996.0,262605720852.0,19474786553.0,-17916782725.0,11077574675.0,9756273563.0,7.42,-6.82,4.22,245890090581.0,16269401628.0,139181990267.0,6302674625.0,-294057732119.0,6.62,56.6,2.56,1812.0,1504112975430.0,86470031942.0,-140631424578.0,278946294640.0,11407.0,110488.0,69411.0,3.21,8.2,6.33,16.43
760,760,247540,KOSDAQ,에코프로비엠,일차전지 및 축전지 제조업,양극활물질,2019-03-05,12월,"권우석, 김병훈(각자 대표이사)",http://www.ecoprobm.co.kr,충청북도,2022-05-16,662461915161.0,41062294987.0,-163884472005.0,26065920921.0,0.0,6.2,-24.74,3.93,503939550514.0,27466823236.0,-24492508819.0,31888264660.0,0.0,5.45,-4.86,6.33,4548.0,263201076387.0,17832298617.0,-10032182027.0,14168020315.0,0.0,6.78,-3.81,5.38,246921663975.0,14402546095.0,18272382857.0,10783631686.0,0.0,5.83,7.4,4.37,2472.0,1485628623826.0,115031248500.0,-100889335917.0,100835673353.0,4399.0,29270.0,26010.0,5.23,7.07,15.54,16.91
761,761,383310,KOSDAQ,에코프로에이치엔,기타 화학제품 제조업,환경오염 방지 관련 소재 및 설비,2021-05-28,12월,윤성진,http://www.ecoprohn.co.kr,충청북도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,762,38110,KOSDAQ,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,2000-03-23,12월,한상,http://WWW.AP.CO.KR,경상북도,2022-05-16,382854755244.0,2983514617.0,-20363796001.0,1759316566.0,0.0,0.78,-5.32,0.46,437502764416.0,5286638567.0,7429741148.0,1800118817.0,0.0,1.21,1.7,0.41,204.0,348146996499.0,5090214157.0,-26262978779.0,3444595712.0,0.0,1.46,-7.54,0.99,404226669112.0,6483599568.0,31048231844.0,-526366668.0,0.0,1.6,7.68,-0.13,400.0,1517574986027.0,15774824600.0,-1718240279.0,4390468291.0,128.0,4632.0,3777.0,0.95,0.64,4.4,3.4
763,763,73540,KOSDAQ,에프알텍,통신 및 방송 장비 제조업,이동통신용중계기,2007-05-18,12월,남재국,http://www.frtek.co.kr,경기도,2022-05-13,1561599608.0,-1378928307.0,-1760967920.0,-1371655239.0,0.0,-88.3,-112.77,-87.84,7571136266.0,-1294199905.0,2963603186.0,422282706.0,0.0,-17.09,39.14,5.58,-480.0,1732214469.0,-1278812116.0,-356148987.0,-604182450.0,0.0,-73.83,-20.56,-34.88,7900482906.0,-411503267.0,-70192426.0,-2968810527.0,0.0,-5.21,-0.89,-37.58,-212.0,23116665949.0,-2152655543.0,1251370542.0,233774491.0,20.0,3216.0,3879.0,-7.86,0.3,-14.92,0.53
764,764,64850,KOSDAQ,에프앤가이드,기타 정보 서비스업,"금융정보서비스, INDEX, 펀드평가 등",2020-12-17,12월,"김군호, 이철순",http://www.fnguide.com,서울특별시,2022-05-13,6644796919.0,999208213.0,2633804451.0,1984067845.0,0.0,15.04,39.64,29.86,6838411545.0,520955657.0,1523811986.0,73985026.0,0.0,7.62,22.28,1.08,656.0,5879226263.0,1461025335.0,-630337803.0,1515393199.0,0.0,24.85,-10.72,25.78,5444028336.0,895301590.0,2101749365.0,1772686485.0,0.0,16.45,38.61,32.56,500.0,25524250434.0,5110121355.0,6595311525.0,5468769602.0,452.0,4195.0,4190.0,6.08,5.75,15.64,10.8
765,765,64090,KOSDAQ,에프앤리퍼블릭,상품 종합 도매업,"Jayjun, Nerdy 외",2002-12-17,12월,오창근,http://www.fnrepublic.com,서울특별시,2022-05-16,6481329690.0,363442344.0,-1542814581.0,446466058.0,446466058.0,5.61,-23.8,6.89,12007711544.0,-2164567176.0,-1073959804.0,7478405621.0,7478405621.0,-18.03,-8.94,62.28,160.0,4911308013.0,-1631200926.0,74590330.0,1354822011.0,1354822011.0,-33.21,1.52,27.59,9794280711.0,-1170172523.0,77452394.0,-27837463645.0,13151128966.0,-11.95,0.79,-284.22,492.0,30300618072.0,-7850172376.0,-1431220137.0,851359939.0,77.0,1962.0,1168.0,16.25,3.72,8.15,6.63
766,766,36810,KOSDAQ,에프에스티,전자부품 제조업,"펠리클(반도체부품), 칠러장비, 반도체유통",2000-01-18,12월,유장동,http://www.fstc.co.kr,경기도,2022-05-16,44065589774.0,1263763959.0,-9951628221.0,1269968117.0,0.0,2.87,-22.58,2.88,54487341141.0,-1215682903.0,8883367231.0,496814196.0,0.0,-2.23,16.3,0.91,232.0,51396035596.0,8875429344.0,-1258135741.0,18143612977.0,0.0,17.27,-2.45,35.3,45295587526.0,2919453397.0,9794294411.0,1332254260.0,0.0,6.45,21.62,2.94,3332.0,213658265007.0,22636438454.0,22519381136.0,32144208696.0,1477.0,9351.0,9589.0,1.37,9.29,2.48,15.4
767,767,173940,KOSDAQ,에프엔씨엔터,창작 및 예술관련 서비스업,"콘서트, 음반/음원",2014-12-04,12월,"안석준, 한승훈(공동대표)",http://www.fncent.com,서울특별시,2022-05-16,16265359266.0,-3068943015.0,-6209547555.0,2739342505.0,0.0,-18.87,-38.18,16.84,30047255635.0,840055169.0,-81122651.0,-861010770.0,7955958106.0,2.8,-0.27,-2.87,760.0,15590314038.0,-3966823411.0,2224926588.0,-3818078716.0,0.0,-25.44,14.27,-24.49,28052706660.0,-2326575977.0,1503762539.0,-3078801041.0,4976268376.0,-8.29,5.36,-10.98,-1060.0,74189472530.0,-4192207812.0,-2765676370.0,-9291378649.0,-646.0,4297.0,4037.0,10.68,-7.11,17.69,-16.02
768,768,83500,KOSDAQ,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비",2017-02-27,12월,"김팔곤, 양상재(공동대표)",http://www.fnstech.com,충청남도,2022-05-13,7403110802.0,1375803218.0,83891287.0,1569917674.0,0.0,18.58,1.13,21.21,18113618853.0,3626209282.0,1945194582.0,2032750981.0,0.0,20.02,10.74,11.22,736.0,25098588111.0,1482802908.0,-2918483970.0,1932580338.0,0.0,5.91,-11.63,7.7,39520225457.0,2303524608.0,13747697865.0,-473466073.0,0.0,5.83,34.79,-1.2,908.0,66085795000.0,2356433619.0,-9357607571.0,1552771110.0,182.0,7463.0,7124.0,5.21,1.56,9.86,2.57
769,769,54940,KOSDAQ,엑사이엔씨,실내건축 및 건축마무리 공사업,실내건축 공사업,2001-12-13,12월,"김성후, 김문환 (각자 대표이사)",http://www.exaenc.com,서울특별시,2022-05-16,60255361566.0,2406981805.0,3748029295.0,2318319963.0,0.0,3.99,6.22,3.85,76694814286.0,5733118335.0,-3732863221.0,5141973928.0,0.0,7.48,-4.87,6.7,276.0,44931288643.0,-5517370372.0,-3356163495.0,-5296108792.0,0.0,-12.28,-7.47,-11.79,57384384683.0,-553752630.0,-9714189193.0,-1498439631.0,0.0,-0.96,-16.93,-2.61,-636.0,220812568353.0,-4012627481.0,-12442469990.0,-4671643235.0,-140.0,2225.0,2010.0,4.85,-2.61,12.4,-7.0
770,770,950130,KOSDAQ,엑세스바이오,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)",2013-05-30,12월,최영호,http://www.accessbio.net,미국,2022-05-16,668966774.0,321536498.0,477504411.0,234370561.0,0.0,48.06,71.38,35.03,191055054.0,79434563.0,113913221.0,58724566.0,0.0,41.58,59.62,30.74,24.0,202608120.0,163275564.0,36279402.0,109545655.0,0.0,80.59,17.91,54.07,77631058.0,56141627.0,34866890.0,39834968.0,0.0,72.32,44.91,51.31,12.0,441369161.0,227297588.0,137896975.0,165751954.0,4.0,14.0,6.0,87.88,44.46,162.47,67.75
771,771,205100,KOSDAQ,엑셈,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",2014-11-07,12월,조종암,http://www.ex-em.com,서울특별시,2022-05-16,9403572664.0,1343364120.0,-2598053127.0,2180352672.0,0.0,14.29,-27.63,23.19,22976048499.0,8813882353.0,15406010992.0,6184934252.0,0.0,38.36,67.05,26.92,248.0,6157630683.0,-957757968.0,-1500529582.0,178029451.0,0.0,-15.55,-24.37,2.89,13934117746.0,4799735758.0,5418002384.0,2513295046.0,0.0,34.45,38.88,18.04,20.0,47330196572.0,12306499162.0,17079059677.0,10730104218.0,305.0,2864.0,2611.0,7.17,9.55,8.66,11.69
772,772,70300,KOSDAQ,엑스큐어,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,정우천,http://www.xcure.co.kr,경기도,2022-05-16,1523865699.0,-402869465.0,224600281.0,-143122266.0,0.0,-26.44,14.74,-9.39,2657604756.0,-21719473.0,167236571.0,-119327519.0,0.0,-0.82,6.29,-4.49,-76.0,2943175999.0,208370561.0,200057517.0,353615923.0,0.0,7.08,6.8,12.01,2025650338.0,-237630333.0,-83441872.0,-429540596.0,0.0,-11.73,-4.12,-21.21,192.0,11006593756.0,458911527.0,437560571.0,1125355481.0,152.0,3166.0,3193.0,-2.24,4.39,-2.4,4.78
773,773,92870,KOSDAQ,엑시콘,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,박상준,http://www.exicon.co.kr,경기도,2022-05-13,11048699689.0,334374453.0,8425002970.0,1865477566.0,0.0,3.03,76.25,16.88,30298167366.0,5683016511.0,5797632850.0,6106820150.0,0.0,18.76,19.14,20.16,712.0,15279873798.0,1847787939.0,-3100989708.0,3109029200.0,0.0,12.09,-20.29,20.35,23639286939.0,3260066514.0,16736755754.0,3853856283.0,0.0,13.79,70.8,16.3,1184.0,66186071338.0,6280543174.0,-6849817458.0,34025747297.0,3248.0,13320.0,12652.0,4.44,22.17,5.35,25.67
774,774,317870,KOSDAQ,엔바이오니아,그외 기타 제품 제조업,양전하필터(정수기),2019-10-24,12월,한정철,http://envioneer.com,경기도,2022-05-30,2344105211.0,-140961323.0,-344214233.0,-291752330.0,0.0,-6.01,-14.68,-12.45,2131726501.0,-392012822.0,66697114.0,-1647323365.0,0.0,-18.39,3.13,-77.28,-148.0,2265920638.0,-216322131.0,-666187653.0,-150498448.0,0.0,-9.55,-29.4,-6.64,2158640420.0,-537560266.0,343188407.0,-1578096456.0,0.0,-24.9,15.9,-73.11,-76.0,8871109245.0,-766887065.0,-271945630.0,-2408241641.0,-313.0,2158.0,2404.0,-2.97,-6.21,-6.86,-13.04
775,775,67570,KOSDAQ,엔브이에이치코리아,자동차 신품 부품 제조업,"헤드라이너, NVH부품",2013-12-03,12월,"곽정용,구자겸(각자 대표이사)",http://www.nvhkorea.com,울산광역시,2022-05-16,292957271067.0,12231502606.0,-16520062579.0,-6619629874.0,0.0,4.18,-5.64,-2.26,326036143018.0,20425192288.0,23539513936.0,8007179996.0,0.0,6.26,7.22,2.46,-804.0,228859068046.0,7708184828.0,1465924505.0,193207733.0,0.0,3.37,0.64,0.08,269379890716.0,10637019589.0,-5846698329.0,4982118991.0,0.0,3.95,-2.17,1.85,20.0,1068809423659.0,42784729861.0,46976577149.0,15362937879.0,468.0,8945.0,8803.0,-2.66,1.6,-8.99,5.32
776,776,236810,KOSDAQ,엔비티,광고업,모바일 포인트 광고 플랫폼,2021-01-21,12월,박수근,http://nbt.com/,서울특별시,2022-05-13,23115163994.0,675077758.0,2560122598.0,317789169.0,0.0,2.92,11.08,1.37,26115305586.0,1769735731.0,920953989.0,1927497977.0,0.0,6.78,3.53,7.38,148.0,17321885005.0,595186360.0,1434071421.0,-1379221284.0,0.0,3.44,8.28,-7.96,14666549671.0,374648320.0,1252517174.0,1049241328.0,0.0,2.55,8.54,7.15,-648.0,82406274002.0,3143199280.0,4409608096.0,1698056940.0,200.0,5114.0,4847.0,1.16,2.11,2.89,4.13
777,777,333620,KOSDAQ,엔시스,기타 전기장비 제조업,2차전지 머신비전 검사장비,2021-04-01,12월,진기수,http://www.n-sys.co.kr/,충청남도,2022-05-11,9511205557.0,1964763639.0,2400173244.0,1853112732.0,0.0,20.66,25.24,19.48,16094833563.0,3517829872.0,1230533326.0,2987677959.0,0.0,21.86,7.65,18.56,700.0,7404386804.0,1057049367.0,280897947.0,-230211230.0,0.0,14.28,3.79,-3.11,7586538733.0,154460472.0,1682015823.0,-1254732806.0,0.0,2.04,22.17,-16.54,-84.0,42688764598.0,7698634684.0,1563898541.0,4828978211.0,457.0,5573.0,5184.0,8.63,6.92,12.56,8.82
778,778,101400,KOSDAQ,엔시트론,반도체 제조업,디지털오디오앰프칩,2009-03-31,12월,정인견,http://www.neofidelity.com,서울특별시,2022-05-16,4518448572.0,-166871780.0,-894257535.0,-635688701.0,0.0,-3.69,-19.79,-14.07,3239614047.0,-132581.0,-423577806.0,-703442413.0,0.0,-0.0,-13.07,-21.71,-56.0,3024471224.0,-9007575.0,-845754055.0,-125094956.0,0.0,-0.3,-27.96,-4.14,3176017408.0,-644095580.0,2293428880.0,-3432923547.0,0.0,-20.28,72.21,-108.09,-8.0,15794482679.0,652341287.0,-541280048.0,-840190881.0,-19.0,598.0,459.0,-5.28,-2.39,-9.35,-4.23
