,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_6,Quarter_Operating_Profit2022_6,Quarter_Cashflow2022_6,Quarter_Earn2022_6,Quarter_Continue_Earn2022_6,Quarter_Percent_Operating_Profit2022_6,Quarter_Percent_Cashflow2022_6,Quarter_Percent_Earn2022_6,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Full_EPS,Last_Revenue2021_6,Last_Operating_Profit2021_6,Last_Cashflow2021_6,Last_Earn2021_6,Last_Continue_Earn2021_6,Last_Percent_Operating_Profit2021_6,Last_Percent_Cashflow2021_6,Last_Percent_Earn2021_6,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before,Quarter_Top_Stock_Price,Recent_Market_Gun,Quarter_Per,Last_Top_Stock_Price,Fake_Last_Per,Real_Last_Per,Price_Percent_Change,Price_Percent_Change_Three_Year,Price_Percent_Compare_Old_Biggest_Now,Old_Top_Stock_Price_Date,Price_Percent_Change_Year,Price_Percent_Compare_Last_Bigget_Now,Last_Top_Stock_Price_Date
8,7700,KOSPI,F&F홀딩스,기타 금융업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,박의헌,http://www.fnfholdings.com,서울특별시,2022-08-16,39113363.0,371741621084.0,73954859405.0,146874703929.0,15841967005.0,53324382087.0,19.89,39.51,4.26,438218951041.0,136578277681.0,124396487465.0,28170737144.0,95169185323.0,31.17,28.39,6.43,1620.0,8816263417.0,423398708.0,124789809095.0,1800050487699.0,4191226473.0,4.8,1415.45,20417.39,8011589603.0,1390583663.0,84249778243.0,56511719844.0,2088643476.0,17.36,1051.6,705.37,184084.0,727126345365.0,223050455460.0,279947856820.0,1912061597858.0,48885.0,127450.0,59169.0,1.01,65.65,1.27,82.62,15.09,13.810000000000002,4116.543942722804,79.79230643492468,19800,774444587400,12.22,51300,0.28,1.05,3.37,226.09,354.55,2021-05-20,158.61,159.09,2021-08-20
1,5110,KOSPI,한창,기계장비 및 관련 물품 도매업,"소화기, 통신장비 유통",1976-06-01,12월,최 승 환,http://www.hanchang.co.kr,부산광역시,2022-08-16,74255193.0,25090862199.0,3339265685.0,6159066260.0,-4763491713.0,-4270764167.0,13.31,24.55,-18.98,22816421665.0,4044887145.0,4007768114.0,460529970.0,2909709209.0,17.73,17.57,2.02,-256.0,9234163390.0,922416034.0,-532436093.0,-914821356.0,-1550912355.0,9.99,-5.77,-9.91,7398774891.0,814747393.0,-2057571965.0,3729053338.0,3653952935.0,11.01,-27.81,50.4,-48.0,35217986685.0,-4720153512.0,-3530202444.0,-27468905829.0,-369.0,1196.0,498.0,-7.15,-20.46,-21.39,-74.24,3.3200000000000003,6.720000000000001,171.71776304252722,-92.92518914955753,1120,83165816160,-4.38,1530,-31.88,-4.15,12.56,257.63,211.96,2019-09-20,100.79,36.61,2022-06-09
0,23960,KOSPI,에쓰씨엔지니어링,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",1997-06-23,12월,김건우,http://www.sc-eng.com,서울특별시,2022-08-16,31242469.0,36445055245.0,1417107291.0,-150885946.0,-84690427.0,112862036.0,3.89,-0.41,-0.23,28936038951.0,709788154.0,281230684.0,480466643.0,1015292869.0,2.45,0.97,1.66,-8.0,13602219325.0,-1849957727.0,1029435936.0,-812375691.0,-812375691.0,-13.6,7.57,-5.97,7769107522.0,-2624930965.0,-822176291.0,-619569068.0,-619569068.0,-33.79,-10.58,-7.97,-104.0,75724704653.0,-6633227964.0,5799822682.0,-7645317430.0,-244.0,2745.0,1425.0,-0.13,-6.57,-0.29,-17.16,17.49,36.24,167.9346243007297,-40.63272173359801,2275,71076616975,-284.38,5800,-55.77,-23.77,2.02,576.15,286.37,2021-01-18,141.87,154.95,2021-08-17
2,111110,KOSPI,호전실업,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,박용철 박진호,http://www.hojeon.com,서울특별시,2022-08-16,10390778.0,111201877696.0,3909972172.0,-36278476151.0,3027976162.0,0.0,3.52,-32.62,2.72,86819852941.0,2813931108.0,-33442401944.0,1227139803.0,0.0,3.24,-38.52,1.41,1164.0,53295737649.0,-2480549050.0,-46945493580.0,-3001410038.0,0.0,-4.65,-88.08,-5.63,55612176014.0,-2391649079.0,-22662475856.0,-1703314156.0,0.0,-4.3,-40.75,-3.06,-1152.0,344867583539.0,20619478511.0,13769158625.0,11774138735.0,1133.0,23435.0,11556.0,1.61,3.89,4.97,9.81,8.17,7.54,108.65060247099612,194.57606137771043,9200,95595157600,7.9,15300,-13.28,13.5,2.83,79.98,73.91,2021-06-03,70.0,66.3,2021-10-20
9,93370,KOSPI,후성,기초 화학물질 제조업,"불소화물 제조,도매",2006-12-22,12월,허국,http://www.foosungchem.com,경기도,2022-08-16,92596994.0,149669855834.0,30632356661.0,50039226481.0,19847333417.0,0.0,20.47,33.43,13.26,158587621484.0,52371494258.0,26458448147.0,34796320890.0,0.0,33.02,16.68,21.94,856.0,75478115977.0,7109876607.0,5859401050.0,6598490898.0,0.0,9.42,7.76,8.74,63219182855.0,-469015052.0,6383085423.0,-3925046727.0,0.0,-0.74,10.1,-6.21,284.0,381256774874.0,58138943581.0,83446715705.0,22564471869.0,243.0,7467.0,3061.0,5.88,3.66,11.46,7.96,11.05,33.760000000000005,98.29569656933144,61.881314560724846,16350,1513960851900,19.1,26650,93.84,109.67,4.56,231.88,63.0,2022-05-23,50.68,63.0,2022-05-23
7,322000,KOSPI,현대에너지솔루션,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,박종환,http://www.hyundai-es.co.kr/,경기도,2022-08-16,11200298.0,264053648031.0,23770035799.0,-34157373669.0,16214415808.0,0.0,9.0,-12.94,6.14,176087540879.0,7735516263.0,-31957698626.0,5589156937.0,0.0,4.39,-18.15,3.17,5788.0,146328637813.0,2902402017.0,-23117832120.0,2578241146.0,0.0,1.98,-15.8,1.76,90094067963.0,1569327185.0,-15462339195.0,-280418244.0,0.0,1.74,-17.16,-0.31,920.0,593163581874.0,9494797191.0,36486270987.0,-6655574104.0,-594.0,59637.0,28599.0,5.67,-1.1,9.71,-2.08,7.02,2.6499999999999995,80.45247463346588,-24.634205830611485,53000,593615794000,9.16,58600,63.7,-98.65,10.67,186.55,10.57,2022-08-08,179.22,10.57,2022-08-08
6,11930,KOSPI,신성이엔지,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,"이지선, 안윤수",http://www.shinsungeng.com,경기도,2022-08-16,205875266.0,176109772013.0,10244875232.0,-1834539380.0,9650043402.0,7298759894.0,5.82,-1.04,5.48,137902788526.0,2868049866.0,-4105423913.0,-4908629849.0,0.0,2.08,-2.98,-3.56,184.0,99099462926.0,-5376195216.0,-26692962791.0,-6149230533.0,-6141969931.0,-5.43,-26.94,-6.21,75556779621.0,-1420606587.0,-22680936746.0,-2403128049.0,0.0,-1.88,-30.02,-3.18,-116.0,454523692263.0,2386598711.0,-21302798420.0,-15904395825.0,-77.0,1940.0,1010.0,3.92,-3.34,9.48,-7.64,11.25,3.96,77.71011750538496,41.533775749199215,2380,489983133080,12.93,2615,-22.54,-33.96,8.59,338.37,71.85,2020-11-10,44.88,9.87,2021-09-09
11,3490,KOSPI,대한항공,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",1966-03-18,12월,"조원태, 우기홍",http://www.koreanair.com,서울특별시,2022-08-12,368209374.0,3421420220359.0,740303521923.0,3062607459690.0,448286971972.0,0.0,21.64,89.51,13.1,2884257098465.0,773092247067.0,1119316939574.0,532619942734.0,0.0,26.8,38.81,18.47,4868.0,2012982450374.0,193082245538.0,1285388675820.0,115569622603.0,0.0,9.59,63.85,5.74,1792816354047.0,100973038995.0,510574675134.0,-53651166071.0,0.0,5.63,28.48,-2.99,1252.0,9016824640301.0,1417968632826.0,3514195624777.0,577683539995.0,1568.0,41499.0,18646.0,3.21,2.17,11.73,8.41,12.05,21.17,69.96771232274384,18.789570450268712,26200,9647085598800,5.38,34250,27.36,21.84,4.8,139.53,31.68,2021-06-11,31.53,30.73,2021-09-27
5,128820,KOSPI,대성산업,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,"김영대,이은우(공동대표)",http://www.daesung.co.kr,서울특별시,2022-08-16,45239451.0,408632545334.0,877820369.0,1895700824.0,-2376041140.0,-3013294788.0,0.21,0.46,-0.58,458810186084.0,16422823883.0,13241249125.0,6922217140.0,8523848847.0,3.58,2.89,1.51,-208.0,248472171782.0,-1412837136.0,-23139712100.0,5071538839.0,7381762667.0,-0.57,-9.31,2.04,239976901101.0,5473975011.0,-9452305612.0,-249764892.0,1467678793.0,2.28,-3.94,-0.1,448.0,1129133659980.0,19343532632.0,-22278857829.0,-60948783298.0,-1347.0,22165.0,10187.0,-0.28,-3.69,-0.94,-13.22,0.7799999999999999,1.3000000000000005,64.45807287124234,113.2173513905223,5180,234340356180,-24.9,7120,15.89,-5.29,2.72,126.03,37.45,2022-06-08,63.42,37.45,2022-06-08
4,5010,KOSPI,휴스틸,1차 철강 제조업,"강관(배관용,구조용,유정용) 제조,도매",1973-06-29,12월,박훈,http://www.husteel.com,서울특별시,2022-08-12,39188500.0,240755397257.0,71890610372.0,76738476241.0,52945742561.0,0.0,29.86,31.87,21.99,197344884585.0,26634307763.0,7041068862.0,17260072686.0,0.0,13.5,3.57,8.75,5404.0,148082007803.0,13881735651.0,13290233889.0,12537602699.0,0.0,9.37,8.97,8.47,107244826402.0,628622485.0,10082264811.0,2308783128.0,0.0,0.59,9.4,2.15,1276.0,616505522303.0,63214154152.0,2864026520.0,37987133196.0,969.0,33960.0,15984.0,10.54,3.99,15.91,6.06,20.49,12.91,62.58247766149111,-97.67670688964031,5840,228860840000,1.08,5840,4.58,6.03,42.02,321.97,0.0,2022-08-12,103.56,0.0,2022-08-12
