,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_6,Quarter_Operating_Profit2022_6,Quarter_Cashflow2022_6,Quarter_Earn2022_6,Quarter_Continue_Earn2022_6,Quarter_Percent_Operating_Profit2022_6,Quarter_Percent_Cashflow2022_6,Quarter_Percent_Earn2022_6,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Full_EPS,Last_Revenue2021_6,Last_Operating_Profit2021_6,Last_Cashflow2021_6,Last_Earn2021_6,Last_Continue_Earn2021_6,Last_Percent_Operating_Profit2021_6,Last_Percent_Cashflow2021_6,Last_Percent_Earn2021_6,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before,Quarter_Top_Stock_Price,Recent_Market_Gun,Quarter_Per,Last_Top_Stock_Price,Fake_Last_Per,Real_Last_Per,Price_Percent_Change,Price_Percent_Change_Three_Year,Price_Percent_Compare_Old_Biggest_Now,Old_Top_Stock_Price_Date,Price_Percent_Change_Year,Price_Percent_Compare_Last_Bigget_Now,Last_Top_Stock_Price_Date
775,20560,KOSPI,아시아나항공,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,정성권,http://www.flyasiana.com,서울특별시,2022-08-12,74421036.0,1549278096088.0,139496432172.0,1165311426872.0,-164900077923.0,-212922533719.0,9.0,75.22,-10.64,1246250096086.0,143524227260.0,428878751970.0,-11117158239.0,-46551582964.0,11.52,34.41,-0.89,-8860.0,985007479053.0,55898619969.0,427770174428.0,58433052793.0,-15129777609.0,5.67,43.43,5.93,847160379434.0,-88608585312.0,176194381878.0,-319388249709.0,-345030903231.0,-10.46,20.8,-37.7,3140.0,4339706411421.0,93203600406.0,1008216924639.0,-362476384455.0,-4870.0,8774.0,7002.0,-2.47,-2.77,-100.97,-69.56,3.33,21.98,57.28592209040866,,15350,1142362902600,-1.73,29150,9.28,-5.99,4.82,86.93,104.59,2019-11-12,81.73,89.9,2021-09-23
776,10780,KOSPI,아이에스동서,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,"허석헌, 정원호, 김갑진(각자 대표이사)",http://www.isdongseo.co.kr,서울특별시,2022-08-16,30894384.0,575177701760.0,82258726356.0,256136485719.0,51913876063.0,0.0,14.3,44.53,9.03,589898548325.0,111697236169.0,142472347491.0,79166864100.0,0.0,18.93,24.15,13.42,6720.0,335278676610.0,51170468888.0,89904719413.0,-238407219.0,0.0,15.26,26.81,-0.07,310227453764.0,40300810573.0,-55706521707.0,11937952126.0,0.0,12.99,-17.96,3.85,-28.0,1608440924896.0,310765130275.0,224248467500.0,104971578755.0,3397.0,98693.0,47156.0,2.9,2.99,6.81,7.21,-0.9599999999999992,5.94,71.55212719628254,,41400,1279027497600,6.16,59500,-2125.0,17.52,4.87,125.79,64.98,2021-05-10,45.7,43.72,2022-03-11
786,11690,KOSPI,와이투솔루션,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도,2022-08-12,159216166.0,30101033485.0,354772606.0,-12113734403.0,-660865213.0,-660865213.0,1.18,-40.24,-2.2,24750639387.0,141254183.0,-6986525331.0,-555389122.0,0.0,0.57,-28.23,-2.24,-16.0,24217750392.0,-541306178.0,-8264584167.0,313118581.0,457202050.0,-2.24,-34.13,1.29,24906253052.0,-1149448601.0,-7110509209.0,2549380989.0,0.0,-4.62,-28.55,10.24,4.0,101522699260.0,-4529522233.0,-6070949900.0,-9658224645.0,-60.0,1099.0,549.0,-0.99,-8.15,-1.46,-11.03,3.42,5.19,24.29326835800348,,812,129283526792,-50.75,1200,300.0,-20.0,23.03,418.0,665.52,2019-10-01,40.02,47.78,2022-06-15
797,47400,KOSPI,유니온머티리얼,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매",2009-09-29,12월,"김진영, 이우선",http://unionmaterials.com,대구광역시,2022-08-16,42003222.0,32260504978.0,905125585.0,-6385367328.0,2034443685.0,2034443685.0,2.81,-19.79,6.31,31904506443.0,1469550503.0,-1839677171.0,1345082693.0,1345082693.0,4.61,-5.77,4.22,192.0,30275492968.0,-1359146182.0,3384390427.0,-1627821308.0,-1627821308.0,-4.49,11.18,-5.38,28459965456.0,185630133.0,166768423.0,1267044497.0,1267044497.0,0.65,0.59,4.45,-152.0,118261478442.0,-848992713.0,3329002118.0,543550735.0,12.0,4036.0,1997.0,2.08,0.29,4.76,0.65,7.300000000000001,3.96,6.556497732664764,,3315,139240680930,17.27,4155,-27.34,346.25,11.16,135.07,69.83,2020-07-27,52.31,25.34,2021-11-03
815,7570,KOSPI,일양약품,의약품 제조업,"일반의약품(원비디,영비천,아진탈,디세텔,노루모산),항암제(베타-이뮤난),전문의약품 제조,판매,수출입",1974-08-28,12월,김동연,http://www.ilyang.co.kr,경기도,2022-08-16,19093483.0,83141837563.0,8942447977.0,8368540140.0,4330088901.0,0.0,10.76,10.07,5.21,85695368538.0,11101585716.0,4975361968.0,6025001029.0,0.0,12.95,5.81,7.03,904.0,81560341918.0,6170228920.0,18463594991.0,3105397461.0,0.0,7.57,22.64,3.81,82085839628.0,8221692877.0,10965180020.0,399601219.0,0.0,10.02,13.36,0.49,648.0,371347508042.0,41025011213.0,67020184265.0,14383750120.0,753.0,29387.0,14233.0,1.8,2.91,3.08,5.29,3.1899999999999995,2.93,1.93904979774364,,23800,454424895400,26.33,36450,56.25,48.41,1.26,338.65,310.08,2020-07-21,53.47,53.15,2021-09-03
873,3350,KOSPI,한국화장품제조,기타 화학제품 제조업,"화장품(OEM,ODM)",1978-02-06,12월,이용준,http://www.hkcosm.com,서울특별시,2022-08-16,4532181.0,31513622875.0,2590095259.0,8622330080.0,1923920994.0,0.0,8.22,27.36,6.11,28012786911.0,1147519017.0,3562930464.0,977063462.0,0.0,4.1,12.72,3.49,1696.0,21757173468.0,1310866823.0,9308136361.0,1384515777.0,0.0,6.02,42.78,6.36,15056108825.0,-563020000.0,2961969028.0,-28531493.0,0.0,-3.74,19.67,-0.19,1220.0,67809682461.0,-771314063.0,12582952238.0,-1201698631.0,-265.0,19820.0,9485.0,4.26,-1.57,8.56,-2.8,2.200000000000001,7.84,44.84244895757982,,22300,101067636300,13.15,33650,27.58,-126.98,0.73,82.16,115.25,2020-08-14,47.59,50.9,2022-04-29
882,4710,KOSPI,한솔테크닉스,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",1988-07-06,12월,박현순,http://www.hansoltechnics.com,서울특별시,2022-08-16,32107265.0,346659791458.0,14329471532.0,16675425526.0,805465369.0,0.0,4.13,4.81,0.23,462035542001.0,10745971338.0,-12841029918.0,605217597.0,0.0,2.33,-2.78,0.13,100.0,350904641765.0,4111637285.0,-57041029524.0,89344320.0,0.0,1.17,-16.26,0.03,306171518011.0,2259101947.0,-46272077550.0,3267966398.0,0.0,0.74,-15.11,1.07,8.0,1490620987769.0,-4255870192.0,-56228149336.0,-9330236944.0,-290.0,25219.0,8667.0,0.15,-1.18,0.4,-3.35,2.96,1.59,-1.2096877047989485,,6570,210944731050,65.7,7810,976.25,-26.93,6.83,80.62,77.32,2021-01-19,28.73,18.87,2021-12-30
883,5110,KOSPI,한창,기계장비 및 관련 물품 도매업,"소화기, 통신장비 유통",1976-06-01,12월,최 승 환,http://www.hanchang.co.kr,부산광역시,2022-08-16,74255193.0,25090862199.0,3339265685.0,6159066260.0,-4763491713.0,-4270764167.0,13.31,24.55,-18.98,22816421665.0,4044887145.0,4007768114.0,460529970.0,2909709209.0,17.73,17.57,2.02,-256.0,9234163390.0,922416034.0,-532436093.0,-914821356.0,-1550912355.0,9.99,-5.77,-9.91,7398774891.0,814747393.0,-2057571965.0,3729053338.0,3653952935.0,11.01,-27.81,50.4,-48.0,35217986685.0,-4720153512.0,-3530202444.0,-27468905829.0,-369.0,1196.0,498.0,-7.15,-20.46,-21.39,-74.24,3.3200000000000003,6.720000000000001,171.71776304252722,,1120,83165816160,-4.38,1530,-31.88,-4.15,12.56,257.63,211.96,2019-09-20,100.79,36.61,2022-06-09
894,322000,KOSPI,현대에너지솔루션,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,박종환,http://www.hyundai-es.co.kr/,경기도,2022-08-16,11200298.0,264053648031.0,23770035799.0,-34157373669.0,16214415808.0,0.0,9.0,-12.94,6.14,176087540879.0,7735516263.0,-31957698626.0,5589156937.0,0.0,4.39,-18.15,3.17,5788.0,146328637813.0,2902402017.0,-23117832120.0,2578241146.0,0.0,1.98,-15.8,1.76,90094067963.0,1569327185.0,-15462339195.0,-280418244.0,0.0,1.74,-17.16,-0.31,920.0,593163581874.0,9494797191.0,36486270987.0,-6655574104.0,-594.0,59637.0,28599.0,5.67,-1.1,9.71,-2.08,7.02,2.6499999999999995,80.45247463346588,,53000,593615794000,9.16,58600,63.7,-98.65,10.67,186.55,10.57,2022-08-08,179.22,10.57,2022-08-08
897,267250,KOSPI,현대중공업지주,석유 정제품 제조업,지주회사,2017-05-10,12월,"권오갑, 정기선 (각자 대표이사)",http://www.hyundai-holdings.co.kr,서울특별시,2022-08-16,78989493.0,15753952953000.0,1235840961000.0,342891684000.0,709087298000.0,0.0,7.84,2.18,4.5,11296643300000.0,805027774000.0,-1055178035000.0,337291925000.0,0.0,7.13,-9.34,2.99,35904.0,6330311036000.0,184626449000.0,-168625832000.0,-126484443000.0,0.0,2.92,-2.66,-2.0,6075482391000.0,534297902000.0,-286438229000.0,151522796000.0,0.0,8.79,-4.71,2.49,-6404.0,28158746399000.0,1085411576000.0,205801317000.0,-132297229000.0,-1674.0,546792.0,150494.0,2.16,-0.37,6.57,-1.11,4.92,-1.6599999999999993,148.86538534060114,,59100,4668279036300,1.65,69800,-10.9,-41.7,4.55,62.34,31.3,2021-05-11,33.52,18.1,2021-09-16
