,Unnamed: 0,Unnamed: 0.1,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Revenue2021_12,Quarter_Operating_Profit2021_12,Quarter_Cashflow2021_12,Quarter_Earn2021_12,Quarter_Continue_Earn2021_12,Quarter_Percent_Operating_Profit2021_12,Quarter_Percent_Cashflow2021_12,Quarter_Percent_Earn2021_12,Quarter_Full_EPS,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Last_Revenue2020_12,Last_Operating_Profit2020_12,Last_Cashflow2020_12,Last_Earn2020_12,Last_Continue_Earn2020_12,Last_Percent_Operating_Profit2020_12,Last_Percent_Cashflow2020_12,Last_Percent_Earn2020_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
42,42,582,10280,KOSDAQ,쌍용정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","클라우드,시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)",2000-04-14,12월,박진국,http://www.sicc.co.kr,서울특별시,2022-05-16,56444128566.0,-321442000.0,5869098469.0,-167383500.0,0.0,-0.57,10.4,-0.3,101741860790.0,10406869834.0,7636401831.0,2381818999.0,0.0,10.23,7.51,2.34,-8.0,32671620219.0,-3739318754.0,-5087585204.0,-3014373776.0,0.0,-11.45,-15.57,-9.23,49008917877.0,-10823500367.0,13521188745.0,-15570194342.0,0.0,-22.08,27.59,-31.77,-188.0,242589367597.0,6400343987.0,4950124589.0,-1816650041.0,-28.0,762.0,712.0,-0.35,-1.34,-1.05,-3.99,10.88,32.31,72.76195116021589,
99,99,1217,89030,KOSDAQ,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",2011-11-10,12월,"나윤성, 장 남 각자대표",http://techwing.co.kr,경기도,2022-05-13,66909759988.0,14208745408.0,7077914653.0,9716982632.0,0.0,21.24,10.58,14.52,68144666014.0,7768465793.0,517981290.0,5761652606.0,0.0,11.4,0.76,8.46,2004.0,38865684427.0,1957410139.0,8851690864.0,-2314772713.0,0.0,5.04,22.78,-5.96,49769219002.0,3075236749.0,10103631784.0,8855385919.0,0.0,6.18,20.3,17.79,-476.0,255915216713.0,36219406193.0,2406698360.0,17992993747.0,927.0,12278.0,11881.0,7.45,3.54,16.32,7.81,16.2,5.220000000000001,72.15639187745212,
14,14,246,109860,KOSDAQ,동일금속,금속 주조업,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등",2009-07-28,12월,오길봉,http://www.dongilmetal.co.kr,경상북도,2022-05-12,24089244169.0,2793975131.0,315904264.0,5514803163.0,0.0,11.6,1.31,22.89,22643507979.0,1614133081.0,-1186335746.0,7628041571.0,0.0,7.13,-5.24,33.69,2420.0,13995266804.0,352828629.0,1776435003.0,2401759134.0,0.0,2.52,12.69,17.16,12573043184.0,-510135191.0,8387546.0,1213184937.0,0.0,-4.06,0.07,9.65,1052.0,69383015106.0,1995504694.0,-114157796.0,15065863977.0,1655.0,16758.0,15582.0,12.29,9.27,14.44,10.62,9.08,11.19,72.12422247009276,
2,2,43,60720,KOSDAQ,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,http://www.khvatec.com,경상북도,2022-05-16,66081733433.0,4942359029.0,-16736566369.0,5426619974.0,5547182496.0,7.48,-25.33,8.21,115867301253.0,10957236097.0,3543974209.0,13932606965.0,12851048811.0,9.46,3.06,12.02,916.0,38997140445.0,695821307.0,-1976885995.0,3405640259.0,3645391236.0,1.78,-5.07,8.73,33808388561.0,-974339881.0,-6243446787.0,-14503962383.0,31558817005.0,-2.88,-18.47,-42.9,572.0,339842788109.0,26919687491.0,75374210680.0,33412209394.0,1411.0,9461.0,9150.0,7.46,8.75,9.68,15.43,5.7,12.34,69.45276673862541,
62,62,815,60850,KOSDAQ,영림원소프트랩,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등",2020-08-12,12월,권영범,http://ksystem.co.kr,서울특별시,2022-05-12,13932318681.0,1928277276.0,187315836.0,1991381018.0,0.0,13.84,1.34,14.29,15010670635.0,2877997573.0,4596597770.0,3038164515.0,0.0,19.17,30.62,20.24,976.0,8258337158.0,-1370268259.0,-61155381.0,-1075194827.0,0.0,-16.59,-0.74,-13.02,11343746280.0,1651455677.0,2508463402.0,1910389330.0,0.0,14.56,22.11,16.84,-528.0,47705702483.0,4338313484.0,5426738454.0,4934674738.0,606.0,4978.0,4598.0,12.66,8.8,19.6,13.2,30.43,4.610000000000001,68.70610165756568,
254,254,709,80000,KOSDAQ,에스엔유,특수 목적용 기계 제조업,"OLED증착장비, OLED봉지장비, LCD검사장비 등",2005-01-25,12월,구병완,http://www.snuprecision.com,충청남도,2022-05-13,26913994425.0,2517065011.0,-2237254539.0,2859133277.0,0.0,9.35,-8.31,10.62,47699486646.0,4687880097.0,2921900952.0,4238792589.0,0.0,9.83,6.13,8.89,332.0,16173010886.0,84229271.0,6755584194.0,2423809583.0,0.0,0.52,41.77,14.99,45929745969.0,1987334759.0,19408682392.0,-1506529950.0,0.0,4.33,42.26,-3.28,280.0,114038747738.0,6129344298.0,9181824085.0,8469691161.0,246.0,3961.0,3755.0,6.98,4.99,8.38,6.57,8.83,5.5,66.41301124886907,
51,51,625,332370,KOSDAQ,아이디피,컴퓨터 및 주변장치 제조업,"카드인쇄용 프린터, 카드인쇄용 리본",2020-08-24,12월,노현철,http://www.idp-corp.com,서울특별시,2022-05-13,8716247735.0,2254597306.0,-553804051.0,1953218513.0,0.0,25.87,-6.35,22.41,8532078761.0,1273950707.0,1211728043.0,1306143242.0,0.0,14.93,14.2,15.31,1176.0,5250075459.0,566000080.0,1245748282.0,831275817.0,0.0,10.78,23.73,15.83,5139050993.0,259467556.0,1541463542.0,-27755487.0,0.0,5.05,30.0,-0.54,500.0,26092880717.0,3921517533.0,4762432585.0,4256704452.0,641.0,6570.0,6221.0,15.19,9.17,17.9,10.31,15.090000000000002,9.88,66.0213801319384,
185,185,1199,214150,KOSDAQ,클래시스,의료용 기기 제조업,미용의료기기,2015-04-03,12월,정성재,http://classys.co.kr,서울특별시,2022-05-13,35381923747.0,16704879165.0,9083900655.0,12816563552.0,0.0,47.21,25.67,36.22,25320291310.0,11433711484.0,7242888336.0,9679782505.0,0.0,45.16,28.61,38.23,788.0,21320567665.0,10894569996.0,7680421337.0,9562254068.0,0.0,51.1,36.02,44.85,20876898191.0,8943176726.0,17523936229.0,13214077038.0,0.0,42.84,83.94,63.3,588.0,100596935574.0,51712720398.0,36367042257.0,43804676382.0,676.0,2811.0,2527.0,14.72,20.24,28.03,26.75,-3.890000000000001,2.319999999999993,65.95207174095663,
85,85,1057,38010,KOSDAQ,제일테크노스,"구조용 금속제품, 탱크 및 증기발생기 제조업",DECK PLATE,2000-01-11,12월,"나주영,최재우",http://www.jeil21c.co.kr,경상북도,2022-05-16,45801436889.0,3038294462.0,728576321.0,2082919493.0,0.0,6.63,1.59,4.55,60685931520.0,367084749.0,3718973572.0,53026325.0,0.0,0.6,6.13,0.09,924.0,27673943517.0,375083387.0,-4215249760.0,615685229.0,0.0,1.36,-15.23,2.22,46121783444.0,-1910128819.0,4353302431.0,-3545694424.0,0.0,-4.14,9.44,-7.69,272.0,179327760007.0,714557697.0,-15297741065.0,747310921.0,83.0,8219.0,8071.0,4.77,0.46,11.24,1.03,5.27,4.739999999999999,65.50383164894569,
141,141,439,72950,KOSDAQ,빛샘전자,전자부품 제조업,"전광판용 LED 모듈, LED 전광판, 광접속함체",2012-03-21,12월,"강만준, 강명구 (각자대표)",http://www.vissem.com,경기도,2022-05-16,25547703574.0,1131215761.0,-2731688617.0,927708872.0,0.0,4.43,-10.69,3.63,26082628771.0,1597612816.0,2480555844.0,1616438982.0,0.0,6.13,9.51,6.2,592.0,15500446447.0,328208475.0,-371093012.0,435425638.0,0.0,2.12,-2.39,2.81,18354419885.0,730636560.0,2062181179.0,507625371.0,0.0,3.98,11.24,2.77,276.0,81783273565.0,4042477866.0,1207386096.0,4122431379.0,661.0,11047.0,10729.0,4.3,4.94,5.36,6.17,2.31,2.15,64.8191467346063,
78,78,1004,51370,KOSDAQ,인터플렉스,전자부품 제조업,연성회로기판(Flexible PCB),2003-01-22,12월,신일운,http://www.interflex.co.kr,경기도,2022-05-16,131612565240.0,7392169643.0,24216116107.0,5456762302.0,0.0,5.62,18.4,4.15,139884123075.0,12616316223.0,-2826268695.0,7730110791.0,0.0,9.02,-2.02,5.53,932.0,81268784714.0,-4163065164.0,3609441169.0,-4535709299.0,0.0,-5.12,4.44,-5.58,86173508810.0,-14058235246.0,-11548042793.0,-29150592462.0,0.0,-16.31,-13.4,-33.83,-776.0,446995490354.0,3197400702.0,11173315424.0,-238986176.0,-10.0,8385.0,7683.0,7.33,-0.07,11.11,-0.13,10.74,25.33,61.94725404491916,
109,109,1268,54300,KOSDAQ,팬스타엔터프라이즈,일반 목적용 기계 제조업,자동차 정비용 리프트,2002-01-10,12월,"김현겸, 최영학 각자대표",http://www.heshbon.com,부산광역시,2022-05-16,14112457115.0,267595027.0,549427105.0,270235807.0,0.0,1.9,3.89,1.91,16180461853.0,853051514.0,4282889184.0,623605469.0,0.0,5.27,26.47,3.85,16.0,8826932289.0,-194290987.0,336196887.0,-100934196.0,0.0,-2.2,3.81,-1.14,7800749304.0,-609032931.0,2944836869.0,-2490489813.0,0.0,-7.81,37.75,-31.93,-4.0,53330417417.0,1050960045.0,3749754951.0,2246714072.0,38.0,880.0,796.0,1.08,2.77,1.82,4.85,4.1,13.079999999999998,59.87952159309919,
149,149,592,264660,KOSDAQ,씨앤지하이테크,특수 목적용 기계 제조업,"약액혼합공급장치, 화학약품재생장치",2018-01-25,12월,홍사문,http://www.cnghitech.com,경기도,2022-05-13,39756829425.0,4376788415.0,19797396310.0,4000028707.0,0.0,11.01,49.8,10.06,51756154685.0,5420470682.0,-15316011357.0,2655731220.0,0.0,10.47,-29.59,5.13,1884.0,24971761354.0,2725125892.0,-5223733584.0,2081492498.0,0.0,10.91,-20.92,8.34,41665891526.0,3694007325.0,27884319084.0,2094912779.0,0.0,8.87,66.92,5.03,980.0,101402671035.0,7326631985.0,-20369873706.0,4977573876.0,586.0,9795.0,9100.0,9.72,3.57,19.23,6.44,0.0999999999999996,1.6000000000000014,59.207149473385925,
104,104,1242,104480,KOSDAQ,티케이케미칼,화학섬유 제조업,"수지, 폴리에스터, 스판덱스",2011-04-26,12월,김병기,http://www.tkchemi.co.kr,대구광역시,2022-05-16,201760175287.0,22526038082.0,-735393596.0,116820169279.0,116820169279.0,11.16,-0.36,57.9,220929104930.0,28093611446.0,15426126183.0,105587169531.0,105587169531.0,12.72,6.98,47.79,5140.0,126790755086.0,7465527991.0,458189327.0,46725846733.0,46725846733.0,5.89,0.36,36.85,110227298556.0,-1176335308.0,-9993170319.0,13676333895.0,365864428895.0,-1.07,-9.07,12.41,2052.0,693903280862.0,66516079754.0,44275711205.0,350832727696.0,3859.0,9912.0,7346.0,33.83,30.54,51.85,52.53,5.2700000000000005,13.79,59.12845944497257,
116,116,1321,161580,KOSDAQ,필옵틱스,특수 목적용 기계 제조업,디스플레이 및 반도체 제조공정용 제작,2017-06-01,12월,한기수,http://www.philoptics.com/,경기도,2022-05-16,60080910719.0,1931027844.0,-1013019122.0,653934599.0,0.0,3.21,-1.69,1.09,70320499390.0,-387668256.0,-5221506784.0,-5751646452.0,0.0,-0.55,-7.43,-8.18,120.0,37896292913.0,-6630032296.0,-14073135006.0,5674687338.0,0.0,-17.5,-37.14,14.97,30568955190.0,-7635804466.0,13391246752.0,-5384292626.0,0.0,-24.98,43.81,-17.61,1044.0,230791827975.0,-10525310027.0,-67705504482.0,-4277874365.0,-197.0,4309.0,4542.0,0.86,-1.54,2.78,-4.34,20.71,24.43,58.54033759167445,
49,49,623,143160,KOSDAQ,아이디스,통신 및 방송 장비 제조업,"영상보안장치(DVR,NVR,IP-Camera 등)",2011-09-26,12월,김영달,http://www.idisglobal.com,대전광역시,2022-05-16,62999679355.0,9461562603.0,-2481106952.0,7477447616.0,8312386659.0,15.02,-3.94,11.87,58680067930.0,4042154321.0,-10220431264.0,3939678216.0,4530899782.0,6.89,-17.42,6.71,2788.0,40070082416.0,3787977106.0,-5335662072.0,4011503730.0,4011503730.0,9.45,-13.32,10.01,36611663717.0,-851714325.0,5515617265.0,-1269357069.0,11841276153.0,-2.33,15.07,-3.47,1496.0,204054825005.0,18255043901.0,3242951755.0,23208278352.0,2165.0,24177.0,22819.0,9.08,7.61,11.53,9.49,5.57,9.22,57.22373291112624,
105,105,1243,81150,KOSDAQ,티플랙스,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매",2009-04-23,12월,김영국,http://www.tplex.co.kr,경기도,2022-05-16,62246477455.0,7896259462.0,-1180463730.0,6177290174.0,0.0,12.69,-1.9,9.92,57010066268.0,5553902494.0,4098139059.0,1900078906.0,0.0,9.74,7.19,3.33,1016.0,40047957338.0,2076952545.0,2203874004.0,1541624979.0,0.0,5.19,5.5,3.85,32875051870.0,1640892545.0,5259615647.0,1488792660.0,0.0,4.99,16.0,4.53,252.0,189544183775.0,16821458054.0,7410941024.0,10431503924.0,429.0,7662.0,5970.0,8.97,4.99,13.26,7.2,7.499999999999999,4.75,55.42984359888104,
194,194,1327,3380,KOSDAQ,하림지주,기타 금융업,지주사업,2017-06-30,12월,김홍국,http://www.harimholdings.co.kr,전라북도,2022-05-16,3184775678507.0,231627079086.0,301548696129.0,44037268140.0,0.0,7.27,9.47,1.38,3203023864714.0,212923282583.0,297195834687.0,88292103144.0,0.0,6.65,9.28,2.76,1572.0,2056883599438.0,107738044459.0,46874791886.0,50273319800.0,0.0,5.24,2.28,2.44,1992566453315.0,103181238938.0,229884845059.0,15974443655.0,0.0,5.18,11.54,0.8,1792.0,10808699503695.0,744588607216.0,734673211140.0,311757621040.0,2782.0,41233.0,37966.0,1.38,2.69,3.81,7.33,2.03,1.4700000000000006,54.83499792487881,
127,127,102,215000,KOSDAQ,골프존,소프트웨어 개발 및 공급업,골프시뮬레이터,2015-04-03,12월,"최덕형, 박강수",http://www.golfzon.com,서울특별시,2022-05-16,153865755315.0,50702221526.0,34496371518.0,39138415868.0,0.0,32.95,22.42,25.44,112074556664.0,12034634748.0,33330611597.0,2811476433.0,0.0,10.74,29.74,2.51,24944.0,99395723177.0,28442251603.0,25494736431.0,21876596819.0,0.0,28.62,25.65,22.01,73959630632.0,6532164853.0,23381719634.0,5669436607.0,0.0,8.83,31.61,7.67,13944.0,440308103513.0,107671750993.0,136071286672.0,76314248340.0,12160.0,49933.0,46514.0,28.12,15.78,49.95,26.14,4.330000000000002,1.91,54.80118298551127,
144,144,464,38540,KOSDAQ,상상인,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT 통합 솔루션,2000-08-18,12월,"유준원, 이민식(각자 대표이사)",http://www.sangsanginworld.co.kr,경기도,2022-05-16,174494494501.0,45967583387.0,-327900836260.0,34723183877.0,35392017431.0,26.34,-187.91,19.9,158892162361.0,36090615334.0,428852730386.0,26572376092.0,24922704208.0,22.71,269.9,16.72,2508.0,112951473852.0,16695609816.0,437472848877.0,14597322995.0,15753502123.0,14.78,387.31,12.92,110768923490.0,26914567999.0,103199920886.0,16320164178.0,54011754250.0,24.3,93.17,14.73,1052.0,569033843506.0,132130238376.0,278398972578.0,101137945209.0,1827.0,15616.0,14486.0,1.98,1.76,16.06,12.62,11.56,-1.59,54.48624843057793,
52,52,688,102120,KOSDAQ,어보브반도체,반도체 제조업,"반도체,전자제품,마이크로컨트롤라",2009-06-05,12월,최원,http://abov.co.kr,충청북도,2022-05-16,54622893254.0,6730570477.0,12857756967.0,6341694125.0,0.0,12.32,23.54,11.61,48724305322.0,5423329491.0,3679421965.0,3915824202.0,0.0,11.13,7.55,8.04,1452.0,35451724475.0,2629525923.0,6202449515.0,2632321125.0,0.0,7.42,17.5,7.43,38714596291.0,938738862.0,8485696714.0,-1546259046.0,0.0,2.42,21.92,-3.99,600.0,167498755290.0,17622418239.0,13559523477.0,13707442319.0,785.0,6812.0,6407.0,16.58,10.23,21.31,12.26,4.9,8.71,54.07683000729403,
150,150,605,25980,KOSDAQ,아난티,일반 및 생활 숙박시설 운영업,리조트 운영 및 분양,1996-01-06,12월,이만규,http://www.ananti.kr,충청북도,2022-05-16,85575130269.0,35398192505.0,11539411318.0,26751216064.0,0.0,41.37,13.48,31.26,68595857645.0,23798457760.0,28064651862.0,33505259737.0,0.0,34.69,40.91,48.84,1248.0,55612271352.0,21556949365.0,12718352438.0,14321360791.0,0.0,38.76,22.87,25.75,36860399134.0,1515729269.0,-54009672897.0,1882371762.0,0.0,4.11,-146.52,5.11,668.0,219820294987.0,59730733449.0,175764709350.0,16681634105.0,194.0,5193.0,4676.0,7.47,1.2,24.03,4.16,2.6099999999999994,30.58,53.87814269866615,
408,408,488,11370,KOSDAQ,서한,건물 건설업,"건축, 토목",1994-05-24,12월,"조종수, 정우필(각자 대표이사)",http://www.seo-han.co.kr,대구광역시,2022-05-16,160144310627.0,16730671656.0,-12337666028.0,11713513027.0,0.0,10.45,-7.7,7.31,196089748021.0,16793194722.0,-34011134489.0,13750446154.0,0.0,8.56,-17.34,7.01,464.0,104441396101.0,4207384053.0,16204943960.0,0.0,0.0,4.03,15.52,0.0,150487249063.0,7492377312.0,-55542975229.0,2633683883.0,0.0,4.98,-36.91,1.75,0.0,608817281256.0,55816077094.0,-89829933823.0,46416953200.0,460.0,3788.0,3583.0,5.3,6.15,12.25,12.84,6.419999999999999,3.58,53.3341343619464,
53,53,689,238120,KOSDAQ,얼라인드,사진장비 및 광학기기 제조업,"자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템",2016-11-03,12월,정연철,http://www.alignedgenetics.co.kr,경기도,2022-05-16,3404282711.0,565047571.0,478038808.0,640955750.0,0.0,16.6,14.04,18.83,3964868124.0,1089210878.0,39380217.0,2275458243.0,0.0,27.47,0.99,57.39,356.0,2224472711.0,54770935.0,925080435.0,1571372645.0,0.0,2.46,41.59,70.64,2549311887.0,110449883.0,95865128.0,701605892.0,0.0,4.33,3.76,27.52,872.0,11761977467.0,2178935858.0,135966633.0,5541665889.0,770.0,4153.0,3754.0,6.86,16.08,8.57,20.53,14.14,23.14,53.03773762500429,
461,461,771,205100,KOSDAQ,엑셈,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",2014-11-07,12월,조종암,http://www.ex-em.com,서울특별시,2022-05-16,9403572664.0,1343364120.0,-2598053127.0,2180352672.0,0.0,14.29,-27.63,23.19,22976048499.0,8813882353.0,15406010992.0,6184934252.0,0.0,38.36,67.05,26.92,248.0,6157630683.0,-957757968.0,-1500529582.0,178029451.0,0.0,-15.55,-24.37,2.89,13934117746.0,4799735758.0,5418002384.0,2513295046.0,0.0,34.45,38.88,18.04,20.0,47330196572.0,12306499162.0,17079059677.0,10730104218.0,305.0,2864.0,2611.0,7.17,9.55,8.66,11.69,29.84,3.9099999999999966,52.71413873458511,
348,348,155,330860,KOSDAQ,네패스아크,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,2020-11-17,12월,"이창우, 이병구(각자 대표이사)",http://www.nepesark.co.kr,충청북도,2022-05-16,37139259286.0,7052835507.0,16290676806.0,7689788382.0,0.0,18.99,43.86,20.71,33674834304.0,7506439746.0,18954856842.0,6762341674.0,0.0,22.29,56.29,20.08,2524.0,24343904803.0,4885500580.0,14127161712.0,5730306763.0,0.0,20.07,58.03,23.54,18955954153.0,1770171949.0,13946693667.0,-34717907420.0,0.0,9.34,73.57,-183.15,1880.0,114206894182.0,26919155918.0,69485673660.0,24596454071.0,2018.0,17698.0,16498.0,5.97,5.89,14.26,12.24,-1.0800000000000018,12.95,52.56081383222948,
7,7,103,121440,KOSDAQ,골프존뉴딘홀딩스,상품 중개업,골프시뮬레이터,2011-05-20,12월,최덕형,http://company.golfzon.com,서울특별시,2022-05-16,112613941863.0,21988324714.0,-8787229299.0,16682042217.0,0.0,19.53,-7.8,14.81,99472825926.0,9062582218.0,7466139381.0,86552004207.0,-48912035412.0,9.11,7.51,87.01,1556.0,74319970581.0,10709899301.0,-3547172937.0,8050080600.0,0.0,14.41,-4.77,10.83,70334312758.0,271065569.0,8258647635.0,11271247782.0,-16846449242.0,0.39,11.74,16.03,748.0,417687053096.0,73192953769.0,21104189699.0,134767107664.0,3145.0,16342.0,14037.0,6.23,14.35,9.52,22.41,5.120000000000001,8.719999999999999,51.52581598544107,
86,86,1059,80220,KOSDAQ,제주반도체,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",2005-02-01,12월,"박성식, 조형섭(각자 대표)",http://www.jeju-semi.com,제주특별자치도,2022-05-16,50869218077.0,12764569533.0,-1639350231.0,14194759109.0,0.0,25.09,-3.22,27.9,4921535903.0,800503990.0,-6874195518.0,301265204.0,0.0,16.27,-139.68,6.12,1648.0,33597581201.0,452857550.0,-9241152553.0,-3590387414.0,0.0,1.35,-27.51,-10.69,-6136698675.0,-640671671.0,-8855241929.0,5359149918.0,0.0,10.44,144.3,-87.33,-416.0,193314675877.0,20058390951.0,7283157207.0,12571639477.0,365.0,3296.0,3400.0,45.86,7.49,49.99,10.74,23.74,5.83,51.40738189654536,
25,25,437,93190,KOSDAQ,빅솔론,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘",2007-08-20,12월,노현철 단독 대표이사,http://www.bixolon.com,경기도,2022-05-13,32703831902.0,5871686316.0,-2313440015.0,2609336678.0,0.0,17.95,-7.07,7.98,23948075815.0,2248377997.0,6369005834.0,6819613647.0,0.0,9.39,26.6,28.48,540.0,21607252126.0,1524390214.0,-826475027.0,2913544819.0,0.0,7.05,-3.82,13.48,19379540282.0,104213892.0,4551873289.0,564716931.0,0.0,0.54,23.49,2.91,604.0,100389818944.0,14012407399.0,15279044932.0,25773200124.0,1339.0,10682.0,10382.0,4.33,11.29,5.06,12.9,10.9,8.850000000000001,51.35581198058724,
179,179,1148,52400,KOSDAQ,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템",2001-10-18,12월,조정일,http://www.konai.co.kr,서울특별시,2022-05-13,58030176492.0,14699934592.0,-143495110026.0,10015333255.0,0.0,25.33,-247.28,17.26,58109730348.0,13915458376.0,-684065602943.0,16677703606.0,0.0,23.95,-1177.2,28.7,2572.0,38514912843.0,8806990897.0,247273018697.0,8444028209.0,0.0,22.87,642.02,21.92,32784959151.0,5413492373.0,-102443541361.0,5014392389.0,0.0,16.51,-312.47,15.29,2168.0,194500104691.0,48150048696.0,350421521987.0,52564937508.0,3379.0,9643.0,8681.0,16.41,4.97,26.67,38.92,2.4599999999999973,7.439999999999998,50.669369884208,
326,326,39,151860,KOSDAQ,KG ETS,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각",2013-07-24,12월,엄기민,http://www.kgets.co.kr,경기도,2022-05-16,999751791520.0,98322327246.0,199023216348.0,19934514213.0,0.0,9.83,19.91,1.99,997586476736.0,55303139273.0,-36750488424.0,-7672661022.0,0.0,5.54,-3.68,-0.77,2208.0,663586181482.0,51060791504.0,48769822262.0,41859143593.0,0.0,7.69,7.35,6.31,40180763155.0,3846601354.0,14476782590.0,1581378834.0,0.0,9.57,36.03,3.94,4644.0,3536889858339.0,325596666378.0,-43724576832.0,47920141424.0,1329.0,36366.0,34280.0,2.48,1.56,6.07,3.88,2.14,-4.03,50.65892259649451,
565,565,1325,67310,KOSDAQ,하나마이크론,반도체 제조업,"반도체패키징,IOT",2005-10-11,12월,이동철,http://www.hanamicron.co.kr,충청남도,2022-05-16,215660306827.0,33864568401.0,13415305604.0,18383754962.0,0.0,15.7,6.22,8.52,195779233679.0,33255019154.0,63364363501.0,2172650475.0,0.0,16.99,32.37,1.11,1532.0,143468622648.0,20217681967.0,33219993788.0,1352901483.0,0.0,14.09,23.15,0.94,149615264064.0,24556230775.0,40239016642.0,-16220676517.0,0.0,16.41,26.89,-10.84,112.0,669511962324.0,104720345406.0,149226058931.0,22765703856.0,475.0,12397.0,9011.0,5.59,2.21,12.36,5.27,1.6099999999999994,0.5799999999999983,50.31879643545625,
91,91,1163,9730,KOSDAQ,코센,1차 철강 제조업,"스테인리스파이프, 선박용배관제작",1990-07-27,12월,김광수,http://www.kossen.co.kr,전라북도,2022-05-16,13647759932.0,-198596769.0,-3103432285.0,376521670.0,0.0,-1.46,-22.74,2.76,12726710392.0,849101441.0,2391823617.0,-2214788385.0,0.0,6.67,18.79,-17.4,76.0,9085982249.0,-994582392.0,1081120403.0,-928579156.0,0.0,-10.95,11.9,-10.22,9051938590.0,-1344981624.0,-3934754075.0,-3088464847.0,0.0,-14.86,-43.47,-34.12,-188.0,45603510039.0,1054013417.0,3318874586.0,-3699848342.0,-188.0,1176.0,558.0,3.08,-8.97,6.46,-33.71,9.489999999999998,21.53,50.20676419989779,-81.90540307717383
117,117,1324,299030,KOSDAQ,하나기술,특수 목적용 기계 제조업,이차전지 양산 자동화 설비 제조,2020-11-25,12월,오태봉,http://www.hn-tech.co.kr,경기도,2022-05-13,21841798441.0,-50092309.0,-2598955310.0,898441342.0,0.0,-0.23,-11.9,4.11,45109984062.0,-705792447.0,14931640150.0,-1412422125.0,0.0,-1.56,33.1,-3.13,480.0,14645504946.0,-1729479958.0,-5098814771.0,594999021.0,0.0,-11.81,-34.81,4.06,23144632507.0,-8247868131.0,6009881859.0,-32704403234.0,0.0,-35.64,25.97,-141.3,316.0,113001413089.0,-4961722430.0,-23239099012.0,-2866792665.0,-383.0,11203.0,9144.0,1.49,-1.52,4.28,-4.2,11.58,34.08,49.13653384798768,
122,122,14,68790,KOSDAQ,DMS,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,http://www.dms21.co.kr,경기도,2022-05-16,57729050858.0,9644754893.0,5881645816.0,9519417064.0,0.0,16.71,10.19,16.49,65486440983.0,11772475585.0,8562149360.0,4049609851.0,0.0,17.98,13.07,6.18,1548.0,38771874787.0,3897301965.0,4840789151.0,7470426265.0,0.0,10.05,12.49,19.27,54997502776.0,8789684372.0,23881609657.0,23683913743.0,0.0,15.98,43.42,43.06,1216.0,225393632210.0,32010203266.0,24810140816.0,33093321332.0,1346.0,12298.0,11590.0,8.72,7.87,12.59,11.62,6.66,2.0,48.89414343553033,
