,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Industy_Code,Industy_Name
237,069540,KOSDAQ,라이트론,통신 및 방송 장비 제조업,기타무선통신장비제조업,2004-02-13,12월,박찬희,http://www.lightron.co.kr,대전광역시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
238,171010,KOSDAQ,램테크놀러지,기초 화학물질 제조업,"반도체 식각액, 박리액, 세정액 등",2013-11-18,12월,길준봉,http://www.ramtech.co.kr,경기도,20000,화학물질 및 화학제품 제조업;의약품 제외
239,084650,KOSDAQ,랩지노믹스,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,진승현,http://www.labgenomics.co.kr,경기도,70000,연구개발업
240,217500,KOSDAQ,러셀,특수 목적용 기계 제조업,반도체장비 리퍼비시,2015-06-16,12월,권순욱,http://www.erussell.co.kr/,충청북도,29000,기타 기계 및 장비 제조업
241,141080,KOSDAQ,레고켐바이오,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시,70000,연구개발업
242,060300,KOSDAQ,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,위찬우 대표이사,http://www.redrover.co.kr,경기도,59000,영상·오디오 기록물 제작 및 배급업
243,038390,KOSDAQ,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시,75000,사업지원 서비스업
244,215100,KOSDAQ,로보로보,기타 전기장비 제조업,교육용로봇,2015-04-22,12월,박병수,http://www.roborobo.co.kr,서울특별시,28000,전기장비 제조업
245,090360,KOSDAQ,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17,12월,이병서,http://robostar.co.kr,경기도,29000,기타 기계 및 장비 제조업
246,067730,KOSDAQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이규현,http://www.logisys.co.kr,서울특별시,62000,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
247,071280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도,29000,기타 기계 및 장비 제조업
248,038060,KOSDAQ,루멘스,반도체 제조업,LED개발 및 제조,2006-08-08,12월,이경재,http://www.lumens.co.kr,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
249,085370,KOSDAQ,루트로닉,의료용 기기 제조업,의료용레이저기기,2006-07-04,12월,황해령,http://www.lutronic.com,경기도,27000,"의료, 정밀, 광학기기 및 시계 제조업"
250,060240,KOSDAQ,룽투코리아,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04,12월,양 성 휘,http://www.longtukorea.kr/,경기도,58000,출판업
251,058470,KOSDAQ,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,http://leeno.com/kr,부산광역시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
252,039980,KOSDAQ,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",2002-08-13,12월,"김웅, 박병근 (각자 대표이사)",http://www.leenos.co.kr,서울특별시,47000,소매업; 자동차 제외
253,019570,KOSDAQ,리더스 기술투자,신탁업 및 집합투자업,금융투자,1989-03-14,03월,김형준,http://www.geminivc.co.kr,서울특별시,64000,금융업
254,016100,KOSDAQ,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15,12월,"김진구, 김진상(공동 대표이사)",http://www.leaderscosmetics.com,서울특별시,20000,화학물질 및 화학제품 제조업;의약품 제외
255,012700,KOSDAQ,리드코프,기타 전문 도매업,화공약품운반,1996-01-19,12월,김철우,http://www.leadcorp.co.kr,서울특별시,46000,도매 및 상품중개업
256,029480,KOSDAQ,릭스솔루션,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,12월,이상연,http://www.kdccorp.co.kr,서울특별시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
257,042500,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,이주석,http://www.ringnet.co.kr,서울특별시,62000,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
258,222810,KOSDAQ,마이더스AI,소프트웨어 개발 및 공급업,보안솔루션 개발 외,2015-08-13,12월,서상철,http://www.midas-ai.co.kr,서울특별시,58000,출판업
259,098120,KOSDAQ,마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
260,038290,KOSDAQ,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22,12월,이수강,http://www.macrogen.com,서울특별시,73000,"기타 전문, 과학 및 기술 서비스업"
261,220630,KOSDAQ,맘스터치,음·식료품 및 담배 도매업,"햄버거, 치킨, 식음료유통",2015-08-28,12월,김동전,http://www.momstouchandco.com,서울특별시,46000,도매 및 상품중개업
262,005990,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업,유제품,1999-05-14,12월,"김정완, 권태훈(각자대표이사)",http://www.maeil.com,서울특별시,10000,식료품 제조업
263,127160,KOSDAQ,매직마이크로,전자부품 제조업,"LED 리드프레임, LED PKG",2015-11-19,12월,김 덕 근,http://www.magicmicro.co.kr,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
264,093520,KOSDAQ,매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시,46000,도매 및 상품중개업
265,067280,KOSDAQ,멀티캠퍼스,기타 교육기관,성인/기업전문 교육서비스,2006-11-16,12월,박성태,http://www.multicampus.com,서울특별시,85000,교육 서비스업
266,072870,KOSDAQ,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,"손주은, 손은진(각자 대표이사)",http://www.megastudyholdings.com,서울특별시,58000,출판업
267,215200,KOSDAQ,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의",2015-05-04,12월,손성은,http://www.megastudy.net,서울특별시,85000,교육 서비스업
268,133750,KOSDAQ,메가엠디,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",2015-12-18,12월,임수아,http:// http://www.megamd.co.kr,서울특별시,85000,교육 서비스업
269,041920,KOSDAQ,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",2014-10-07,12월,길문종,http://www.mediana.co.kr,강원도,27000,"의료, 정밀, 광학기기 및 시계 제조업"
270,014100,KOSDAQ,메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,김은정,http://www.medience.co.kr,서울특별시,20000,화학물질 및 화학제품 제조업;의약품 제외
271,054180,KOSDAQ,메디콕스,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16,12월,강진,http://www.megabion.co.kr,서울특별시,31000,기타 운송장비 제조업
272,086900,KOSDAQ,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도,21000,의료용 물질 및 의약품 제조업
273,078160,KOSDAQ,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29,12월,양윤선,http://www.medi-post.co.kr,경기도,21000,의료용 물질 및 의약품 제조업
274,065650,KOSDAQ,메디프론,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,"김상우,노기선 각자대표이사",http://medifon.com,서울특별시,46000,도매 및 상품중개업
275,021880,KOSDAQ,메이슨캐피탈,기타 금융업,리스수입,1996-09-02,03월,정현종,http://mason-capital.co.kr,전라북도,64000,금융업
276,140410,KOSDAQ,메지온,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20,12월,박동현,,서울특별시,70000,연구개발업
277,059210,KOSDAQ,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도,21000,의료용 물질 및 의약품 제조업
278,058110,KOSDAQ,멕아이씨에스,의료용 기기 제조업,인공호흡기,2015-12-14,12월,김종철,http://www.mek-ics.com,경기도,27000,"의료, 정밀, 광학기기 및 시계 제조업"
279,096640,KOSDAQ,멜파스,전자부품 제조업,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조",2009-12-18,12월,이준섭,http://www.melfas.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
280,080420,KOSDAQ,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터",2005-12-06,12월,"박인길, 정태형",http://www.innochips.co.kr,경기도,47000,소매업; 자동차 제외
281,080160,KOSDAQ,모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",2005-07-26,12월,우종웅,http://www.modetour.co.kr,서울특별시,75000,사업지원 서비스업
282,100030,KOSDAQ,모바일리더,소프트웨어 개발 및 공급업,"금융솔루션,동기화솔루션",2010-05-25,12월,백형덕,http://mobileleader.com,서울특별시,58000,출판업
283,101330,KOSDAQ,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,"손병준, 김낙순",http://www.mobase.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
284,012860,KOSDAQ,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,"김상영, 이광윤",http://www.mobaseelec.com,경기도,30000,자동차 및 트레일러 제조업
285,033200,KOSDAQ,모아텍,전자부품 제조업,위치제어용초정및소형모터,1997-10-13,03월,이제희,http://www.moatech.co.kr,인천광역시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
286,006920,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1989-01-05,12월,이기명,http://www.imohenz.com,충청남도,23000,비금속 광물제품 제조업
287,001810,KOSDAQ,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",2000-01-04,12월,이도균,http://www.moorim.co.kr,서울특별시,17000,"펄프, 종이 및 종이제품 제조업"
288,095500,KOSDAQ,미래나노텍,플라스틱제품 제조업,LCDBLU용광학필름,2007-10-01,12월,김철영,,충청북도,22000,고무제품 및 플라스틱제품 제조업
289,218150,KOSDAQ,미래생명자원,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업,2015-06-18,12월,김성진,http://www.milaebio.com,서울특별시,10000,식료품 제조업
290,049950,KOSDAQ,미래컴퍼니,특수 목적용 기계 제조업,EdgeGrinder,2005-01-04,12월,김준구,http://www.meerecompany.com,경기도,29000,기타 기계 및 장비 제조업
291,207760,KOSDAQ,미스터블루,기타 정보 서비스업,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판",2014-12-12,12월,조승진,http://www.mrbluecorp.com/,서울특별시,63000,정보서비스업
292,059090,KOSDAQ,미코,반도체 제조업,반도체 및 디스플레이 부품 제조,2002-01-15,12월,이석윤,http://www.mico.kr,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
293,214180,KOSDAQ,민앤지,기타 정보 서비스업,휴대폰부가서비스,2015-06-30,12월,이현철,http://www.minwise.co.kr,서울특별시,63000,정보서비스업
294,206640,KOSDAQ,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,면역진단기기 및 카트리지,2014-12-29,12월,최의열,http://www.boditech.co.kr,강원도,21000,의료용 물질 및 의약품 제조업
295,018700,KOSDAQ,바른손,생활용품 도매업,지제품,1994-03-18,12월,"강신범, 안은미",http://www.barunson.co.kr,경기도,46000,도매 및 상품중개업
296,035620,KOSDAQ,바른손이앤에이,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 콘텐츠 제작,1999-08-13,12월,"박진홍, 곽신애(각자대표)",http://www.barunsonena.com/,서울특별시,59000,영상·오디오 기록물 제작 및 배급업
297,064520,KOSDAQ,바른전자,반도체 제조업,"메모리 카드, 스마트 카드 등",2002-12-04,12월,조대성(단독 대표이사),http://www.bec.co.kr,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
298,053030,KOSDAQ,바이넥스,의약품 제조업,"정장제, 소화제",2001-08-07,12월,이혁종,http://www.bi-nex.co.kr,부산광역시,21000,의료용 물질 및 의약품 제조업
299,064550,KOSDAQ,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비",2005-12-29,12월,박한오,http://www.bioneer.co.kr,대전광역시,21000,의료용 물질 및 의약품 제조업
300,208710,KOSDAQ,바이오로그디바이스,전자부품 제조업,모바일용 카메라모듈 부품외,2014-12-24,12월,황 훈,http://www.biologdevice.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
301,038460,KOSDAQ,바이오스마트,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매",2000-06-22,12월,윤호권,http://www.bio-smart.com,서울특별시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
302,086040,KOSDAQ,바이오톡스텍,자연과학 및 공학 연구개발업,"안전성평가, 유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도,70000,연구개발업
303,032980,KOSDAQ,바이온,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품",1997-08-06,12월,김병준,http://www.by-on.co.kr,충청북도,46000,도매 및 상품중개업
304,043150,KOSDAQ,바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",2006-09-29,12월,현정훈,http://www.vatech.co.kr,경기도,27000,"의료, 정밀, 광학기기 및 시계 제조업"
305,046310,KOSDAQ,백금T&A,통신 및 방송 장비 제조업,레이더디텍터,2002-02-05,12월,임학규,http://www.bgtna.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
306,066410,KOSDAQ,버킷스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",DVD타이틀,2003-12-19,12월,강지연,http://www.towin-global.com,서울특별시,59000,영상·오디오 기록물 제작 및 배급업
307,206400,KOSDAQ,베노홀딩스,소프트웨어 개발 및 공급업,"웹게임, 모바일게임",2014-12-10,12월,정집훈,http://www.entermate.com,서울특별시,58000,출판업
308,019010,KOSDAQ,베뉴지,종합 소매업,"백화점,예식장업",1993-11-05,12월,김만진.이만섭(각자 대표이사),http://www.venueg.com,서울특별시,47000,소매업; 자동차 제외
309,177350,KOSDAQ,베셀,특수 목적용 기계 제조업,디스플레이 제조장비,2015-06-19,12월,서기만,http://www.vessel21.com,경기도,29000,기타 기계 및 장비 제조업
310,225530,KOSDAQ,보광산업,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",2015-12-17,12월,김윤수,http://www.bokwangindustry.co.kr,대구광역시,23000,비금속 광물제품 제조업
311,006910,KOSDAQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,1994-09-07,12월,임재황,http://www.bosungpower.co.kr,충청북도,25000,금속가공제품 제조업;기계 및 가구 제외
312,226340,KOSDAQ,본느,기타 화학제품 제조업,기업인수합병,2015-11-05,12월,임성기,,서울특별시,20000,화학물질 및 화학제품 제조업;의약품 제외
313,014470,KOSDAQ,부방,기타 금융업,"자회사관리, 부동산임대",1994-02-25,12월,박규원,http://www.bubang.com,서울특별시,64000,금융업
314,008470,KOSDAQ,부스타,"구조용 금속제품, 탱크 및 증기발생기 제조업","관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매",2011-02-23,12월,유승협,http://www.booster.co.kr,충청북도,25000,금속가공제품 제조업;기계 및 가구 제외
315,100120,KOSDAQ,뷰웍스,의료용 기기 제조업,X-Ray Detector,2009-04-10,12월,김후식,http://www.vieworks.com,경기도,27000,"의료, 정밀, 광학기기 및 시계 제조업"
316,064480,KOSDAQ,브리지텍,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업",2008-06-04,12월,신경식,http://www.bridgetec.co.kr,서울특별시,58000,출판업
317,018290,KOSDAQ,브이티지엠피,컴퓨터 및 주변장치 제조업,"화장품, 라미네이팅필름, 라미네이팅기계",1994-09-07,12월,"강승곤, 정철, 김양평",http://www.vtgmpcorp.co.kr,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
318,044480,KOSDAQ,블루베리 NFT,고무제품 제조업,"콘돔,고무골무,의료용 장갑",2001-01-11,12월,"홍상혁, 오성원",http://www.unidusok.com,충청북도,22000,고무제품 및 플라스틱제품 제조업
319,033560,KOSDAQ,블루콤,영상 및 음향기기 제조업,블루투스헤드셋,2011-01-26,12월,김종규,http://www.bluec.co.kr,인천광역시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
320,121800,KOSDAQ,비덴트,통신 및 방송 장비 제조업,방송용 LCD모니터,2011-12-01,12월,김영만,http://www.vidente.co.kr,서울특별시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
321,082800,KOSDAQ,비보존 헬스케어,반도체 제조업,백색발광다이오드(LED),2005-11-18,12월,"한재관,오동훈(각자대표)",http://www.lumimicro.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
322,200780,KOSDAQ,비씨월드제약,의약품 제조업,"마취통증약, 순환계약, 항생제, 기타처방약",2014-12-15,12월,홍성한,http://www.bcwp.co.kr,경기도,21000,의료용 물질 및 의약품 제조업
323,141000,KOSDAQ,비아트론,특수 목적용 기계 제조업,AMOLED 등 제조장비,2012-05-04,12월,김 형 준,http://www.viatrontech.com,경기도,29000,기타 기계 및 장비 제조업
324,090460,KOSDAQ,비에이치,전자부품 제조업,연성인쇄회로기판(FPCB),2007-01-26,12월,이경환,http://www.bhe.co.kr,인천광역시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
325,083650,KOSDAQ,비에이치아이,일반 목적용 기계 제조업,"보일러,열교환기등",2005-12-02,12월,"우종인, 조원래 (각자 대표이사)",http://www.bhi.co.kr,경상남도,29000,기타 기계 및 장비 제조업
326,086670,KOSDAQ,비엠티,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",2007-11-02,12월,윤종찬,http://superlok.com,경상남도,29000,기타 기계 및 장비 제조업
327,082920,KOSDAQ,비츠로셀,일차전지 및 축전지 제조업,리튬1차전지,2009-10-28,12월,장승국,http://www.vitzrocell.com,충청남도,28000,전기장비 제조업
328,054220,KOSDAQ,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","원방감시제어시스템, 분산제어시스템",2001-12-26,03월,이기재,http://www.vitzrosys.com,서울특별시,28000,전기장비 제조업
329,042370,KOSDAQ,비츠로테크,기타 금융업,"차단기, 개폐기",2000-08-03,12월,"장순상, 유병언, 장범수(각자대표)",http://www.vitzrotech.com,경기도,64000,금융업
330,032850,KOSDAQ,비트컴퓨터,소프트웨어 개발 및 공급업,의료정보시스템,1997-07-04,12월,"전 진 옥, 조 현 정",http://www.bit.co.kr,서울특별시,58000,출판업
331,093190,KOSDAQ,빅솔론,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘",2007-08-20,12월,"노현철,김장환 각자대표",http://www.bixolon.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
332,065450,KOSDAQ,빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자전시스템 장치류,2003-02-05,12월,임만규,http://www.victek.co.kr,경기도,27000,"의료, 정밀, 광학기기 및 시계 제조업"
333,072950,KOSDAQ,빛샘전자,전자부품 제조업,"전광판용 LED 모듈, LED 전광판, 광접속함체",2012-03-21,12월,"강만준, 강명구 (각자대표)",http://www.vissem.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
334,143240,KOSDAQ,사람인에이치알,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","온라인 채용광고(취업포털), 인재파견, 취업지원 등",2012-02-21,12월,김용환,http://www.saramin.co.kr,서울특별시,63000,정보서비스업
335,100090,KOSDAQ,삼강엠앤티,1차 철강 제조업,"후육강관제조업,조선블록제조업",2008-08-01,12월,송무석,http://www.sam-kang.com/,경상남도,24000,1차 금속 제조업
336,122350,KOSDAQ,삼기,자동차 신품 부품 제조업,자동차부품,2010-03-19,12월,김치환,http://www.samkee.com,경기도,30000,자동차 및 트레일러 제조업
337,014970,KOSDAQ,삼륭물산,"골판지, 종이 상자 및 종이용기 제조업",카톤팩,1992-12-29,12월,조홍로,http://www.srpack.com,경기도,17000,"펄프, 종이 및 종이제품 제조업"
338,018310,KOSDAQ,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재",1996-05-03,12월,엄석호,http://www.sammok.co.kr,경기도,25000,금속가공제품 제조업;기계 및 가구 제외
339,053700,KOSDAQ,삼보모터스,자동차 신품 부품 제조업,증명서 자동발급기,2001-11-06,12월,이재하,http://www.sambomotos.co.kr,대구광역시,30000,자동차 및 트레일러 제조업
340,009620,KOSDAQ,삼보산업,1차 비철금속 제조업,알미늄괴,1993-12-07,12월,"이태용,김태환",http://www.samboind.com,경상남도,24000,1차 금속 제조업
341,023600,KOSDAQ,삼보판지,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1996-05-29,12월,류진호,http://www.isambo.com,경기도,17000,"펄프, 종이 및 종이제품 제조업"
342,009300,KOSDAQ,삼아제약,의약품 제조업,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘",2000-07-19,12월,"허 준, 허미애 (각자 대표이사)",http://www.samapharm.co.kr,강원도,21000,의료용 물질 및 의약품 제조업
343,054540,KOSDAQ,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 특수장치, 교량부품",2001-11-15,12월,강문식,http://www.symtek.co.kr,경상남도,25000,금속가공제품 제조업;기계 및 가구 제외
344,065570,KOSDAQ,삼영이엔씨,통신 및 방송 장비 제조업,"GMDSS장비, GPS플로터 등",2003-01-21,12월,황재우,http://www.samyungenc.com,부산광역시,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
345,032280,KOSDAQ,삼일,도로 화물 운송업,운송 및 하역수입,1997-03-15,12월,"이정식, 안인수(각자대표)",http://www.samil31.co.kr,경상북도,49000,육상운송 및 파이프라인 운송업
346,002290,KOSDAQ,삼일기업공사,건물 건설업,도급공사,1992-11-30,12월,박종웅,http://www.samilenter.com,서울특별시,41000,종합 건설업
347,037460,KOSDAQ,삼지전자,통신 및 방송 장비 제조업,"통신기기,정보기기,BACKLIGHTUNIT사업",1999-12-16,12월,"박두진, 주동익",http://www.samjielec.co.kr,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
348,032750,KOSDAQ,삼진,통신 및 방송 장비 제조업,리모컨,1997-07-14,12월,김승철,http://www.samjin.com,경기도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
349,054090,KOSDAQ,삼진엘앤디,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU",2004-02-06,12월,"이경재,이명종",http://samjin.co.kr,경기도,33000,기타 제품 제조업
350,000250,KOSDAQ,삼천당제약,의약품 제조업,"하메론, 아토로우",2000-10-04,12월,"윤대인, 전인석(각자 대표이사)",http://www.scd.co.kr,경기도,21000,의료용 물질 및 의약품 제조업
351,024950,KOSDAQ,삼천리자전거,생활용품 도매업,자전거,1995-01-04,12월,신동호,http://www.samchuly.co.kr,서울특별시,46000,도매 및 상품중개업
352,038500,KOSDAQ,삼표시멘트,기타 비금속 광물제품 제조업,"시스템통합(SI), 네트워크장비",2001-02-01,12월,이종석,http://www.tycement.co.kr,강원도,23000,비금속 광물제품 제조업
353,017480,KOSDAQ,삼현철강,1차 철강 제조업,"후판,열연후판,산세판박,무늬강판,용단철강,형강외",2001-01-09,12월,조 윤 선,http://www.samsteel.co.kr,경상남도,24000,1차 금속 제조업
354,046390,KOSDAQ,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업","시스템통합(SI), 시스템유지(SM)",2001-01-11,12월,"공동대표이사 안제현, 신상윤",http://www.shnetworks.co.kr,서울특별시,59000,영상·오디오 기록물 제작 및 배급업
355,027580,KOSDAQ,상보,플라스틱제품 제조업,"광학필름,윈도우필름,미디어필름",2007-10-01,12월,김상근,http://www.sangbogroup.com,경기도,22000,고무제품 및 플라스틱제품 제조업
356,038540,KOSDAQ,상상인,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT 통합 솔루션,2000-08-18,12월,"유준원, 이민식(각자 대표이사)",http://www.sangsanginworld.co.kr,경기도,62000,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
357,101000,KOSDAQ,상상인인더스트리,특수 목적용 기계 제조업,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대",2009-11-06,12월,김동원,http://sangsangin-industry.co.kr,전라남도,29000,기타 기계 및 장비 제조업
358,091580,KOSDAQ,상신이디피,일차전지 및 축전지 제조업,2차전지부품,2007-05-23,12월,김일부,http://www.ssedp.co.kr,충청남도,28000,전기장비 제조업
359,089980,KOSDAQ,상아프론테크,플라스틱제품 제조업,"LCD부품,사무기기부품,PCB부품,2차전지부품",2011-07-21,12월,이상원,http://www.sftc.co.kr,인천광역시,22000,고무제품 및 플라스틱제품 제조업
360,042940,KOSDAQ,상지카일룸,건물 건설업,"건설업, 고급빌라 건축 및 일반 건축, 주택공급 등",2000-10-19,12월,김영신,http://www.sangji.co.kr/,서울특별시,41000,종합 건설업
361,042600,KOSDAQ,새로닉스,전자부품 제조업,"광학시트, FFC",2002-10-01,12월,허제홍,http://www.seronics.co.kr,경상북도,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
362,038070,KOSDAQ,서린바이오,기타 전문 도매업,생명과학연구기기및시약,2005-10-25,12월,"황을문, 강미옥 (각자 대표이사)",http://www.seoulin.co.kr,경기도,46000,도매 및 상품중개업
363,006730,KOSDAQ,서부T&D,일반 및 생활 숙박시설 운영업,석유류판매,1995-10-06,12월,승만호,,서울특별시,55000,숙박업
364,079650,KOSDAQ,서산,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",2005-01-21,12월,염홍섭,http://www.seo-san.co.kr,광주광역시,23000,비금속 광물제품 제조업
365,100660,KOSDAQ,서암기계공업,일반 목적용 기계 제조업,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대",2011-12-19,12월,"권영호, 권영열",http://smiltd.co.kr,광주광역시,29000,기타 기계 및 장비 제조업
366,019770,KOSDAQ,서연탑메탈,특수 목적용 기계 제조업,자동차금형.건설중장비 부품,2011-06-24,12월,"최원재, 류병완(각자대표이사)",http://www.seoyontop.com,인천광역시,29000,기타 기계 및 장비 제조업
