,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2018_6,Quarter_Operating_Profit2018_6,Quarter_Cashflow2018_6,Quarter_Earn2018_6,Quarter_Continue_Earn2018_6,Quarter_Percent_Operating_Profit2018_6,Quarter_Percent_Cashflow2018_6,Quarter_Percent_Earn2018_6,Quarter_Revenue2018_3,Quarter_Operating_Profit2018_3,Quarter_Cashflow2018_3,Quarter_Earn2018_3,Quarter_Continue_Earn2018_3,Quarter_Percent_Operating_Profit2018_3,Quarter_Percent_Cashflow2018_3,Quarter_Percent_Earn2018_3,Quarter_Full_EPS,Last_Revenue2017_6,Last_Operating_Profit2017_6,Last_Cashflow2017_6,Last_Earn2017_6,Last_Continue_Earn2017_6,Last_Percent_Operating_Profit2017_6,Last_Percent_Cashflow2017_6,Last_Percent_Earn2017_6,Last_Revenue2017_3,Last_Operating_Profit2017_3,Last_Cashflow2017_3,Last_Earn2017_3,Last_Continue_Earn2017_3,Last_Percent_Operating_Profit2017_3,Last_Percent_Cashflow2017_3,Last_Percent_Earn2017_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
11,11,1800,KOSPI,오리온홀딩스,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시,2018-08-14,436061072310.0,32065886591.0,141080463256.0,28557085948.0,28557085948.0,7.35,32.35,6.55,533064580682.0,83579514612.0,88550685079.0,60070732673.0,60070732673.0,15.68,16.61,11.27,1820.0,15928474191.0,-3724607310.0,-35983165589.0,1496439266087.0,-3397015645.0,-23.38,-225.9,9394.74,9011388613.0,-4051815882.0,-42204133451.0,25007604546.0,-3877187833.0,-44.96,-468.34,277.51,95536.0,112748277933.0,4900910146.0,-8784025368.0,1480312927908.0,23627.0,102277.0,49765.0,1.31,34.4,1.78,47.48,30.73,60.64,2637.619856623717,
15,15,5870,KOSPI,휴니드,통신 및 방송 장비 제조업,"무선통신기기,군납용무전기,위성방송수신기 제조",1991-09-03,12월,신종석,http://www.huneed.com,인천광역시,2018-08-14,39180350210.0,3488915200.0,37682280635.0,2934557569.0,0.0,8.9,96.18,7.49,30258785503.0,838961725.0,28271391406.0,778695637.0,0.0,2.77,93.43,2.57,828.0,6969984746.0,-701940775.0,-20980747350.0,-145441945.0,0.0,-10.07,-301.02,-2.09,9079536095.0,-563581914.0,-7939364420.0,-367335081.0,0.0,-6.21,-87.44,-4.05,-40.0,180853581251.0,16809732046.0,-8403801541.0,17577614503.0,1245.0,16256.0,7763.0,3.06,11.9,5.09,16.04,18.97,8.98,462.129640706677,
20,20,14530,KOSPI,극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도,2018-08-14,205768761183.0,4987696547.0,15382775545.0,4208697028.0,4208697028.0,2.42,7.48,2.05,194588045905.0,4490083527.0,10300711774.0,3078348175.0,3078348175.0,2.31,5.29,1.58,480.0,64426273473.0,2841691680.0,-2294572871.0,9273338714.0,8190841342.0,4.41,-3.56,14.39,56826119781.0,3551795434.0,6605271299.0,1360010617.0,1301718899.0,6.25,11.62,2.39,1060.0,490067710866.0,13604742574.0,4141149931.0,15103873717.0,433.0,8497.0,4255.0,3.07,5.63,5.65,10.18,-1.99,-3.94,219.3864088216034,
2,2,3160,KOSPI,디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,"박원호, 장일선",http://www.di.co.kr,서울특별시,2018-08-14,65341989593.0,10247144243.0,720161724.0,8007840917.0,0.0,15.68,1.1,12.26,49823159867.0,7608280882.0,-1772882632.0,5427598841.0,0.0,15.27,-3.56,10.89,1016.0,31001927213.0,2714577937.0,-10759672340.0,2496438040.0,0.0,8.76,-34.71,8.05,22699710331.0,-815774300.0,-7295898838.0,-994636782.0,0.0,-3.59,-32.14,-4.38,316.0,152165620184.0,11515168561.0,6161318095.0,18319508252.0,581.0,8895.0,4238.0,7.12,9.09,11.42,13.72,6.92,18.86,110.76750856185556,
71,71,27410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시,2018-08-14,59596768674.0,12364453860.0,-34498409990.0,14184769285.0,14184769285.0,20.75,-57.89,23.8,42975651931.0,562663438.0,2234924647.0,14483329573.0,14483329573.0,1.31,5.2,33.7,592.0,29408746023.0,3947074459.0,242852588379.0,61005240432.0,4469944370.0,13.42,825.78,207.44,24831372555.0,709955.0,55631081290.0,32135828753.0,-69328512.0,0.0,224.04,129.42,2548.0,123842619339.0,10447735458.0,384116106715.0,3497647213475.0,36539.0,31555.0,7576.0,1.74,407.59,1.88,482.28,7.33,1.31,102.64981249928351,
157,157,19490,KOSPI,하이트론,영상 및 음향기기 제조업,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조",1998-11-04,12월,임정훈(단독대표),http://www.hitron.co.kr,경기도,2018-08-14,11921683594.0,283874725.0,-4506473657.0,104477754.0,0.0,2.38,-37.8,0.88,11018489538.0,72851391.0,-2682134502.0,31228563.0,0.0,0.66,-24.34,0.28,56.0,6708682202.0,-2978682617.0,-7600220729.0,-3194189860.0,0.0,-44.4,-113.29,-47.61,11032856954.0,41875541.0,-5485012620.0,692940987.0,0.0,0.38,-49.72,6.28,-1740.0,37570264508.0,-11408758231.0,-11031844410.0,-11370253297.0,-1551.0,9016.0,4457.0,0.34,-19.64,0.62,-34.79,46.78,0.28,77.70529643580217,
10,10,36570,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,김택진,http://www.ncsoft.net,서울특별시,2018-08-14,436460954837.0,159510711463.0,184644105281.0,140241480617.0,0.0,36.55,42.3,32.13,475168605138.0,203837578795.0,198611087568.0,119165079393.0,0.0,42.9,41.8,25.08,25572.0,258623464390.0,37566187075.0,42927282740.0,30828187131.0,0.0,14.53,16.6,11.92,239502784411.0,30438014468.0,72500229703.0,17393881300.0,0.0,12.71,30.27,7.26,5620.0,1758721721721.0,585018961722.0,595173210397.0,444043111896.0,20244.0,237708.0,124430.0,8.27,12.59,10.76,16.27,22.02,30.19,68.76309188203587,
0,0,660,KOSPI,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,"박정호, 이석희 (각자대표)",http://www.skhynix.com,경기도,2018-08-14,10370507000000.0,5573918000000.0,8168263000000.0,4328543000000.0,0.0,53.75,78.76,41.74,8719691000000.0,4367338000000.0,4523576000000.0,3121329000000.0,0.0,50.09,51.88,35.8,23780.0,6692278000000.0,3050700000000.0,6104122000000.0,2468544000000.0,0.0,45.59,91.21,36.89,6289518000000.0,2467599000000.0,2820020000000.0,1897969000000.0,0.0,39.23,44.84,30.18,13560.0,30109434000000.0,13721326000000.0,14690614000000.0,10641512000000.0,14617.0,105987.0,46458.0,16.91,23.43,22.44,31.46,8.159999999999997,10.860000000000008,54.96228638439706,
68,68,47810,KOSPI,한국항공우주,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,안현호,http://www.koreaaero.com,경상남도,2018-08-14,839063304322.0,33286141742.0,133197066901.0,27301994662.0,0.0,3.97,15.87,3.25,641176128845.0,40973418472.0,45521511779.0,31698411078.0,0.0,6.39,7.1,4.94,1120.0,545120598992.0,-38271174107.0,-93898383159.0,-15181729050.0,0.0,-7.02,-17.23,-2.79,587256822164.0,10937201309.0,-209679994562.0,-27981092264.0,0.0,1.86,-35.7,-4.76,-620.0,2072249142312.0,-208873254329.0,104641673897.0,-235185852776.0,-2412.0,21158.0,11698.0,1.47,-7.43,5.29,-20.62,10.99,4.529999999999999,53.92250923438573,
5,5,6400,KOSPI,삼성SDI,일차전지 및 축전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,12월,전영현,http://www.samsungsdi.co.kr,경기도,2018-08-14,2247955562862.0,152801918413.0,-184849891120.0,104677077983.0,0.0,6.8,-8.22,4.66,1908874317210.0,71968640041.0,-186040044212.0,160273440564.0,0.0,3.77,-9.75,8.4,6132.0,1468546288073.0,5464162638.0,-9396581814.0,193086510557.0,0.0,0.37,-0.64,13.15,1304805917367.0,-67324560137.0,51151788909.0,80848450127.0,0.0,-5.16,3.92,6.2,11312.0,6321560921969.0,116894786518.0,-250114337079.0,657236340934.0,9627.0,342811.0,167758.0,1.26,4.17,1.79,5.74,6.43,8.93,53.07352455411718,
