,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2020_12,Quarter_Operating_Profit2020_12,Quarter_Cashflow2020_12,Quarter_Earn2020_12,Quarter_Continue_Earn2020_12,Quarter_Percent_Operating_Profit2020_12,Quarter_Percent_Cashflow2020_12,Quarter_Percent_Earn2020_12,Quarter_Revenue2020_9,Quarter_Operating_Profit2020_9,Quarter_Cashflow2020_9,Quarter_Earn2020_9,Quarter_Continue_Earn2020_9,Quarter_Percent_Operating_Profit2020_9,Quarter_Percent_Cashflow2020_9,Quarter_Percent_Earn2020_9,Quarter_Full_EPS,Last_Revenue2019_12,Last_Operating_Profit2019_12,Last_Cashflow2019_12,Last_Earn2019_12,Last_Continue_Earn2019_12,Last_Percent_Operating_Profit2019_12,Last_Percent_Cashflow2019_12,Last_Percent_Earn2019_12,Last_Revenue2019_9,Last_Operating_Profit2019_9,Last_Cashflow2019_9,Last_Earn2019_9,Last_Continue_Earn2019_9,Last_Percent_Operating_Profit2019_9,Last_Percent_Cashflow2019_9,Last_Percent_Earn2019_9,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
0,23460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도,2021-03-22,108026418171.0,31483099536.0,30285787106.0,14074625786.0,14074625786.0,29.14,28.04,13.03,80706865823.0,23118942944.0,-40092550531.0,16529805172.0,16529805172.0,28.65,-49.68,20.48,1512.0,64154595805.0,6935088403.0,16288022502.0,2340388766.0,17043178948.0,10.81,25.39,3.65,48518817912.0,4636128561.0,-36776758958.0,2925881353.0,2925881353.0,9.56,-75.8,6.03,248.0,167822819295.0,21073623158.0,-28296098235.0,15879708958.0,426.0,3618.0,2951.0,10.08,3.41,41.79,14.46,18.33,19.089999999999996,68.38453553561439,
1,56000,KOSDAQ,COWON,소프트웨어 개발 및 공급업,모바일게임,2003-07-11,12월,이승훈,http://www.nesm.co.kr,서울특별시,2021-03-23,4793355326.0,793100657.0,-12347062308.0,561052066.0,0.0,16.55,-257.59,11.7,8370467990.0,-207163050.0,-509638257.0,-99418623.0,0.0,-2.47,-6.09,-1.19,112.0,4163328662.0,-2189875541.0,-336548733.0,-2326681395.0,0.0,-52.6,-8.08,-55.89,4547542325.0,-594645294.0,2124782985.0,-400487341.0,0.0,-13.08,46.72,-8.81,-468.0,19805335401.0,-3572681848.0,1788234252.0,-3367746754.0,-170.0,1438.0,880.0,4.09,-15.91,7.78,-19.39,69.15,10.61,15.132763112133087,
2,245620,KOSDAQ,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,"각자대표이사 신상철, 이민섭",http://www.edgc.com,인천광역시,2021-03-23,26863843899.0,-1093787782.0,700070459.0,-9685147163.0,0.0,-4.07,2.61,-36.05,28242263776.0,1470553771.0,-6197374474.0,3464734471.0,0.0,5.21,-21.94,12.27,-460.0,15162215650.0,-2654887641.0,1459878553.0,-3686063045.0,0.0,-17.51,9.63,-24.31,13130054938.0,-2327226269.0,-10823160897.0,-2849292111.0,0.0,-17.72,-82.43,-21.7,-176.0,56721869566.0,-8553545648.0,-9363282344.0,-9801961346.0,-117.0,836.0,571.0,-24.01,-10.17,-54.98,-20.5,13.440000000000001,22.93,77.17624204217145,
3,50120,KOSDAQ,ES큐브,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,신희민,http://www.escube.co.kr,서울특별시,2021-03-19,19837196599.0,6906597361.0,-112027258279.0,-10370978606.0,0.0,34.82,-564.73,-52.28,22043433289.0,945258790.0,74606825749.0,7407777242.0,0.0,4.29,338.45,33.61,-3056.0,11677242994.0,-1747042621.0,80142654944.0,-11450854084.0,0.0,-14.96,686.31,-98.06,11879896025.0,-1145694451.0,-4517860095.0,-1737462009.0,0.0,-9.64,-38.03,-14.63,-3376.0,43708238532.0,-2617071032.0,75624794849.0,-13463345544.0,-992.0,5123.0,5457.0,-5.8,-2.9,-59.65,-18.18,49.78,13.93,69.87911109833671,
4,192410,KOSDAQ,THQ,통신 및 방송 장비 제조업,"기지국 안테나, 인바운드플랫폼",2014-08-14,12월,"김상기, 위청드어 공동 대표이사",http://www.thehqco.com,서울특별시,2020-03-27,7554028446.0,602632660.0,8473164580.0,-574213808.0,0.0,7.98,112.17,-7.6,7820513913.0,191004157.0,-3014530847.0,-55776441.0,0.0,2.44,-38.55,-0.71,-96.0,5177340243.0,-2707076946.0,2757650132.0,-1605968226.0,0.0,-52.29,53.26,-31.02,2568328922.0,-7039977224.0,-7258644664.0,-3929814140.0,0.0,-274.11,-282.62,-153.01,-268.0,32996761463.0,-3598660945.0,-4500994532.0,-5037751071.0,-211.0,2005.0,1882.0,-2.22,-4.47,-4.79,-11.23,60.269999999999996,276.55,45.90558262446419,
5,53950,KOSDAQ,경남제약,의약품 제조업,PCB 드릴가공,2001-11-06,12월,오성원,http://www.kyungnampharm.co.kr,경상남도,2021-03-18,19811632860.0,707204097.0,1367499980.0,-4067549896.0,0.0,3.57,6.9,-20.53,17424271313.0,-82517360.0,1247644927.0,-3569885112.0,0.0,-0.47,7.16,-20.49,-808.0,12245515447.0,-1516821602.0,-1218749689.0,-3391557057.0,0.0,-12.39,-9.95,-27.7,10890073352.0,-734808302.0,-5206271855.0,-667897696.0,0.0,-6.75,-47.81,-6.13,-676.0,44806055256.0,-3149160169.0,-6425021544.0,-4546329146.0,-226.0,2860.0,3051.0,-12.79,-6.11,-28.24,-7.43,15.96,6.28,61.786843075303985,
6,215000,KOSDAQ,골프존,소프트웨어 개발 및 공급업,골프시뮬레이터,2015-04-03,12월,"최덕형, 박강수",http://www.golfzon.com,서울특별시,2021-03-18,73959630632.0,6532164853.0,23381719634.0,5669436607.0,0.0,8.83,31.61,7.67,79607056887.0,15615327446.0,64020676624.0,11801510248.0,0.0,19.62,80.42,14.82,3612.0,60141747877.0,-194912446.0,406726124.0,-5532922837.0,0.0,-0.32,0.68,-9.2,65620430653.0,7762727579.0,39094877248.0,2765317841.0,0.0,11.83,59.58,4.21,-3524.0,247018098993.0,32297494216.0,39501603372.0,16213887662.0,2583.0,35943.0,31875.0,6.17,5.19,10.05,8.11,9.15,7.790000000000001,22.97552572509182,
7,121440,KOSDAQ,골프존뉴딘홀딩스,상품 중개업,골프시뮬레이터,2011-05-20,12월,최덕형,http://company.golfzon.com,서울특별시,2021-03-18,70334312758.0,271065569.0,8258647635.0,11271247782.0,11635222278.0,0.39,11.74,16.03,86453932295.0,14099081633.0,17328244275.0,7771930235.0,7923261081.0,16.31,20.04,8.99,1052.0,53475479678.0,-2931022353.0,6088535495.0,-19849592475.0,40893218166.0,-5.48,11.39,-37.12,59894712223.0,688451980.0,-432212242.0,-2295173656.0,-2549658344.0,1.15,-0.72,-3.83,-1852.0,228935650947.0,-3625435559.0,5656323253.0,32151709043.0,750.0,10960.0,10440.0,5.66,4.14,9.6,7.19,5.87,15.159999999999998,31.52628677950089,
8,111710,KOSDAQ,남화산업,스포츠 서비스업,골프장 서비스,2018-11-29,12월,"최재훈, 최영곤 (공동대표이사)",http://www.muangc.co.kr,전라남도,2021-03-12,5685098640.0,3011563793.0,3362890553.0,2138596884.0,0.0,52.97,59.15,37.62,4638711821.0,1933452553.0,5079715283.0,1824921756.0,0.0,41.68,109.51,39.34,412.0,4444762723.0,2078463870.0,2397693228.0,-874475799.0,0.0,46.76,53.94,-19.67,3484192728.0,1159505662.0,4167718940.0,1457997184.0,0.0,33.28,119.62,41.85,-168.0,15007014542.0,5545771364.0,6565412168.0,3080123012.0,149.0,6819.0,6556.0,5.54,2.09,6.04,2.28,6.210000000000001,8.399999999999999,27.905559740719593,-90.43935524271558
9,168330,KOSDAQ,내츄럴엔도텍,자연과학 및 공학 연구개발업,"백수오 여성호르몬제, 백수오등복합추출물(원료)",2013-10-31,12월,김희도,http://www.naturalendo.com,경기도,2021-03-03,4522414952.0,-36961301.0,906552725.0,-1949035363.0,0.0,-0.82,20.05,-43.1,3240182645.0,162898943.0,-3387354791.0,413915425.0,0.0,5.03,-104.54,12.77,-248.0,930029866.0,-4720033094.0,-1414521772.0,-7059674737.0,0.0,-507.51,-152.09,-759.08,2023973532.0,-2182860822.0,-4513122650.0,-3952401180.0,0.0,-107.85,-222.98,-195.28,-908.0,6580460423.0,-11129699151.0,-5927644422.0,-13412619821.0,-432.0,509.0,660.0,-15.15,-27.49,-48.63,-65.48,506.69,112.88,386.26556171261706,
