,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2018_6,Quarter_Operating_Profit2018_6,Quarter_Cashflow2018_6,Quarter_Earn2018_6,Quarter_Continue_Earn2018_6,Quarter_Percent_Operating_Profit2018_6,Quarter_Percent_Cashflow2018_6,Quarter_Percent_Earn2018_6,Quarter_Revenue2018_3,Quarter_Operating_Profit2018_3,Quarter_Cashflow2018_3,Quarter_Earn2018_3,Quarter_Continue_Earn2018_3,Quarter_Percent_Operating_Profit2018_3,Quarter_Percent_Cashflow2018_3,Quarter_Percent_Earn2018_3,Quarter_Full_EPS,Last_Revenue2017_6,Last_Operating_Profit2017_6,Last_Cashflow2017_6,Last_Earn2017_6,Last_Continue_Earn2017_6,Last_Percent_Operating_Profit2017_6,Last_Percent_Cashflow2017_6,Last_Percent_Earn2017_6,Last_Revenue2017_3,Last_Operating_Profit2017_3,Last_Cashflow2017_3,Last_Earn2017_3,Last_Continue_Earn2017_3,Last_Percent_Operating_Profit2017_3,Last_Percent_Cashflow2017_3,Last_Percent_Earn2017_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
0,95570,KOSPI,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,박대현,http://www.ajnet.co.kr,서울특별시,2018-08-14,401829755471.0,11681483620.0,-93722942464.0,-4738628954.0,0.0,2.91,-23.32,-1.18,403786577667.0,13986434145.0,-23469830203.0,9982225625.0,0.0,3.46,-5.81,2.47,-404.0,337764161348.0,19962227088.0,-97585740675.0,3629640554.0,0.0,5.91,-28.89,1.07,351523189411.0,21827395587.0,-27748160657.0,5133103741.0,0.0,6.21,-7.89,1.46,308.0,1431015800850.0,77221587340.0,-148475141851.0,14998783601.0,320.0,20450.0,9550.0,-0.39,0.64,-1.98,3.35
1,6840,KOSPI,AK홀딩스,기타 금융업,지주사업,1999-08-11,12월,"채형석, 이석주(각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시,2018-08-14,893620123297.0,56118566278.0,153452452302.0,53698267040.0,0.0,6.28,17.17,6.01,916581626996.0,97492598230.0,87092804426.0,70614284027.0,0.0,10.64,9.5,7.7,16208.0,795495426569.0,54142066193.0,97962282649.0,38874109446.0,0.0,6.81,12.31,4.89,820740707452.0,66723415561.0,28746815511.0,43407295013.0,0.0,8.13,3.5,5.29,11732.0,3392454610505.0,265641267071.0,280933528090.0,185414017343.0,13992.0,206694.0,86941.0,3.38,6.3,7.84,16.09
2,27410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시,2018-08-14,59596768674.0,12364453860.0,-34498409990.0,14184769285.0,14184769285.0,20.75,-57.89,23.8,42975651931.0,562663438.0,2234924647.0,14483329573.0,14483329573.0,1.31,5.2,33.7,592.0,29408746023.0,3947074459.0,242852588379.0,61005240432.0,4469944370.0,13.42,825.78,207.44,24831372555.0,709955.0,55631081290.0,32135828753.0,-69328512.0,0.0,224.04,129.42,2548.0,123842619339.0,10447735458.0,384116106715.0,3497647213475.0,36539.0,31555.0,7576.0,1.74,407.59,1.88,482.28
3,1460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시,2018-08-14,49016250993.0,5524286118.0,21908899492.0,5725686006.0,0.0,11.27,44.7,11.68,49783600612.0,3473265612.0,15489462041.0,6398366909.0,0.0,6.98,31.11,12.85,106396.0,45160283840.0,4563053077.0,8834271591.0,2478439389.0,0.0,10.1,19.56,5.49,46036699089.0,5387959264.0,544639688.0,2702958000.0,0.0,11.7,1.18,5.87,46056.0,195815807700.0,17207998300.0,23542700435.0,6198296517.0,28795.0,3789358.0,1855195.0,1.53,0.83,2.81,1.55
4,1040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시,2018-08-14,7062540200000.0,301290904000.0,378986937000.0,853967198000.0,0.0,4.27,5.37,12.09,6974159438000.0,341537892000.0,336687841000.0,190662466000.0,0.0,4.9,4.83,2.73,117080.0,6504953550000.0,297627539000.0,774538708000.0,196748236000.0,0.0,4.58,11.91,3.02,6349714131000.0,331729472000.0,346149760000.0,60987008000.0,0.0,5.22,5.45,0.96,26972.0,26898599989000.0,1325955339000.0,2240404302000.0,463698379000.0,15893.0,862103.0,411038.0,5.54,1.58,13.58,3.87
5,79160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시,2018-08-14,404803579516.0,265581478.0,59239427384.0,-19899467399.0,0.0,0.07,14.63,-4.92,441179496219.0,19175702246.0,26200712563.0,2885311899.0,0.0,4.35,5.94,0.65,-2100.0,382624003642.0,-3125523084.0,42073597419.0,-11154523612.0,0.0,-0.82,11.0,-2.92,405518421328.0,14580489111.0,14187390830.0,-4387682213.0,0.0,3.6,3.5,-1.08,-1176.0,1714387173382.0,86242893480.0,194342876963.0,-1402536047.0,-37.0,38225.0,20540.0,-1.64,-0.06,-5.49,-0.18
6,120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,강신호,http://www.cjlogistics.com,서울특별시,2018-08-14,2284607837550.0,57109877657.0,-41890503793.0,6718072471.0,0.0,2.5,-1.83,0.29,2001464084617.0,45309840533.0,-16177234818.0,34847195836.0,34847195836.0,2.26,-0.81,1.74,1176.0,1707834338298.0,61854049085.0,76449128019.0,22301335558.0,0.0,3.62,4.48,1.31,1594922919093.0,51139097619.0,88482554935.0,3756620117.0,4433013117.0,3.21,5.55,0.24,3908.0,7110391207800.0,235651420434.0,246413341230.0,31483355602.0,1379.0,263072.0,121973.0,0.18,0.5,0.45,1.13
7,11150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도,2018-08-14,35232237088.0,841681251.0,-4504914881.0,430054735.0,0.0,2.39,-12.79,1.22,38216055861.0,1557788352.0,-4811672371.0,717543113.0,0.0,4.08,-12.59,1.88,44.0,39062744796.0,959193177.0,2752005192.0,583811045.0,0.0,2.46,7.05,1.49,43703169318.0,1927661128.0,2217807098.0,1443250818.0,0.0,4.41,5.07,3.3,64.0,164629714604.0,6558691988.0,15614970639.0,4590049356.0,127.0,3380.0,1662.0,0.63,3.82,1.3,7.64
8,97950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 최은석 (각자 대표이사)",http://www.cj.co.kr,서울특별시,2018-08-14,4453748788000.0,184606408000.0,-62273905000.0,783380630000.0,0.0,4.14,-1.4,17.59,4348588146000.0,210257123000.0,84591963000.0,72149886000.0,0.0,4.84,1.95,1.66,191280.0,3908894716000.0,164399873000.0,307681479000.0,43148166000.0,0.0,4.21,7.87,1.1,3866534180000.0,192480405000.0,133420717000.0,91020464000.0,0.0,4.98,3.45,2.35,10532.0,16477174023000.0,776575241000.0,1180837049000.0,412797743000.0,25198.0,833364.0,375045.0,8.39,2.45,22.95,6.72
9,590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,임규섭,http://www.chosunwelding.com,경상북도,2018-08-14,30129062103.0,3167764128.0,-296390301.0,3048415027.0,3048415027.0,10.51,-0.98,10.12,30158932705.0,3124463155.0,2468790988.0,3438384864.0,3438384864.0,10.36,8.19,11.4,10560.0,30223666115.0,3903947145.0,7132190154.0,1900548353.0,3718689361.0,12.92,23.6,6.29,32593661675.0,4572562513.0,4015760602.0,2166577853.0,3630084376.0,14.03,12.32,6.65,6584.0,120959821888.0,17036018175.0,16869197453.0,8369304855.0,7249.0,470352.0,233392.0,1.98,2.77,2.25,3.11
