,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2020_6,Quarter_Operating_Profit2020_6,Quarter_Cashflow2020_6,Quarter_Earn2020_6,Quarter_Continue_Earn2020_6,Quarter_Percent_Operating_Profit2020_6,Quarter_Percent_Cashflow2020_6,Quarter_Percent_Earn2020_6,Quarter_Revenue2020_3,Quarter_Operating_Profit2020_3,Quarter_Cashflow2020_3,Quarter_Earn2020_3,Quarter_Continue_Earn2020_3,Quarter_Percent_Operating_Profit2020_3,Quarter_Percent_Cashflow2020_3,Quarter_Percent_Earn2020_3,Quarter_Full_EPS,Last_Revenue2019_6,Last_Operating_Profit2019_6,Last_Cashflow2019_6,Last_Earn2019_6,Last_Continue_Earn2019_6,Last_Percent_Operating_Profit2019_6,Last_Percent_Cashflow2019_6,Last_Percent_Earn2019_6,Last_Revenue2019_3,Last_Operating_Profit2019_3,Last_Cashflow2019_3,Last_Earn2019_3,Last_Continue_Earn2019_3,Last_Percent_Operating_Profit2019_3,Last_Percent_Cashflow2019_3,Last_Percent_Earn2019_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
0,60310,KOSDAQ,3S,전자부품 제조업,반도체 웨이퍼 캐리어,2002-04-23,03월,"박종익, 김세완 (각자 대표이사)",http://www.3sref.com,서울특별시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54620,KOSDAQ,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도,2020-08-14,6056760679,-2875523835,-2514410925,-5269573136,-5497724133,-47.48,-41.51,-87.0,5235574241,-2356519723,-10519961,-413901012,-599659468,-45.01,-0.2,-7.91,-556,5357548874,-2389703622,-119581754,-1378804654,-1786989147,-44.6,-2.23,-25.74,4674189003,-2962292441,846348158,-2575840318,-3163978821,-63.38,18.11,-55.11,-386,23151385938,-10579887493,-4095940638,-2731765109,-133,20669,10532,-1.91,-0.92,-2.69,-1.27
2,265520,KOSDAQ,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,김영주,http://www.apsystems.co.kr,경기도,2020-08-14,128512636355,8813567840,6717033145,4662415398,0,6.86,5.23,3.63,121063859453,7936871351,8544349079,8211291126,0,6.56,7.06,6.78,1684,144779953103,10851394704,20158199291,5620588677,0,7.5,13.92,3.88,87156481527,3226416641,-4645417330,412793840,0,3.7,-5.33,0.47,788,462077778626,28427122553,18066603027,9451469310,618,16234,7468,2.9,2.25,10.37,8.28
3,211270,KOSDAQ,AP위성,통신 및 방송 장비 제조업,위성통신 단말기,2016-03-04,12월,류장수,http://www.apsi.co.kr,서울특별시,2020-08-13,11036099824,224503240,3228478547,2495538,0,2.03,29.25,0.02,7254426867,11184636,38542687,1115308706,0,0.15,0.53,15.37,148,6745788438,39288506,1291469712,415456604,0,0.58,19.14,6.16,11148342160,220978799,316014053,589232652,0,1.98,2.83,5.29,132,45653106268,7123981451,7119962177,713709314,47,10928,5454,1.05,0.7,1.35,0.87
4,32790,KOSDAQ,BNGT,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기",1997-06-26,12월,조상환,http://www.mgenplus.com,서울특별시,2020-08-14,13888782129,-412585481,-1572400940,-928849526,0,-2.97,-11.32,-6.69,11988113100,-1340205867,133150930,-1750515016,0,-11.18,1.11,-14.6,-180,14101859300,-998085763,-3608235076,-5877893629,0,-7.08,-25.59,-41.68,11786322365,-1525650942,505597491,-5968099604,0,-12.94,4.29,-50.64,-802,51911129030,-3134779434,-5940527352,-18520371267,-627,1475,762,-5.88,-44.28,-12.2,-82.24
5,13720,KOSDAQ,CBI,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,오경원,http://www.cheongbo.co.kr,인천광역시,2020-08-14,2722231462,-717967448,-695212650,-603009403,0,-26.37,-25.54,-22.15,4683205798,-411716097,-827884873,-353969035,0,-8.79,-17.68,-7.56,-46,6111236716,381850441,1017768083,452274957,0,6.25,16.65,7.4,5687681271,-184484497,-281257181,-176251806,0,-3.24,-4.95,-3.1,12,22117496797,241442866,2740767309,306965930,7,1040,537,-2.28,0.75,-4.42,1.4
6,35760,KOSDAQ,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,"Minho Hou, Ho Sung Kang",http://www.cjmall.com,서울특별시,2020-08-14,837526668341,73380361203,195218051115,33917071890,39483288915,8.76,23.31,4.05,810766913727,39725632258,56136204412,26875251693,30157956861,4.9,6.92,3.31,5542,1005505369464,87423547890,399594630031,63217914311,71257910544,8.69,39.74,6.29,860222148187,79023516650,284700011846,42513138929,50603436324,9.19,33.1,4.94,9642,3789723949697,269385174265,743378557941,104247156874,4753,299523,143718,1.04,1.92,1.85,3.31
7,51500,KOSDAQ,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,정성필,http://www.cjfreshway.com,경기도,2020-08-14,624467603472,2708192672,379615385,-2690851574,0,0.43,0.06,-0.43,602479627165,-12612946685,18775907268,-20023494997,0,-2.09,3.12,-3.32,-3826,756543011222,19349538311,61422728714,7717546360,0,2.56,8.12,1.02,747681237039,6588995289,-47938917823,-1538223275,0,0.88,-6.41,-0.21,1040,3055080973511,58075352319,78647570575,9587493127,807,44468,24354,-1.79,0.81,-8.6,3.32
8,58820,KOSDAQ,CMG제약,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시,2020-08-14,15945189411,450376676,2921595784,885005867,885005867,2.82,18.32,5.55,14547705662,222470766,1787751589,1219380463,,1.53,12.29,8.38,30,14436862029,637286387,3592463878,1138613752,1138613752,4.41,24.88,7.89,13126496815,368030657,1695397716,526763298,526763298,2.8,12.92,4.01,22,58622680863,2603773813,2823387027,3051176651,21,2622,1297,1.05,1.59,1.14,1.69
9,23460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도,2020-08-12,62008475075,11991873464,-37242825207,8075816126,8075816126,19.34,-60.06,13.02,58047810668,-10983140284,-28982736656,-9237809988,-9237809988,-18.92,-49.93,-15.91,-62,33330767420,2874483871,-20637546119,3828854332,3828854332,8.62,-61.92,11.49,21821291557,7250464851,-25068277921,5644522463,5644522463,33.23,-114.88,25.87,508,167822819295,21073623158,-28296098235,15879708958,426,5565,2951,-0.25,3.41,-1.11,14.46
