,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2020_6,Quarter_Operating_Profit2020_6,Quarter_Cashflow2020_6,Quarter_Earn2020_6,Quarter_Continue_Earn2020_6,Quarter_Percent_Operating_Profit2020_6,Quarter_Percent_Cashflow2020_6,Quarter_Percent_Earn2020_6,Quarter_Revenue2020_3,Quarter_Operating_Profit2020_3,Quarter_Cashflow2020_3,Quarter_Earn2020_3,Quarter_Continue_Earn2020_3,Quarter_Percent_Operating_Profit2020_3,Quarter_Percent_Cashflow2020_3,Quarter_Percent_Earn2020_3,Quarter_Full_EPS,Last_Revenue2019_6,Last_Operating_Profit2019_6,Last_Cashflow2019_6,Last_Earn2019_6,Last_Continue_Earn2019_6,Last_Percent_Operating_Profit2019_6,Last_Percent_Cashflow2019_6,Last_Percent_Earn2019_6,Last_Revenue2019_3,Last_Operating_Profit2019_3,Last_Cashflow2019_3,Last_Earn2019_3,Last_Continue_Earn2019_3,Last_Percent_Operating_Profit2019_3,Last_Percent_Cashflow2019_3,Last_Percent_Earn2019_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
0,54620,KOSDAQ,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도,2020-08-14,6056760679.0,-2875523835.0,-2514410925.0,-5269573136.0,-5497724133.0,-47.48,-41.51,-87.0,5235574241.0,-2356519723.0,-10519961.0,-413901012.0,-599659468.0,-45.01,-0.2,-7.91,-556.0,5357548874.0,-2389703622.0,-119581754.0,-1378804654.0,-1786989147.0,-44.6,-2.23,-25.74,4674189003.0,-2962292441.0,846348158.0,-2575840318.0,-3163978821.0,-63.38,18.11,-55.11,-386.0,23151385938.0,-10579887493.0,-4095940638.0,-2731765109.0,-133.0,20669.0,10532.0,-1.91,-0.92,-2.69,-1.27
1,265520,KOSDAQ,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,김영주,http://www.apsystems.co.kr,경기도,2020-08-14,128512636355.0,8813567840.0,6717033145.0,4662415398.0,0.0,6.86,5.23,3.63,121063859453.0,7936871351.0,8544349079.0,8211291126.0,0.0,6.56,7.06,6.78,1684.0,144779953103.0,10851394704.0,20158199291.0,5620588677.0,0.0,7.5,13.92,3.88,87156481527.0,3226416641.0,-4645417330.0,412793840.0,0.0,3.7,-5.33,0.47,788.0,462077778626.0,28427122553.0,18066603027.0,9451469310.0,618.0,16234.0,7468.0,2.9,2.25,10.37,8.28
2,211270,KOSDAQ,AP위성,통신 및 방송 장비 제조업,위성통신 단말기,2016-03-04,12월,류장수,http://www.apsi.co.kr,서울특별시,2020-08-13,11036099824.0,224503240.0,3228478547.0,2495538.0,0.0,2.03,29.25,0.02,7254426867.0,11184636.0,38542687.0,1115308706.0,0.0,0.15,0.53,15.37,148.0,6745788438.0,39288506.0,1291469712.0,415456604.0,0.0,0.58,19.14,6.16,11148342160.0,220978799.0,316014053.0,589232652.0,0.0,1.98,2.83,5.29,132.0,45653106268.0,7123981451.0,7119962177.0,713709314.0,47.0,10928.0,5454.0,1.05,0.7,1.35,0.87
3,32790,KOSDAQ,BNGT,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기",1997-06-26,12월,조상환,http://www.mgenplus.com,서울특별시,2020-08-14,13888782129.0,-412585481.0,-1572400940.0,-928849526.0,0.0,-2.97,-11.32,-6.69,11988113100.0,-1340205867.0,133150930.0,-1750515016.0,0.0,-11.18,1.11,-14.6,-180.0,14101859300.0,-998085763.0,-3608235076.0,-5877893629.0,0.0,-7.08,-25.59,-41.68,11786322365.0,-1525650942.0,505597491.0,-5968099604.0,0.0,-12.94,4.29,-50.64,-802.0,51911129030.0,-3134779434.0,-5940527352.0,-18520371267.0,-627.0,1475.0,762.0,-5.88,-44.28,-12.2,-82.24
4,13720,KOSDAQ,CBI,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,오경원,http://www.cheongbo.co.kr,인천광역시,2020-08-14,2722231462.0,-717967448.0,-695212650.0,-603009403.0,0.0,-26.37,-25.54,-22.15,4683205798.0,-411716097.0,-827884873.0,-353969035.0,0.0,-8.79,-17.68,-7.56,-46.0,6111236716.0,381850441.0,1017768083.0,452274957.0,0.0,6.25,16.65,7.4,5687681271.0,-184484497.0,-281257181.0,-176251806.0,0.0,-3.24,-4.95,-3.1,12.0,22117496797.0,241442866.0,2740767309.0,306965930.0,7.0,1040.0,537.0,-2.28,0.75,-4.42,1.4
5,35760,KOSDAQ,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,"Minho Hou, Ho Sung Kang",http://www.cjmall.com,서울특별시,2020-08-14,837526668341.0,73380361203.0,195218051115.0,33917071890.0,39483288915.0,8.76,23.31,4.05,810766913727.0,39725632258.0,56136204412.0,26875251693.0,30157956861.0,4.9,6.92,3.31,5542.0,1005505369464.0,87423547890.0,399594630031.0,63217914311.0,71257910544.0,8.69,39.74,6.29,860222148187.0,79023516650.0,284700011846.0,42513138929.0,50603436324.0,9.19,33.1,4.94,9642.0,3789723949697.0,269385174265.0,743378557941.0,104247156874.0,4753.0,299523.0,143718.0,1.04,1.92,1.85,3.31
6,51500,KOSDAQ,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,정성필,http://www.cjfreshway.com,경기도,2020-08-14,624467603472.0,2708192672.0,379615385.0,-2690851574.0,0.0,0.43,0.06,-0.43,602479627165.0,-12612946685.0,18775907268.0,-20023494997.0,0.0,-2.09,3.12,-3.32,-3826.0,756543011222.0,19349538311.0,61422728714.0,7717546360.0,0.0,2.56,8.12,1.02,747681237039.0,6588995289.0,-47938917823.0,-1538223275.0,0.0,0.88,-6.41,-0.21,1040.0,3055080973511.0,58075352319.0,78647570575.0,9587493127.0,807.0,44468.0,24354.0,-1.79,0.81,-8.6,3.32
7,58820,KOSDAQ,CMG제약,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시,2020-08-14,15945189411.0,450376676.0,2921595784.0,885005867.0,885005867.0,2.82,18.32,5.55,14547705662.0,222470766.0,1787751589.0,1219380463.0,,1.53,12.29,8.38,30.0,14436862029.0,637286387.0,3592463878.0,1138613752.0,1138613752.0,4.41,24.88,7.89,13126496815.0,368030657.0,1695397716.0,526763298.0,526763298.0,2.8,12.92,4.01,22.0,58622680863.0,2603773813.0,2823387027.0,3051176651.0,21.0,2622.0,1297.0,1.05,1.59,1.14,1.69
8,23460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도,2020-08-12,62008475075.0,11991873464.0,-37242825207.0,8075816126.0,8075816126.0,19.34,-60.06,13.02,58047810668.0,-10983140284.0,-28982736656.0,-9237809988.0,-9237809988.0,-18.92,-49.93,-15.91,-62.0,33330767420.0,2874483871.0,-20637546119.0,3828854332.0,3828854332.0,8.62,-61.92,11.49,21821291557.0,7250464851.0,-25068277921.0,5644522463.0,5644522463.0,33.23,-114.88,25.87,508.0,167822819295.0,21073623158.0,-28296098235.0,15879708958.0,426.0,5565.0,2951.0,-0.25,3.41,-1.11,14.46
9,56730,KOSDAQ,CNT85,기타 전문 도매업,산업설비 제조외,2002-01-04,12월,박종승,http://www.cnt85.com,경기도,2020-08-14,1356451309.0,-472930915.0,-139799592.0,-7830756469.0,-7829132913.0,-34.87,-10.31,-577.3,552608685.0,-1108910861.0,306594153.0,-2180365421.0,-2178727838.0,-200.67,55.48,-394.56,-282.0,5890036971.0,-878714786.0,-13052544355.0,-2630435273.0,-2628148145.0,-14.92,-221.6,-44.66,5141570615.0,-1395714453.0,-14566925923.0,-1383705331.0,-1381425839.0,-27.15,-283.32,-26.91,-112.0,7220574941.0,-3504601855.0,-2497716979.0,-31395315498.0,-444.0,68.0,-44.0,-22.72,-111.36,-411.66,1001.51
