,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2020_6,Quarter_Operating_Profit2020_6,Quarter_Cashflow2020_6,Quarter_Earn2020_6,Quarter_Continue_Earn2020_6,Quarter_Percent_Operating_Profit2020_6,Quarter_Percent_Cashflow2020_6,Quarter_Percent_Earn2020_6,Quarter_Revenue2020_3,Quarter_Operating_Profit2020_3,Quarter_Cashflow2020_3,Quarter_Earn2020_3,Quarter_Continue_Earn2020_3,Quarter_Percent_Operating_Profit2020_3,Quarter_Percent_Cashflow2020_3,Quarter_Percent_Earn2020_3,Quarter_Full_EPS,Last_Revenue2019_6,Last_Operating_Profit2019_6,Last_Cashflow2019_6,Last_Earn2019_6,Last_Continue_Earn2019_6,Last_Percent_Operating_Profit2019_6,Last_Percent_Cashflow2019_6,Last_Percent_Earn2019_6,Last_Revenue2019_3,Last_Operating_Profit2019_3,Last_Cashflow2019_3,Last_Earn2019_3,Last_Continue_Earn2019_3,Last_Percent_Operating_Profit2019_3,Last_Percent_Cashflow2019_3,Last_Percent_Earn2019_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
17,17,1390,KOSPI,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시,2020-08-14,882563697486.0,65143542599.0,55772114646.0,36395304209.0,0.0,7.38,6.32,4.12,934865759202.0,58506909600.0,-57314625121.0,5070261570.0,0.0,6.26,-6.13,0.54,10496.0,340030438817.0,27433836978.0,104050652492.0,4957028704.0,0.0,8.07,30.6,1.46,324929756970.0,24079910332.0,70133934165.0,3160209174.0,0.0,7.41,21.58,0.97,1428.0,2068395230839.0,117974346288.0,146745850908.0,96147983687.0,6933.0,201958.0,97466.0,1.78,2.32,5.2,7.11,-0.6900000000000004,-1.1500000000000004,159.55432124151227,
13,13,42700,KOSPI,한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,곽동신,http://www.hanmisemi.com,인천광역시,2020-08-13,61911007850.0,20060470712.0,-10699340044.0,14267993380.0,0.0,32.4,-17.28,23.05,39615649818.0,7441126973.0,-799918275.0,7609590787.0,0.0,18.78,-2.02,19.21,1152.0,24612755946.0,-1648913515.0,18144677961.0,-508700857.0,0.0,-6.7,73.72,-2.07,19613028713.0,238999909.0,4779336791.0,586443059.0,0.0,1.22,24.37,2.99,-40.0,120377520384.0,13725362614.0,27170525034.0,19262572161.0,389.0,9311.0,4441.0,9.86,7.48,12.37,8.77,39.1,17.560000000000002,151.5403313055709,
2,2,210980,KOSPI,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",2015-06-23,12월,함스테판윤성,http://www.skdnd.com,경기도,2020-08-14,185690406282.0,42906287718.0,-74350347560.0,31293990475.0,0.0,23.11,-40.04,16.85,97419919701.0,19854041702.0,-164196810772.0,14350042317.0,0.0,20.38,-168.55,14.73,5640.0,81337028107.0,6651006142.0,-14565936562.0,351825609.0,0.0,8.18,-17.91,0.43,52335299521.0,-528294696.0,-31116994218.0,-4911602476.0,0.0,-1.01,-59.46,-9.38,60.0,454720099303.0,82257926441.0,277141617353.0,44903285859.0,2023.0,39490.0,16289.0,3.76,3.21,14.28,12.42,14.93,21.39,128.29750558100264,
116,116,20120,KOSPI,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03,12월,김영훈,http://www.kidaristudio.com,서울특별시,2020-08-14,11662740880.0,1610816006.0,2541792969.0,-717322265.0,0.0,13.81,21.79,-6.15,11336185332.0,1080675148.0,171383081.0,823389660.0,752334888.0,9.53,1.51,7.26,-84.0,5408221427.0,-8403450.0,-340140145.0,-53231243.0,0.0,-0.16,-6.29,-0.98,5292542734.0,294945783.0,-184349472.0,214570250.0,214570250.0,5.57,-3.48,4.05,-4.0,26737869784.0,702896894.0,775974287.0,2693115706.0,80.0,1248.0,629.0,-3.12,6.42,-6.73,12.84,13.97,3.959999999999999,115.64836124820891,
7,7,10780,KOSPI,아이에스동서,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,"허석헌, 정원호, 김갑진(각자 대표이사)",http://www.isdongseo.co.kr,서울특별시,2020-08-14,314169036203.0,56120099152.0,130701723648.0,19234078593.0,0.0,17.86,41.6,6.12,215711556276.0,27000488130.0,-7795107939.0,8358728122.0,0.0,12.52,-3.61,3.87,2488.0,150906869924.0,963610068.0,46173338316.0,16649275376.0,0.0,0.64,30.6,11.03,185857339427.0,14119797769.0,91916384567.0,18596643223.0,0.0,7.6,49.46,10.01,2152.0,964111879557.0,66240705036.0,-117157545529.0,66056642844.0,2138.0,81752.0,41229.0,1.28,2.29,3.04,5.19,17.22,4.92,108.18736506908029,
12,12,17960,KOSPI,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,"조문수, 이명화 공동대표이사",http://www.hcarbon.com,경상남도,2020-08-14,126150955110.0,24461945633.0,50271230457.0,18771419995.0,18771418006.0,19.39,39.85,14.88,88669640238.0,12602851186.0,13558502036.0,10124638867.0,10124638867.0,14.21,15.29,11.42,1704.0,64816621315.0,1928892553.0,-32597995233.0,1580524089.0,1580856305.0,2.98,-50.29,2.44,43103916551.0,2375863932.0,-20901709607.0,1242830414.0,1240649051.0,5.51,-48.49,2.88,140.0,273402502535.0,25286667254.0,-421619853.0,17701679655.0,402.0,14898.0,7112.0,8.84,4.45,11.44,5.66,16.41,8.700000000000001,94.6274775677113,
9,9,93230,KOSPI,이아이디,기타 전문 도매업,"무선통신기기부품,전시용 핸드폰모형기(ADM) 제조",2007-11-01,12월,김성규,http://www.eid21.co.kr,경기도,2020-08-14,28538485393.0,256298558.0,5718666209.0,-9555663548.0,0.0,0.9,20.04,-33.48,59975881967.0,4550539997.0,6701578973.0,3988706759.0,0.0,7.59,11.17,6.65,-44.0,17645977838.0,-1027820076.0,-2033179629.0,-4334568063.0,0.0,-5.82,-11.52,-24.56,17623631891.0,-835522397.0,-1198192126.0,-993841108.0,0.0,-4.74,-6.8,-5.64,-20.0,141020916109.0,1484789114.0,-6709420867.0,465758861.0,0.0,329.0,165.0,-8.38,0.23,-13.34,0.34,6.720000000000001,12.33,61.72799067866539,
16,16,39570,KOSPI,HDC아이콘트롤스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",2015-09-24,12월,김성은,http://www.icontrols.co.kr,경기도,2020-08-14,82547630614.0,4736585737.0,-435883353.0,5518288663.0,0.0,5.74,-0.53,6.68,72095900142.0,3991791071.0,1659442632.0,5097508087.0,0.0,5.54,2.3,7.07,1340.0,55413057997.0,2380556384.0,-7017222576.0,3290626956.0,0.0,4.3,-12.66,5.94,49023476935.0,2209956424.0,-8063775170.0,4237986173.0,0.0,4.51,-16.45,8.64,796.0,252410792253.0,12952774365.0,-4507552365.0,-5896574240.0,-358.0,19424.0,10245.0,4.55,-2.49,6.9,-3.5,1.4400000000000004,1.0300000000000002,48.96783104529087,
29,29,24720,KOSPI,한국콜마홀딩스,기타 금융업,"화장품,의약부외품의 주문자표시 제조,도매",2002-04-09,12월,김병묵,http://www.kolmar.co.kr,세종특별자치시,2020-08-14,191062945805.0,40724085273.0,51781657113.0,16284284440.0,0.0,21.31,27.1,8.52,175863474632.0,35149968606.0,10750683621.0,12740422173.0,0.0,19.99,6.11,7.24,3504.0,134951010331.0,25798659547.0,30701577116.0,17098481199.0,0.0,19.12,22.75,12.67,143107610917.0,23543547284.0,25425378091.0,8614397507.0,0.0,16.45,17.77,6.02,3680.0,593433802381.0,101154933758.0,84102124993.0,43599076017.0,2346.0,69237.0,32499.0,2.82,3.98,5.06,7.22,2.1899999999999977,3.539999999999999,41.57948527867402,
32,32,2460,KOSPI,화성산업,건물 건설업,아파트 건설,1988-09-29,12월,"이홍중,이종원",http://www.hwasung.com,대구광역시,2020-08-14,127109143322.0,12278234981.0,96994853532.0,10358669906.0,10353904924.0,9.66,76.31,8.15,154057991883.0,23157268148.0,35155341109.0,19062620064.0,0.0,15.03,22.82,12.37,3324.0,90990340299.0,6307689239.0,-20615783918.0,7033532012.0,7033532012.0,6.93,-22.66,7.73,72125452496.0,3437417470.0,-42564178850.0,2324695684.0,0.0,4.77,-59.01,3.22,2256.0,451385955934.0,29623444036.0,45335077350.0,7672692424.0,616.0,62227.0,29797.0,3.46,1.25,5.34,2.07,2.7300000000000004,10.26,39.69520600133084,
