,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2020_6,Quarter_Operating_Profit2020_6,Quarter_Cashflow2020_6,Quarter_Earn2020_6,Quarter_Continue_Earn2020_6,Quarter_Percent_Operating_Profit2020_6,Quarter_Percent_Cashflow2020_6,Quarter_Percent_Earn2020_6,Quarter_Revenue2020_3,Quarter_Operating_Profit2020_3,Quarter_Cashflow2020_3,Quarter_Earn2020_3,Quarter_Continue_Earn2020_3,Quarter_Percent_Operating_Profit2020_3,Quarter_Percent_Cashflow2020_3,Quarter_Percent_Earn2020_3,Quarter_Full_EPS,Last_Revenue2019_6,Last_Operating_Profit2019_6,Last_Cashflow2019_6,Last_Earn2019_6,Last_Continue_Earn2019_6,Last_Percent_Operating_Profit2019_6,Last_Percent_Cashflow2019_6,Last_Percent_Earn2019_6,Last_Revenue2019_3,Last_Operating_Profit2019_3,Last_Cashflow2019_3,Last_Earn2019_3,Last_Continue_Earn2019_3,Last_Percent_Operating_Profit2019_3,Last_Percent_Cashflow2019_3,Last_Percent_Earn2019_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
56,56,83790,KOSDAQ,크리스탈지노믹스,자연과학 및 공학 연구개발업,신개념항생제(전임상),2006-01-06,12월,조중명,http://www.cgxinc.com,경기도,2020-08-14,38825275783.0,-1296250196.0,-15497734708.0,-1853744592.0,-1997037720.0,-3.34,-39.92,-4.77,41774618935.0,-654688558.0,-9247077587.0,-7454785080.0,-6431571616.0,-1.57,-22.14,-17.85,-268.0,1042507294.0,-2784403018.0,-1102050883.0,-3268633360.0,-3268633360.0,-267.09,-105.71,-313.54,1161679720.0,-1814993720.0,-534719608.0,1202432478.0,1202432478.0,-156.24,-46.03,103.51,-58.0,14006559473.0,-10560240961.0,-7137542832.0,-37585387711.0,-542.0,6375.0,3251.0,-2.45,-9.91,-4.2,-16.69,263.75,154.67000000000002,3624.221020462232,
153,153,187870,KOSDAQ,디바이스이엔지,특수 목적용 기계 제조업,OLED용 FM MASK 세정장비,2017-12-20,12월,"최봉진, 방인호 각자대표",http://www.deviceeng.co.kr,충청남도,2020-08-13,41428582274.0,16338964806.0,13518231551.0,13945088675.0,0.0,39.44,32.63,33.66,11616879267.0,931950875.0,-17834610686.0,1619613061.0,0.0,8.02,-153.52,13.94,4422.0,4289234387.0,-760587879.0,-3029621707.0,-237828176.0,0.0,-17.73,-70.63,-5.54,10868235296.0,-1648645372.0,3915908330.0,-1071356810.0,0.0,-15.17,36.03,-9.86,-372.0,43228286507.0,4417264207.0,21177567093.0,4649752803.0,660.0,21894.0,9027.0,12.11,4.31,20.2,7.32,57.17,23.19,865.8735927223647,
30,30,96530,KOSDAQ,씨젠,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",2010-09-10,12월,천종윤,http://seegene.co.kr,서울특별시,2020-08-13,274830982821.0,168981099159.0,91716447647.0,130657993843.0,131635731946.0,61.49,33.37,47.54,81771622784.0,39754028931.0,12648021304.0,33619363226.0,33676710269.0,48.62,15.47,41.11,6290.0,29299435578.0,4642322774.0,15544144865.0,10173033073.0,10187684846.0,15.84,53.05,34.72,27479863480.0,5809054466.0,8260203961.0,4967287535.0,4959556330.0,21.14,30.06,18.08,578.0,121953286875.0,22423158244.0,27140749696.0,26672069051.0,510.0,9456.0,2925.0,42.92,13.63,66.51,17.45,45.650000000000006,27.48,838.0077718198836,
70,70,205470,KOSDAQ,휴마시스,의료용품 및 기타 의약 관련제품 제조업,체외진단키트,2014-12-01,12월,차정학,http://www.humasis.com,경기도,2020-08-20,17309559843.0,11003474086.0,6122935175.0,7365954385.0,0.0,63.57,35.37,42.55,2107370356.0,141004135.0,-367177800.0,285670121.0,0.0,6.69,-17.42,13.56,446.0,2047550400.0,-476030909.0,-235048354.0,-2837357067.0,0.0,-23.25,-11.48,-138.57,1484097909.0,-224337106.0,-642185215.0,-263771841.0,0.0,-15.12,-43.27,-17.77,-180.0,9150651630.0,-875263584.0,779575191.0,-1226234515.0,-35.0,1678.0,445.0,17.71,-3.36,26.57,-8.04,86.82,21.81,745.3789388041438,
15,15,58110,KOSDAQ,멕아이씨에스,의료용 기기 제조업,인공호흡기,2015-12-14,12월,김종철,http://www.mek-ics.com,경기도,2020-08-13,24037227273.0,11058136040.0,16048985537.0,9667699509.0,0.0,46.0,66.77,40.22,4786359589.0,563093252.0,3147476693.0,571402172.0,0.0,11.76,65.76,11.94,1276.0,3399910747.0,75066555.0,-362768209.0,-718311.0,0.0,2.21,-10.67,-0.02,3356207735.0,216544424.0,-367803512.0,22901222.0,0.0,6.45,-10.96,0.68,2.0,12863658681.0,-211336126.0,-774209897.0,-1432042436.0,-89.0,1688.0,261.0,23.88,-5.76,75.58,-34.18,43.79,5.31,606.9958319997039,
33,33,40910,KOSDAQ,아이씨디,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입",2011-08-05,12월,이승호,http://www.icd.co.kr,경기도,2020-08-11,73679612957.0,15646148864.0,-9477271989.0,11881164551.0,0.0,21.24,-12.86,16.13,46257671071.0,8352078336.0,434476307.0,7374376866.0,0.0,18.06,0.94,15.94,2130.0,11689295909.0,-3713526049.0,24544496795.0,-2633283652.0,0.0,-31.77,209.97,-22.53,34159844247.0,415128262.0,20712395748.0,1129139618.0,0.0,1.22,60.63,3.31,-166.0,121604632064.0,14295627577.0,23965782108.0,11151768378.0,617.0,17555.0,8141.0,7.72,5.47,12.13,7.58,53.01,16.84,530.3169457817512,
10,10,203650,KOSDAQ,드림시큐리티,소프트웨어 개발 및 공급업,정보보안솔루션,2014-10-13,12월,"범진규, 문진일",http://www.dreamsecurity.com,서울특별시,2020-08-14,37332794021.0,549230307.0,7352687428.0,-459648594.0,0.0,1.47,19.69,-1.23,38451363356.0,3501466789.0,1952154771.0,1479496339.0,0.0,9.11,5.08,3.85,40.0,6067072845.0,-180976684.0,-899110659.0,-20539938.0,0.0,-2.98,-14.82,-0.34,4908983029.0,-1326853236.0,-493069097.0,-1267737469.0,0.0,-27.03,-10.04,-25.82,-50.0,28815881240.0,1771024536.0,2341753253.0,2526905862.0,49.0,4839.0,1270.0,0.36,3.27,0.83,3.93,4.45,36.14,515.3345274528347,
67,67,23770,KOSDAQ,플레이위드,소프트웨어 개발 및 공급업,게임소프트웨어,1994-11-07,12월,김학준,http://www.playwith.co.kr,경기도,2020-08-12,12742083625.0,4386056505.0,5203975645.0,635206228.0,0.0,34.42,40.84,4.99,18588549979.0,6463987877.0,4542962050.0,9500415017.0,0.0,34.77,24.44,51.11,2328.0,2197493337.0,-1110885820.0,-1049733733.0,-3152253512.0,0.0,-50.55,-47.77,-143.45,2247983917.0,-841976907.0,-1237942109.0,-899388181.0,0.0,-37.45,-55.07,-40.01,-930.0,56031811004.0,13587166147.0,18809496156.0,9076281287.0,1042.0,6428.0,2074.0,9.27,7.4,36.22,50.26,84.97,72.22,479.846291702317,
3,3,38530,KOSDAQ,골드퍼시픽,생활용품 도매업,"주문형반도체, IMT-2000 Modem Chip 등",2000-06-09,12월,조정영,http://www.corecross.com,서울특별시,2020-08-14,3682005166.0,136137568.0,1107014522.0,-7016455844.0,0.0,3.7,30.07,-190.56,3351718454.0,-313648666.0,626809627.0,-8030185276.0,0.0,-9.36,18.7,-239.58,-360.0,651573942.0,-1587558958.0,-2387115143.0,-2024247062.0,0.0,-243.65,-366.36,-310.67,1306223835.0,-767854991.0,372709461.0,-595439899.0,0.0,-58.78,28.53,-45.58,-62.0,11323125410.0,-3421041185.0,-3541143323.0,-31603970066.0,-379.0,393.0,252.0,-23.46,-43.33,-91.5,-150.0,247.35,49.42,465.0939868310448,
24,24,49180,KOSDAQ,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업",2002-05-23,12월,"유인수, 이석환",http://www.cellumed.co.kr,서울특별시,2020-08-24,18767737891.0,717106837.0,-3483804044.0,-211817262.0,0.0,3.82,-18.56,-1.13,14535770107.0,-757022410.0,-2467943151.0,-1044771547.0,0.0,-5.21,-16.98,-7.19,-62.0,3356394116.0,-1721700385.0,-116409022.0,-1904075155.0,0.0,-51.3,-3.47,-56.73,2954054328.0,-1116510173.0,-530729608.0,-1508654167.0,0.0,-37.8,-17.97,-51.07,-172.0,17921487169.0,-8048175878.0,472904143.0,-37259444688.0,-941.0,1001.0,397.0,-1.96,-57.34,-6.19,-236.94,55.12,32.59,459.16371088644826,
41,41,232140,KOSDAQ,와이아이케이,특수 목적용 기계 제조업,메모리 웨이퍼 테스터,2015-12-24,12월,최명배,http://yikcorp.com,경기도,2020-08-14,46262408973.0,7003970927.0,25061816186.0,3756037237.0,0.0,15.14,54.17,8.12,33853905249.0,3506836681.0,11133758509.0,3099361246.0,0.0,10.36,32.89,9.16,166.0,8370100637.0,-2272326381.0,-7256294234.0,-2693040279.0,0.0,-27.15,-86.69,-32.17,13026055281.0,-2977436138.0,-988442840.0,-2633553372.0,0.0,-22.86,-7.59,-20.22,-128.0,49982617126.0,-11781132521.0,-2942499325.0,-10964228312.0,-133.0,2928.0,1301.0,3.19,-5.57,5.67,-10.27,42.29,33.22,452.71030754991386,
22,22,42940,KOSDAQ,상지카일룸,건물 건설업,"건설업, 고급빌라 건축 및 일반 건축, 주택공급 등",2000-10-19,12월,김영신,http://www.sangji.co.kr/,서울특별시,2020-08-13,6117872328.0,-462098097.0,-4212793880.0,-7954144822.0,-8242451766.0,-7.55,-68.86,-130.01,6151435563.0,-229472743.0,-1603575943.0,-888079662.0,-155968911.0,-3.73,-26.07,-14.44,-228.0,1121245897.0,-5742566633.0,-7659985828.0,2415949609.0,2415949609.0,-512.16,-683.17,215.47,3046909624.0,-1233910416.0,-3459137974.0,-2422957806.0,-2422957806.0,-40.5,-113.53,-79.52,0.0,104940554460.0,591244963.0,81143532189.0,-5132905893.0,-66.0,1200.0,579.0,-5.84,-3.33,-18.99,-11.43,504.61,36.77,445.6316356981951,
17,17,64550,KOSDAQ,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비",2005-12-29,12월,박한오,http://www.bioneer.co.kr,대전광역시,2020-08-14,59271073447.0,32037022437.0,33596158461.0,41282261190.0,0.0,54.05,56.68,69.65,12604954879.0,-464119208.0,-1582803263.0,-20947685296.0,0.0,-3.68,-12.56,-166.19,1612.0,11069376404.0,-665830351.0,413638565.0,-725699673.0,0.0,-6.02,3.74,-6.56,6784511600.0,-2783927412.0,-485231242.0,-2712841037.0,0.0,-41.03,-7.15,-39.99,-272.0,36292396635.0,-8520877039.0,-5589453062.0,-7826653510.0,-310.0,2462.0,1253.0,19.17,-9.53,65.47,-24.75,60.06999999999999,37.35,435.4508807341845,
48,48,41590,KOSDAQ,젬백스지오,실내건축 및 건축마무리 공사업,"실내건축, 에너지저장시스템",2002-11-01,12월,"김상재, 박군희 (각자대표)",http://www.gemvaxzio.com,서울특별시,2020-08-14,9071583253.0,-403764075.0,2243570573.0,-1281885791.0,-1281885791.0,-4.45,24.73,-14.13,7242964860.0,-701004738.0,-1025534542.0,-1532161187.0,-1532161187.0,-9.68,-14.16,-21.15,-62.0,1757403025.0,-558364567.0,-920948565.0,-20657258823.0,-19691085268.0,-31.77,-52.4,-1175.44,738412635.0,-577225558.0,-876224493.0,-6373990134.0,-5174116748.0,-78.17,-118.66,-863.2,-594.0,18906181689.0,-3974492595.0,622710835.0,-71341361648.0,-786.0,1671.0,845.0,-2.08,-48.62,-3.71,-93.03,27.32,68.49000000000001,416.1925365981432,
