,Unnamed: 0.1,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2022_6,Quarter_Operating_Profit2022_6,Quarter_Cashflow2022_6,Quarter_Earn2022_6,Quarter_Continue_Earn2022_6,Quarter_Percent_Operating_Profit2022_6,Quarter_Percent_Cashflow2022_6,Quarter_Percent_Earn2022_6,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Full_EPS,Last_Revenue2021_6,Last_Operating_Profit2021_6,Last_Cashflow2021_6,Last_Earn2021_6,Last_Continue_Earn2021_6,Last_Percent_Operating_Profit2021_6,Last_Percent_Cashflow2021_6,Last_Percent_Earn2021_6,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before,Quarter_Top_Stock_Price,Recent_Market_Gun,Quarter_Per,Last_Top_Stock_Price,Fake_Last_Per,Real_Last_Per,Price_Percent_Change,Price_Percent_Change_Three_Year,Price_Percent_Compare_Old_Biggest_Now,Old_Top_Stock_Price_Date,Price_Percent_Change_Year,Price_Percent_Compare_Last_Bigget_Now,Last_Top_Stock_Price_Date
0,3,211270,KOSDAQ,AP위성,통신 및 방송 장비 제조업,위성통신 단말기,2016-03-04,12월,류장수,http://www.apsi.co.kr,서울특별시,2022-08-12,15087737.0,14480159806.0,209688359.0,6804832976.0,849643867.0,0.0,1.45,46.99,5.87,9477113267.0,317207337.0,6480701743.0,659058999.0,0.0,3.35,68.38,6.95,224.0,5768794042.0,-724787064.0,482113838.0,-688780264.0,0.0,-12.56,8.36,-11.94,5896003439.0,-981792965.0,2604569363.0,122590527.0,0.0,-16.65,44.18,2.08,-180.0,40201720460.0,842198469.0,-1505269983.0,1401740834.0,92.0,10875.0,5375.0,1.57,1.26,2.06,1.73,14.01,20.0,151.00843782212462,,11800,178035296600,52.68,18500,-102.78,201.09,5.44,229.9,89.83,2021-02-22,54.81,56.78,2022-05-19
3,14,68790,KOSDAQ,DMS,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,http://www.dms21.co.kr,경기도,2022-08-12,24570396.0,77271645931.0,13786218963.0,13511698150.0,9770184035.0,0.0,17.84,17.49,12.64,57729050858.0,9644754893.0,5881645816.0,9519417064.0,0.0,16.71,10.19,16.49,1588.0,61775591566.0,8361346429.0,9437597905.0,10255245017.0,0.0,13.54,15.28,16.6,38771874787.0,3897301965.0,4840789151.0,7470426265.0,0.0,10.05,12.49,19.27,1668.0,225393632210.0,32010203266.0,24810140816.0,33093321332.0,1346.0,24482.0,11590.0,4.51,7.87,6.49,11.62,4.300000000000001,6.66,25.0844289341111,,5690,139805553240,3.58,8430,5.05,6.26,2.67,125.7,101.23,2020-09-10,49.76,48.15,2021-08-12
7,22,297890,KOSDAQ,HB솔루션,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,"이흥근, 이재원(공동 대표이사)",http://www.hb-solution.co.kr,충청남도,2022-08-12,16719190.0,73953498945.0,16492052951.0,7493806194.0,17810244889.0,0.0,22.3,10.13,24.08,28145432242.0,3012535770.0,-36603662242.0,3812401351.0,0.0,10.7,-130.05,13.55,4260.0,5385766786.0,-139440082.0,-16309287401.0,190274607.0,0.0,-2.59,-302.82,3.53,6089401246.0,-1872162881.0,-9851689970.0,-1861269697.0,0.0,-30.74,-161.78,-30.57,44.0,46773127251.0,667762433.0,-23280140107.0,6084585788.0,363.0,13769.0,6212.0,20.45,3.83,30.94,5.86,24.89,41.44,1273.1285048813843,377.3645831993213,14200,237412498000,3.33,28050,637.5,77.27,8.56,93.79,108.8,2021-07-29,104.0,97.54,2021-08-12
10,37,36670,KOSDAQ,KCI,기타 화학제품 제조업,"폴리머,레진,계면활성제",2001-01-03,12월,이진용,http://www.kciltd.com,충청남도,2022-08-16,11268954.0,28224716846.0,6532609651.0,4211636568.0,5441585416.0,0.0,23.14,14.92,19.28,23555916571.0,3791293336.0,2078567997.0,3172175801.0,0.0,16.09,8.82,13.47,1928.0,19174759773.0,2554201256.0,5097481352.0,2137948774.0,0.0,13.32,26.58,11.15,17029051873.0,924277612.0,5683154171.0,1034219943.0,0.0,5.43,33.37,6.07,756.0,81501152546.0,12443152363.0,7686720547.0,10155281742.0,901.0,15312.0,7327.0,10.13,10.43,12.59,12.3,9.82,10.66,47.19723834946425,,9030,101758654620,4.68,9910,13.11,11.0,1.52,38.76,34.0,2020-08-25,17.98,9.75,2022-04-27
14,43,60720,KOSDAQ,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,http://www.khvatec.com,경상북도,2022-08-16,23670225.0,53800850488.0,3740944398.0,4282705250.0,4587273450.0,6225998626.0,6.95,7.96,8.53,66081733433.0,4942359029.0,-16736566369.0,5426619974.0,5547182496.0,7.48,-25.33,8.21,772.0,41225106572.0,1132910915.0,2041819099.0,-2606167495.0,-2501610078.0,2.75,4.95,-6.32,38997140445.0,695821307.0,-1976885995.0,3405640259.0,3645391236.0,1.78,-5.07,8.73,-440.0,339842788109.0,26919687491.0,75374210680.0,33412209394.0,1411.0,18307.0,9150.0,2.61,8.75,4.22,15.43,4.2,5.7,30.505061021580037,,19400,459202365000,25.13,31250,-71.02,22.15,8.84,73.13,61.08,2021-09-02,57.83,61.08,2021-09-02
17,47,114450,KOSDAQ,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등,2009-12-22,12월,"양준화, 이기성(각자 대표이사)",http://www.kpxls.com/,전라남도,2022-08-12,15000000.0,10889616000.0,-1079241435.0,-1600387779.0,-484948987.0,0.0,-9.91,-14.7,-4.45,14522961541.0,48645438.0,-4501644102.0,104192503.0,0.0,0.33,-31.0,0.72,-128.0,5572751146.0,-942457075.0,-2043514783.0,-312465220.0,0.0,-16.91,-36.67,-5.61,5419321922.0,-895668959.0,-1059617903.0,-507709362.0,0.0,-16.53,-19.55,-9.37,-80.0,25337689222.0,-4648268142.0,611383950.0,-3135871535.0,-209.0,7486.0,3753.0,-1.36,-4.36,-1.71,-5.57,7.0,16.86,95.4082591291795,,5660,84900000000,-44.22,12700,-158.75,-60.77,2.88,384.73,384.98,2020-11-12,124.86,124.38,2021-12-27
19,86,36620,KOSDAQ,감성코퍼레이션,기타 전문 도매업,"고지유통, ERP시스템 운영",2000-01-11,12월,김호선,http://www.virtualtek.co.kr,서울특별시,2022-08-16,79619613.0,25575644894.0,3386873485.0,1170197794.0,2387149659.0,2387149659.0,13.24,4.58,9.33,15904180690.0,686054020.0,-2211172179.0,2322970270.0,2322970270.0,4.31,-13.9,14.61,116.0,9403957702.0,-465583956.0,-3362802064.0,-111296355.0,-111296355.0,-4.95,-35.76,-1.18,6073100714.0,-1156945975.0,-2845427975.0,-1190355585.0,-1190355585.0,-19.05,-46.85,-19.6,-4.0,48936589545.0,1160109341.0,-1148519446.0,281383557.0,3.0,851.0,365.0,8.1,0.63,13.63,0.97,18.19,23.36,171.96682188990135,,1750,139334322750,15.09,2665,-666.25,888.33,4.68,262.59,52.29,2021-10-20,66.56,52.29,2021-10-20
22,100,38530,KOSDAQ,골드퍼시픽,생활용품 도매업,"주문형반도체, IMT-2000 Modem Chip 등",2000-06-09,12월,조정영,http://www.corecross.com,서울특별시,2022-08-12,91988722.0,8048410636.0,181853652.0,-233666480.0,-3077334669.0,-3109313771.0,2.26,-2.9,-38.24,8703370842.0,-351568962.0,-1273502986.0,-3128891760.0,-3142514744.0,-4.04,-14.63,-35.95,-132.0,1158572080.0,-510999466.0,493496485.0,2004878882.0,2107651213.0,-44.11,42.6,173.05,989959830.0,-485540219.0,-2114591134.0,-7224298856.0,-7465164691.0,-49.05,-213.6,-729.76,84.0,8722064109.0,-4780314817.0,-1119507378.0,-19466291331.0,-211.0,1487.0,684.0,-7.39,-22.28,-8.88,-30.91,46.37,45.01,594.6836347031598,,669,61540455018,-5.07,2395,28.51,-11.35,5.99,152.79,306.58,2021-01-20,221.05,258.0,2021-09-23
23,105,14200,KOSDAQ,광림,자동차용 엔진 및 자동차 제조업,"전기공사용 특수차량 및 중량물 운반용 크레인을 생산, 판매하는 제조업체",1993-07-07,12월,성석경,http://www.kanglim.com,충청북도,2022-08-16,90692105.0,55629555659.0,5280959099.0,4321374557.0,-18157395261.0,0.0,9.49,7.77,-32.64,46190054500.0,4171325023.0,1393489019.0,1026149772.0,0.0,9.03,3.02,2.22,-800.0,36690862205.0,344747044.0,-6850916164.0,-31130294138.0,0.0,0.94,-18.67,-84.84,34465604456.0,101577088.0,-2378377944.0,-241913372.0,0.0,0.29,-6.9,-0.7,-1372.0,188434983966.0,11277961364.0,9903827990.0,-23012093089.0,-253.0,3502.0,1386.0,-12.87,-8.56,-22.84,-18.3,8.55,8.74,51.6169212600819,,1420,128782789100,-1.77,4560,-3.32,-18.02,2.61,194.79,238.38,2021-06-01,178.9,221.13,2022-04-04
24,126,121600,KOSDAQ,나노신소재,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,12월,박장우,http://anapro.com,세종특별자치시,2022-08-11,10908157.0,20823125334.0,4667363127.0,7204060498.0,6503645545.0,0.0,22.41,34.6,31.23,18831155646.0,3686204730.0,4287719014.0,3925847609.0,0.0,19.58,22.77,20.85,2384.0,14631057088.0,1108084140.0,7154546706.0,1221909199.0,0.0,7.57,48.9,8.35,14644275641.0,1342175665.0,-102233740.0,2276082444.0,0.0,9.17,-0.7,15.54,448.0,61068879919.0,5721638898.0,10600692726.0,7429567940.0,681.0,26820.0,9150.0,7.5,6.13,8.89,7.44,14.84,10.409999999999998,42.32140035239537,,87400,953372921800,36.66,97200,216.96,142.73,4.76,511.05,11.21,2022-06-02,126.34,11.21,2022-06-02
28,149,85910,KOSDAQ,네오티스,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,12월,권상훈,http://www.neotis.co.kr,경기도,2022-08-16,13827343.0,22675730786.0,4306696883.0,7496985916.0,1857236818.0,0.0,18.99,33.06,8.19,23669157702.0,4071545033.0,461911077.0,2417478020.0,0.0,17.2,1.95,10.21,536.0,10034310112.0,1074367610.0,1102463896.0,-771655878.0,0.0,10.71,10.99,-7.69,10694454513.0,1324880244.0,332624543.0,1042572206.0,0.0,12.39,3.11,9.75,-220.0,65982605251.0,9651549182.0,6684687862.0,5791932359.0,418.0,11283.0,5363.0,2.52,4.02,4.75,7.81,8.279999999999998,4.809999999999999,125.98196122005602,,5490,75912113070,10.24,6310,-28.68,15.1,4.27,69.62,14.94,2022-06-08,32.9,14.94,2022-06-08
31,158,348210,KOSDAQ,넥스틴,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),2020-10-08,12월,박태훈,http://nextinsol.com,경기도,2022-08-12,10097967.0,35589413225.0,18579728258.0,12102810525.0,14532815288.0,0.0,52.21,34.01,40.83,16271880525.0,6372484329.0,12429199194.0,5432525980.0,0.0,39.16,76.38,33.39,5756.0,18263186786.0,7305846144.0,2733474409.0,5686305232.0,0.0,40.0,14.97,31.14,10161516641.0,2586230448.0,3084290255.0,2187315924.0,0.0,25.45,30.35,21.53,2252.0,57108751854.0,22064316158.0,10405860711.0,18074794225.0,1789.0,14571.0,6499.0,31.74,23.79,39.5,27.54,12.21,13.709999999999996,94.86967768561485,,57200,577603712400,9.94,75300,33.44,42.09,13.9,64.23,42.48,2021-03-24,45.96,31.64,2022-04-20
35,180,85670,KOSDAQ,뉴프렉스,전자부품 제조업,연성인쇄회로기판,2006-01-17,12월,"임우현, 임시연 (각자대표)",http://www.newflex.co.kr,경기도,2022-08-16,24206354.0,63302000622.0,4887332774.0,9206707810.0,5951025148.0,0.0,7.72,14.54,9.4,66238418244.0,6582313505.0,6049361634.0,7376537612.0,0.0,9.94,9.13,11.14,980.0,31327597290.0,-1530423958.0,-1163525208.0,-1019649379.0,0.0,-4.89,-3.71,-3.25,33222995198.0,-2046376120.0,2495064825.0,-1132650760.0,0.0,-6.16,7.51,-3.41,-168.0,171664202136.0,1536000753.0,7713322584.0,2402933266.0,99.0,5215.0,2161.0,6.81,1.46,18.79,4.59,12.61,16.1,102.06465256818936,,5250,127083358500,5.36,7790,-46.37,78.69,4.64,369.28,48.38,2021-12-30,118.09,48.38,2021-12-30
38,207,290120,KOSDAQ,대유에이피,자동차 신품 부품 제조업,자동차 스티어링휠,2018-12-07,12월,이석근,http://www.dayouap.co.kr,전라북도,2022-08-12,11504170.0,54887145249.0,7767253938.0,5970058828.0,8565981179.0,0.0,14.15,10.88,15.61,49908309315.0,5273340777.0,-665395535.0,4745963556.0,0.0,10.57,-1.33,9.51,2976.0,44221745716.0,1177168664.0,-2886176034.0,-915078460.0,0.0,2.66,-6.53,-2.07,42868824824.0,2520139530.0,-3273775667.0,1865167040.0,0.0,5.88,-7.64,4.35,-316.0,178955196949.0,11386261656.0,5897786464.0,8247785626.0,716.0,12749.0,5705.0,7.8,3.78,23.34,12.57,11.49,4.69,24.1179975152838,28.72297145593276,6280,72246187600,2.11,7750,-24.53,10.82,3.36,77.2,69.59,2019-10-22,35.02,23.41,2021-08-12
41,226,263800,KOSDAQ,데이타솔루션,기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI",2017-08-03,12월,배복태,http://www.datasolution.kr,서울특별시,2022-08-12,16204729.0,30207969544.0,1756818984.0,-4057242216.0,1165778168.0,0.0,5.82,-13.43,3.86,12861029981.0,174660515.0,-6186302012.0,76905198.0,0.0,1.36,-48.1,0.6,284.0,16286408268.0,-609962918.0,-4049158077.0,-480347314.0,0.0,-3.75,-24.86,-2.95,8424367939.0,-1285937488.0,-4501619570.0,-1288984218.0,0.0,-15.26,-53.44,-15.3,-116.0,100481186660.0,1031053095.0,11138401302.0,1191273916.0,73.0,3601.0,1745.0,3.85,1.58,7.89,4.21,9.57,16.62,85.47962845407407,,5680,92042860720,20.0,9290,-80.09,127.26,1.56,146.04,80.46,2020-09-08,79.73,63.56,2022-04-05
44,230,6620,KOSDAQ,동구바이오제약,의약품 제조업,"피부, 비뇨기과 완제의약품",2018-02-13,12월,조용준,http://www.dongkoo.com,서울특별시,2022-08-16,28468002.0,48988289543.0,4355340954.0,3428347165.0,1146874269.0,0.0,8.89,7.0,2.34,47298799868.0,5243031776.0,3589149363.0,2275305313.0,0.0,11.08,7.59,4.81,160.0,38175511937.0,1589620182.0,8071578269.0,4870276453.0,0.0,4.16,21.14,12.76,36402709159.0,1865402938.0,3943711427.0,237314036.0,0.0,5.12,10.83,0.65,684.0,155149210803.0,8139375532.0,17902737946.0,9326592784.0,327.0,6914.0,3517.0,1.41,6.03,2.31,9.32,4.73,5.96,28.32385751327718,,7000,199276014000,43.75,9390,13.73,28.72,2.23,151.5,100.63,2021-02-25,36.94,34.14,2021-09-03
48,246,109860,KOSDAQ,동일금속,금속 주조업,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등",2009-07-28,12월,오길봉,http://www.dongilmetal.co.kr,경상북도,2022-08-12,9100567.0,27452242346.0,2941843428.0,6486915347.0,2262114064.0,0.0,10.72,23.63,8.24,24089244169.0,2793975131.0,315904264.0,5514803163.0,0.0,11.6,1.31,22.89,992.0,16032166795.0,438347675.0,1798472687.0,3676630930.0,0.0,2.73,11.22,22.93,13995266804.0,352828629.0,1776435003.0,2401759134.0,0.0,2.52,12.69,17.16,1616.0,69383015106.0,1995504694.0,-114157796.0,15065863977.0,1655.0,32171.0,15582.0,2.67,9.27,3.08,10.62,7.99,9.08,71.23226508946759,,20300,184741510100,20.46,20450,12.65,12.36,1.94,146.8,0.74,2022-08-03,60.4,0.74,2022-08-03
52,261,263690,KOSDAQ,디알젬,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",2018-11-22,12월,박정병,http://www.drgem.co.kr,경기도,2022-08-16,11325358.0,28861625355.0,5690948418.0,-978711312.0,4609294541.0,0.0,19.72,-3.39,15.97,23806175006.0,3154899115.0,-2646315048.0,3514476129.0,0.0,13.25,-11.12,14.76,1624.0,23716217596.0,3711888570.0,6586333837.0,3479137828.0,0.0,15.65,27.77,14.67,19016418101.0,1221123058.0,4534280025.0,2436922324.0,0.0,6.42,23.84,12.81,1228.0,85750357013.0,12388796344.0,10387520723.0,12552669012.0,1108.0,11488.0,5386.0,8.19,14.94,14.14,20.58,4.069999999999999,6.83,21.69573515748072,,10100,114386115800,6.22,12700,10.34,11.46,5.96,192.35,130.69,2020-07-20,35.83,25.74,2021-09-27
56,269,180400,KOSDAQ,디엑스앤브이엑스,기타 과학기술 서비스업,BAC DNA CHIP,2015-11-20,12월,박상태(단독 대표이사),http://www.cancerrop.com,서울특별시,2022-08-16,28690970.0,7128279705.0,144489980.0,-159157954.0,411063005.0,-534938642.0,2.03,-2.23,5.77,5924966551.0,627167579.0,1171712782.0,-202760446.0,0.0,10.59,19.78,-3.42,56.0,2695643003.0,-269918360.0,-665794493.0,-517737421.0,-305043645.0,-10.01,-24.7,-19.21,1931973567.0,-855325206.0,83132517.0,17963914.0,0.0,-44.27,4.3,0.93,-72.0,7469834503.0,-4785958794.0,-2759667183.0,-7884203324.0,-274.0,2183.0,1177.0,1.94,-19.11,2.56,-23.34,12.04,54.86,164.4370822496483,,7740,222068107800,138.21,7740,-107.5,-28.25,0.0,0.0,0.0,2022-08-16,0.0,0.0,2022-08-16
59,271,92070,KOSDAQ,디엔에프,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체),2007-11-16,12월,김명운,http://www.dnfsolution.com,대전광역시,2022-08-16,11572497.0,35934468152.0,5067247266.0,-1211326527.0,3845379548.0,0.0,14.1,-3.37,10.7,33085807764.0,3804295894.0,1503546622.0,3231597440.0,0.0,11.5,4.54,9.77,1328.0,30316074703.0,2538764063.0,5735278132.0,2093498886.0,0.0,8.37,18.92,6.91,25691931528.0,1193214994.0,5099598407.0,1505934651.0,0.0,4.64,19.85,5.86,720.0,127056106754.0,11138529825.0,9384110907.0,11775310793.0,1017.0,25675.0,12583.0,3.88,6.14,5.17,8.09,5.73,6.86,18.532720690399994,,15350,177637828950,11.56,26750,37.15,26.3,10.43,221.62,96.74,2021-08-10,71.62,74.27,2021-09-07
63,278,43360,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터",2001-07-20,12월,최동호,http://www.dgi-net.com,경기도,2022-08-12,9000641.0,3712356645.0,104749368.0,2324003752.0,378606946.0,0.0,2.82,62.6,10.2,4922936398.0,691244067.0,-234944008.0,683586694.0,0.0,14.04,-4.77,13.89,168.0,3338641379.0,-355855112.0,-291320311.0,-520383917.0,0.0,-10.66,-8.73,-15.59,3056653540.0,-454124839.0,-963995037.0,-280450873.0,0.0,-14.86,-31.54,-9.18,-228.0,14589088159.0,-1424224145.0,213763743.0,-626193213.0,-69.0,10267.0,5049.0,1.52,-1.26,1.64,-1.38,13.48,28.9,11.193633085322158,,3520,31682256320,20.95,4720,-20.7,-68.41,8.27,187.17,84.38,2021-07-16,48.9,34.09,2022-04-20
66,285,187220,KOSDAQ,디티앤씨,기타 과학기술 서비스업,전기전자규격 인증서비스,2014-12-17,12월,박채규,http://www.dtnc.co.kr,경기도,2022-08-16,11699312.0,28101259731.0,1710054835.0,6378618906.0,1317862255.0,0.0,6.09,22.7,4.69,25728507857.0,-712886234.0,1437977701.0,-2071166761.0,0.0,-2.77,5.59,-8.05,448.0,22664571031.0,-754494842.0,2541301614.0,-537139092.0,0.0,-3.33,11.21,-2.37,19922307821.0,-2530481529.0,3573139469.0,-3027686994.0,0.0,-12.7,17.94,-15.2,-180.0,97790760166.0,2028039415.0,16402785907.0,-1238906113.0,-105.0,17512.0,8596.0,1.31,-0.62,2.56,-1.23,9.42,9.93,23.98760908628644,322.5129338274517,5550,64931181600,12.39,8220,-45.67,-78.29,3.34,45.87,55.86,2019-09-20,49.18,48.11,2022-03-28
68,288,42510,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,2001-01-03,12월,이순형,http://www.raonsecure.com,서울특별시,2022-08-16,38661605.0,10681715236.0,1794035979.0,2533603070.0,2196845802.0,0.0,16.8,23.72,20.57,10404758170.0,532932715.0,1793654195.0,-105776557.0,0.0,5.12,17.24,-1.02,224.0,9375450957.0,-646731795.0,570138951.0,-2608805606.0,0.0,-6.9,6.08,-27.83,7313304498.0,-1859536385.0,430308274.0,-2540532267.0,0.0,-25.43,5.88,-34.74,-268.0,43349961509.0,-988511242.0,3865098063.0,-6562405482.0,-169.0,1963.0,933.0,6.13,-8.83,11.41,-18.18,23.700000000000003,30.55,13.932815445263492,,3060,118304511300,13.66,5180,-19.33,-30.65,1.71,115.63,98.37,2021-06-17,70.56,69.28,2021-10-25
71,290,300120,KOSDAQ,라온피플,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도,2022-08-12,10557133.0,5566088967.0,-489352464.0,1677085173.0,-556313774.0,0.0,-8.79,30.13,-9.99,8194539174.0,1081328589.0,178803527.0,732555657.0,0.0,13.2,2.18,8.94,-208.0,3307336280.0,-2795303621.0,-2078043817.0,-2371898979.0,0.0,-84.52,-62.83,-71.72,6046214115.0,32266160.0,-1686416405.0,250382906.0,0.0,0.53,-27.89,4.14,-896.0,19751768258.0,-6803395359.0,-4683988894.0,-6175597845.0,-584.0,9977.0,4921.0,-1.25,-7.21,-2.08,-11.88,75.72999999999999,12.67,68.29522297623754,,5690,60070086770,-27.36,12525,-13.98,-21.45,20.18,114.94,167.52,2021-03-03,97.4,120.12,2021-08-12
73,306,277810,KOSDAQ,레인보우로보틱스,특수 목적용 기계 제조업,"협동로봇, 천문마운트시스템, 이족보행로봇 등",2021-02-03,12월,이정호,http://www.rainbow-robotics.com/new/index_ko.php,대전광역시,2022-08-16,16534547.0,3310417025.0,188582686.0,-1030021954.0,174058201.0,0.0,5.7,-31.11,5.26,3675370230.0,619559998.0,112657684.0,501065436.0,0.0,16.86,3.07,13.63,40.0,1511244566.0,-348218288.0,-2071487578.0,-312733580.0,0.0,-23.04,-137.07,-20.69,1303648105.0,-1218555256.0,-1496174834.0,-8102218598.0,0.0,-93.47,-114.77,-621.5,-72.0,8969574693.0,-1030713533.0,-2570734182.0,-7843364517.0,-474.0,5863.0,2896.0,0.5,-12.28,0.68,-16.38,28.74,110.33,119.05236911865924,,31150,515051139050,778.75,31150,-432.64,-65.72,11.2,67.74,8.99,2021-02-08,59.34,0.0,2022-08-16
76,310,71280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도,2022-08-12,15297819.0,33715976204.0,7096030355.0,-6779381375.0,4247690594.0,0.0,21.05,-20.11,12.6,39658076988.0,6271223543.0,-9065407033.0,5354031376.0,0.0,15.81,-22.86,13.5,1108.0,28593985824.0,4391917474.0,-563453267.0,2844445643.0,0.0,15.36,-1.97,9.95,29602214261.0,2227130387.0,-8985166983.0,1595096640.0,0.0,7.52,-30.35,5.39,740.0,110200154977.0,13317744743.0,14976396743.0,9457161902.0,618.0,11914.0,5462.0,6.84,7.65,9.3,11.32,5.690000000000001,8.290000000000001,17.912824086598388,,6530,99894758070,5.89,6900,9.32,11.17,3.88,46.94,9.49,2020-02-20,32.95,5.67,2022-06-08
80,324,305090,KOSDAQ,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도,2022-08-16,15439070.0,3264884356.0,-109845562.0,-1533744350.0,-403859096.0,0.0,-3.36,-46.98,-12.37,3828039600.0,149156703.0,-1860967333.0,-68127124.0,0.0,3.9,-48.61,-1.78,-104.0,2079003925.0,-750199344.0,-2634103179.0,-979656371.0,0.0,-36.08,-126.7,-47.12,1377057053.0,-893446420.0,-2205671976.0,-758615191.0,0.0,-64.88,-160.17,-55.09,-252.0,4304627977.0,-6432059502.0,-6962338751.0,-7628336684.0,-494.0,1703.0,804.0,-2.09,-21.65,-6.11,-61.39,32.72,68.78,57.04079808314936,,5500,84914885000,-52.88,18563,-73.66,-37.58,3.66,375.61,237.51,2021-09-09,222.27,237.51,2021-09-09
81,343,86900,KOSDAQ,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도,2022-08-12,7118616.0,49757079830.0,10376419895.0,7828525676.0,19234336622.0,0.0,20.85,15.73,38.66,39758559133.0,5468165681.0,13196242191.0,5049361201.0,0.0,13.75,33.19,12.7,10804.0,43945166816.0,4429290631.0,-4889746434.0,31654210598.0,0.0,10.08,-11.13,72.03,31823410350.0,-4412797457.0,-14770467508.0,55176309186.0,0.0,-13.87,-46.41,173.38,17784.0,184869547955.0,34491517174.0,19965517783.0,94153921077.0,13226.0,126444.0,56691.0,6.27,16.3,8.54,23.33,10.77,27.62,13.225374791122512,,114500,815081532000,10.6,186923,10.51,14.13,3.51,161.91,184.4,2020-01-13,62.4,63.25,2021-08-25
84,382,208710,KOSDAQ,바이오로그디바이스,전자부품 제조업,모바일용 카메라모듈 부품외,2014-12-24,12월,황 훈,http://www.biologdevice.com,경기도,2022-08-16,41420118.0,30484274005.0,385490815.0,3134806790.0,-571127304.0,0.0,1.26,10.28,-1.87,22130827270.0,-1811161880.0,-249307516.0,4243195202.0,0.0,-8.18,-1.13,19.17,-52.0,17895721455.0,-2597916274.0,-4648256233.0,3159856267.0,0.0,-14.52,-25.97,17.66,18600325874.0,-2376906729.0,-1668284186.0,-3697273086.0,0.0,-12.78,-8.97,-19.88,304.0,87279780152.0,-6662356367.0,-3161627967.0,-7213716133.0,-174.0,2642.0,1193.0,-1.0,-6.95,-1.97,-14.59,15.78,4.6,70.34392316428686,,1290,53431952220,-24.81,6260,20.59,-35.98,2.54,305.18,385.27,2021-08-19,338.38,385.27,2021-08-19
86,425,90460,KOSDAQ,비에이치,전자부품 제조업,연성인쇄회로기판(FPCB),2007-01-26,12월,이경환,http://www.bhe.co.kr,인천광역시,2022-08-16,34471736.0,339065954561.0,24052463879.0,100703506144.0,33043214899.0,0.0,7.09,29.7,9.75,366235811066.0,22387093945.0,33659714721.0,29356802256.0,0.0,6.11,9.19,8.02,3832.0,162373028509.0,-1010779514.0,-6448009626.0,4619105656.0,0.0,-0.62,-3.97,2.84,138799235819.0,-15045837163.0,-8773296188.0,-9317189772.0,0.0,-10.84,-6.32,-6.71,532.0,1036962656916.0,71085420062.0,33141443920.0,81735535426.0,2371.0,26536.0,11835.0,7.94,10.3,14.44,20.03,7.71,16.95,108.81913558827677,,28400,978997302400,7.41,29800,56.02,12.57,2.45,66.02,4.93,2022-08-02,56.84,4.93,2022-08-02
