,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2019_12,Quarter_Operating_Profit2019_12,Quarter_Cashflow2019_12,Quarter_Earn2019_12,Quarter_Continue_Earn2019_12,Quarter_Percent_Operating_Profit2019_12,Quarter_Percent_Cashflow2019_12,Quarter_Percent_Earn2019_12,Quarter_Revenue2019_9,Quarter_Operating_Profit2019_9,Quarter_Cashflow2019_9,Quarter_Earn2019_9,Quarter_Continue_Earn2019_9,Quarter_Percent_Operating_Profit2019_9,Quarter_Percent_Cashflow2019_9,Quarter_Percent_Earn2019_9,Quarter_Full_EPS,Last_Revenue2018_12,Last_Operating_Profit2018_12,Last_Cashflow2018_12,Last_Earn2018_12,Last_Continue_Earn2018_12,Last_Percent_Operating_Profit2018_12,Last_Percent_Cashflow2018_12,Last_Percent_Earn2018_12,Last_Revenue2018_9,Last_Operating_Profit2018_9,Last_Cashflow2018_9,Last_Earn2018_9,Last_Continue_Earn2018_9,Last_Percent_Operating_Profit2018_9,Last_Percent_Cashflow2018_9,Last_Percent_Earn2018_9,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before
4,4,1140,KOSPI,국보,도로 화물 운송업,"화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,12월,"하 현, 조경민 각자대표",http://www.kukbo.com,부산광역시,2020-03-30,31296315675.0,3400579672.0,9280161241.0,12985938897.0,0.0,10.87,29.65,41.49,24229079097.0,-1268514989.0,-19179853540.0,-11746765966.0,0.0,-5.24,-79.16,-48.48,848.0,16819522365.0,-3109677597.0,-892866628.0,-7082287796.0,0.0,-18.49,-5.31,-42.11,17039639592.0,-1828271486.0,-5185290685.0,4919097930.0,0.0,-10.73,-30.43,28.87,-464.0,71549827901.0,-5293766173.0,-6078157313.0,-3836856538.0,-62.0,468.0,219.0,44.88,-7.96,180.98,-28.61,29.36,5.49,86.07136989885622,
123,123,20120,KOSPI,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03,12월,김영훈,http://www.kidaristudio.com,서울특별시,2020-03-30,8855435567.0,218968868.0,1026801510.0,2560313447.0,2135688569.0,2.47,11.6,28.91,7653562716.0,197385693.0,-250827223.0,-28536748.0,-23793850.0,2.58,-3.28,-0.37,304.0,4829768651.0,138425889.0,-473958802.0,28501028.0,2057870289.0,2.87,-9.81,0.59,5267534180.0,-179122852.0,-1331261079.0,-366631493.0,-264042979.0,-3.4,-25.27,-6.96,0.0,19622960624.0,266947738.0,-1805219881.0,150986568.0,4.0,629.0,497.0,24.12,0.81,48.27,0.91,-0.3999999999999999,5.98,83.35113349925133,
2,2,100840,KOSPI,SNT에너지,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,신경인,http://www.hisnt.com,경상남도,2020-03-02,48804585320.0,1803667392.0,-4297494133.0,-1271453307.0,0.0,3.7,-8.81,-2.61,71278535715.0,6983119844.0,-35767329958.0,5965045198.0,0.0,9.8,-50.18,8.37,-676.0,28759981216.0,-5152902900.0,-7386100821.0,-4827827614.0,0.0,-17.92,-25.68,-16.79,39171879064.0,1035437827.0,21821914301.0,298248507.0,0.0,2.64,55.71,0.76,-2572.0,139516395746.0,-1892190780.0,14435813480.0,1825479187.0,243.0,32629.0,30807.0,-1.52,0.65,-2.07,0.79,21.62,7.16,69.69616549279459,
11,11,11690,KOSPI,와이투솔루션,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도,2020-03-30,35311875219.0,-1077749841.0,-2850235849.0,-3098377764.0,0.0,-3.05,-8.07,-8.77,29642586572.0,-447967697.0,-11989659011.0,-1454889745.0,0.0,-1.51,-40.45,-4.91,-84.0,21175114884.0,-10801068484.0,1953883725.0,-20282719479.0,0.0,-51.01,9.23,-95.79,23116619190.0,-2268528932.0,-4048800785.0,-3714821727.0,0.0,-9.81,-17.51,-16.07,-548.0,91081443405.0,-18409621842.0,-2094917060.0,-29972348837.0,-203.0,784.0,729.0,-5.98,-15.43,-10.71,-27.89,47.96,8.3,66.76119781376862,-83.86710142686883
6,6,1470,KOSPI,삼부토건,토목 건설업,"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조",1976-06-26,12월,"이응근,이계연",http://www.sambu.co.kr,서울특별시,2020-03-30,85500231329.0,1861589843.0,15285801042.0,297138044.0,381569095.0,2.18,17.88,0.35,55610062462.0,1137798887.0,-25565855341.0,6789726135.0,8821400218.0,2.05,-45.97,12.21,8.0,51790042008.0,-3003016545.0,7492934590.0,-3649162275.0,55953596956.0,-5.8,14.47,-7.05,40598133336.0,-2423107244.0,-25326507619.0,1743513149.0,1282999338.0,-5.97,-62.38,4.29,-104.0,177427227023.0,-9369499535.0,-17833573029.0,-50962208847.0,-370.0,1458.0,1383.0,0.26,-12.34,0.55,-26.79,7.98,8.02,65.09009843203602,
22,22,6060,KOSPI,화승인더,플라스틱제품 제조업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대",1991-02-04,12월,대표이사 현석호,http://www.hsi.co.kr,부산광역시,2020-03-30,455415069529.0,43445159850.0,24518491414.0,21905657577.0,0.0,9.54,5.38,4.81,339437938730.0,32785933408.0,67775529954.0,18177937914.0,0.0,9.66,19.97,5.36,1584.0,295309384895.0,19637200016.0,39987115830.0,13027722309.0,0.0,6.65,13.54,4.41,292854941290.0,12976552547.0,16957712043.0,1097079825.0,0.0,4.43,5.79,0.37,940.0,1111909651632.0,57707725343.0,56944827873.0,20312388712.0,367.0,8197.0,6401.0,6.9,2.05,19.32,5.74,2.889999999999999,5.23,54.21625346953572,
126,126,17960,KOSPI,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,"조문수, 이명화 공동대표이사",http://www.hcarbon.com,경상남도,2020-03-30,97854894443.0,18296933430.0,27862919062.0,11881673253.0,11891311541.0,18.7,28.47,12.14,67627070226.0,2684977339.0,-28284538915.0,2996651899.0,2120738052.0,3.97,-41.82,4.43,1080.0,64647898267.0,5703204053.0,17422430686.0,-4227162044.0,16833554949.0,8.82,26.95,-6.54,47419080841.0,938363754.0,25354216394.0,1296508078.0,0.0,1.98,53.47,2.73,-384.0,226695049819.0,6173677815.0,42776647080.0,-2978652356.0,-67.0,7112.0,6907.0,11.94,-0.83,15.19,-0.98,9.88,1.99,51.3659331025008,
90,90,3230,KOSPI,삼양식품,기타 식품 제조업,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",1975-06-30,12월,"정태운, 진종기",http://www.samyangfoods.com,서울특별시,2020-03-30,151866331090.0,21172070261.0,18855376863.0,13903505904.0,0.0,13.94,12.42,9.16,137641562216.0,20965574365.0,33657988237.0,16155097918.0,0.0,15.23,24.45,11.74,7380.0,109804122704.0,11434708213.0,12029104805.0,-723605171.0,0.0,10.41,10.96,-0.66,110155844291.0,12695529117.0,25962859464.0,10063355999.0,0.0,11.53,23.57,9.14,-384.0,469355767365.0,55177099757.0,37991964269.0,34823057084.0,4622.0,38183.0,31118.0,11.82,8.45,19.33,14.85,3.53,3.700000000000001,38.30658389702496,
16,16,7700,KOSPI,F&F홀딩스,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,박의헌,http://www.fnf.co.kr,서울특별시,2020-03-30,329637265102.0,70391241209.0,67083231498.0,50521367356.0,109924950189.0,21.35,20.35,15.33,216485061893.0,32515404668.0,94536558985.0,24192630113.0,0.0,15.02,43.67,11.18,5164.0,247939505918.0,36973917710.0,16457581506.0,29938357989.0,109924950189.0,14.91,6.64,12.07,139738079984.0,17177361075.0,10851327366.0,13289604619.0,0.0,12.29,7.77,9.51,3060.0,668726803157.0,91518414427.0,27308908872.0,109174287967.0,2791.0,12367.0,10093.0,29.51,22.02,41.75,27.65,6.440000000000001,2.7300000000000004,32.95068241808127,
78,78,2150,KOSPI,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,"김영윤, 박승우, 곽준상, 김덕구",http://www.dohwa.co.kr,서울특별시,2020-03-27,155611407244.0,11624676946.0,27805919071.0,8846149295.0,0.0,7.47,17.87,5.68,104280365603.0,1655281684.0,11308623963.0,-2769322398.0,0.0,1.59,10.84,-2.66,1048.0,117156535162.0,8552644060.0,28756459461.0,6398705980.0,0.0,7.3,24.55,5.46,87696103553.0,716364100.0,-55055851.0,465447547.0,0.0,0.82,-0.06,0.53,756.0,402472582378.0,17290544590.0,28701403610.0,13795377348.0,409.0,7490.0,7376.0,8.64,3.67,13.99,5.55,0.1699999999999999,0.7700000000000001,32.82349723711609,
5,5,134380,KOSPI,미원화학,기타 화학제품 제조업,"계면활성제, 황산및분황",2011-02-15,12월,정규식,http://www.miwonchemicals.com,울산광역시,2020-03-30,40012016744.0,3171787467.0,-2759587725.0,2721225926.0,0.0,7.93,-6.9,6.8,40205189097.0,5089353221.0,24083845253.0,4556878839.0,0.0,12.66,59.9,11.33,4948.0,30568983328.0,1180097846.0,-1013647330.0,1296661824.0,0.0,3.86,-3.32,4.24,33942085081.0,2195967206.0,14312022095.0,1653131686.0,0.0,6.47,42.17,4.87,2356.0,146485072007.0,8644807588.0,13298374765.0,7370472628.0,3351.0,46440.0,40852.0,9.14,7.54,10.65,8.2,4.07,6.19,30.890897857733297,
97,97,4360,KOSPI,세방,도로 화물 운송업,"도로운송,항만하역,창고,지게차 임대",1977-05-19,12월,최종일,http://www.sebang.com,부산광역시,2020-03-30,201509161828.0,908290155.0,21464358414.0,-34712748490.0,0.0,0.45,10.65,-17.23,190055129476.0,5238355092.0,29867306378.0,12108985996.0,0.0,2.76,15.72,6.37,-7188.0,159297821504.0,-1332486050.0,15846828878.0,10068190392.0,0.0,-0.84,9.95,6.32,159487667992.0,3163560094.0,9265840859.0,11669852094.0,0.0,1.98,5.81,7.32,2084.0,651682250494.0,11420260737.0,25112669737.0,43415651704.0,2248.0,42387.0,42246.0,-12.53,4.39,-16.96,5.32,1.29,0.7799999999999998,26.498378901521928,
92,92,2810,KOSPI,삼영무역,기타 전문 도매업,"화공약품, 안경렌즈",1988-03-28,12월,이승용,http://www.samyung.co.kr,서울특별시,2020-03-30,83637796406.0,2887697900.0,6255387996.0,9045371634.0,0.0,3.45,7.48,10.81,63355453328.0,1713830132.0,1910372898.0,8386761889.0,0.0,2.71,3.02,13.24,1956.0,66211891869.0,1251908854.0,4688543359.0,7405529660.0,0.0,1.89,7.08,11.18,65623626030.0,724386968.0,4214299748.0,5723984434.0,0.0,1.1,6.42,8.72,1604.0,269261481173.0,6805833003.0,8902843107.0,28881232241.0,1564.0,21531.0,18115.0,7.07,7.47,9.08,8.63,1.5600000000000005,1.61,26.318390919077032,
45,45,63160,KOSPI,종근당바이오,의약품 제조업,"의약품,원료의약품 제조",2001-12-11,12월,이정진,http://www.ckdbio.com,서울특별시,2020-03-30,37961441388.0,4505751528.0,-1447657.0,3469629329.0,0.0,11.87,-0.0,9.14,34948587091.0,4379239541.0,16991724687.0,3327762674.0,0.0,12.53,48.62,9.52,2528.0,30306189218.0,1787988402.0,2160106356.0,1767806760.0,0.0,5.9,7.13,5.83,32553442455.0,2772455248.0,13375427372.0,2369911124.0,0.0,8.52,41.09,7.28,1288.0,124510019004.0,7008984222.0,15535533728.0,7956187158.0,1450.0,28886.0,26917.0,5.94,4.31,8.75,5.39,5.969999999999999,4.01,25.259698984038724,
9,9,8700,KOSPI,아남전자,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매",1984-08-11,12월,김태수,http://www.aname.co.kr,서울특별시,2020-03-30,49303219.0,152933.0,7139960.0,-310259.0,-310259.0,0.31,14.48,-0.63,72041156.0,1331382.0,11109741.0,560247.0,560247.0,1.85,15.42,0.78,0.0,39718948.0,-3164488.0,5309225.0,-2236321.0,10813342.0,-7.97,13.37,-5.63,61784052.0,-3489085.0,-9201911.0,-4988953.0,-4988953.0,-5.65,-14.89,-8.07,0.0,192311895300.0,-11967387611.0,-4283121707.0,-13944144298.0,-180.0,0.0,712.0,0.0,-10.0,0.0,-25.37,8.28,7.5,24.130223690718093,
20,20,3850,KOSPI,보령제약,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,장두현,http://www.boryung.co.kr,서울특별시,2020-03-30,138944102303.0,6376560668.0,-1507013993.0,5343503458.0,0.0,4.59,-1.08,3.85,139320637380.0,11867140543.0,48505862981.0,7859815823.0,0.0,8.52,34.82,5.64,308.0,112681917191.0,4886472199.0,8696662598.0,6071968046.0,0.0,4.34,7.72,5.39,121556551163.0,7051978685.0,30217305101.0,4795840192.0,0.0,5.8,24.86,3.95,352.0,460401670473.0,24955681762.0,38913967699.0,20306902104.0,295.0,4119.0,3728.0,4.17,4.51,7.48,7.93,0.25,2.72,23.306476998864536,
0,0,990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도,2020-03-30,212031662106.0,47842004372.0,60447812245.0,12503487246.0,12503487246.0,22.56,28.51,5.9,222319992294.0,61778363023.0,100630538919.0,44638672356.0,44638672356.0,27.79,45.26,20.08,1124.0,173033130204.0,25803216264.0,80376308935.0,17593694144.0,35401938828.0,14.91,46.45,10.17,183739992151.0,40627001431.0,99967225285.0,32941841886.0,32941841886.0,22.11,54.41,17.93,1584.0,669279136472.0,112993142556.0,180343534220.0,86828767655.0,1955.0,14516.0,12574.0,4.58,8.14,7.74,15.55,7.649999999999999,5.68,22.538187834908896,
61,61,11070,KOSPI,LG이노텍,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,정철동,http://www.lginnotek.co.kr,서울특별시,2020-03-30,2965166992895.0,209251280924.0,416794953551.0,15471636984.0,0.0,7.06,14.06,0.52,2445946219550.0,186518638755.0,352246468477.0,124991428793.0,0.0,7.63,14.4,5.11,2612.0,2430507725137.0,103600363544.0,471071461795.0,63244064090.0,0.0,4.26,19.38,2.6,2313182338066.0,129695202177.0,591271950021.0,93678715343.0,0.0,5.61,25.56,4.05,10688.0,7982103642672.0,263517409591.0,1062343411816.0,163099998728.0,6891.0,93156.0,89507.0,1.07,2.83,2.8,7.7,2.8,2.02,21.99784276463729,
99,99,11930,KOSPI,신성이엔지,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,"이지선, 안윤수",http://www.shinsungeng.com,경기도,2020-03-30,119897394671.0,2567438928.0,12075451961.0,3645911131.0,0.0,2.14,10.07,3.04,113113480951.0,1354748406.0,-3171023428.0,-1934960788.0,0.0,1.2,-2.8,-1.71,68.0,99638655274.0,-5938437914.0,13887194817.0,-7934679701.0,0.0,-5.96,13.94,-7.96,106099946591.0,187697317.0,-58379967830.0,-32111972070.0,0.0,0.18,-55.02,-30.27,-152.0,424654240360.0,-4152168302.0,-44492773013.0,10702049715.0,52.0,598.0,559.0,3.33,2.59,11.35,9.38,8.1,1.02,20.33220876103732,
7,7,5390,KOSPI,신성통상,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조",1975-12-22,06월,대표이사 염태순,http://www.ssts.co.kr,서울특별시,2020-02-14,225641219972.0,12049123470.0,-6855843688.0,-8627549475.0,0.0,5.34,-3.04,-3.82,212781561593.0,6764723187.0,18659627097.0,-1699553113.0,0.0,3.18,8.77,-0.8,-240.0,188429321472.0,2342080530.0,-13072757301.0,-3164543654.0,0.0,1.24,-6.94,-1.68,180870698733.0,-1494235057.0,17934430802.0,-3321029013.0,0.0,-0.83,9.92,-1.84,-88.0,821068500319.0,19384207673.0,4861673501.0,2819643115.0,19.0,1591.0,1605.0,-4.99,0.43,-15.08,1.22,4.1,4.01,19.74846494659249,
105,105,112610,KOSPI,씨에스윈드,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조,2014-11-27,12월,"김성권, 김승범",http://www.cswind.com,충청남도,2020-03-30,198464319514.0,15646703859.0,-22282139372.0,5243036050.0,0.0,7.88,-11.23,2.64,186182261989.0,18264652549.0,107956983945.0,10454530451.0,0.0,9.81,57.98,5.62,496.0,165924405160.0,11305277317.0,-33669562626.0,-14356482262.0,0.0,6.81,-20.29,-8.65,145775402982.0,12708880373.0,13140775414.0,11930456678.0,0.0,8.72,9.01,8.18,-1360.0,502207595937.0,32744639258.0,-20528787212.0,5924276382.0,140.0,8771.0,7554.0,2.84,0.98,5.65,1.86,1.0700000000000005,1.09,19.611288841217743,
71,71,270,KOSPI,기아,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시,2020-03-30,16105414000000.0,590517000000.0,266154000000.0,346357000000.0,0.0,3.67,1.65,2.15,15089541000000.0,291465000000.0,3344504000000.0,325804000000.0,0.0,1.93,22.16,2.16,3416.0,13473179000000.0,382013000000.0,-571721000000.0,94347000000.0,0.0,2.84,-4.24,0.7,14074306000000.0,117282000000.0,5042485000000.0,297741000000.0,0.0,0.83,35.83,2.12,928.0,54169813000000.0,1157475000000.0,4470764000000.0,1155943000000.0,2851.0,71478.0,67199.0,2.5,2.23,4.78,4.24,0.8300000000000001,1.1,19.53685169624778,
