,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2021_6,Quarter_Operating_Profit2021_6,Quarter_Cashflow2021_6,Quarter_Earn2021_6,Quarter_Continue_Earn2021_6,Quarter_Percent_Operating_Profit2021_6,Quarter_Percent_Cashflow2021_6,Quarter_Percent_Earn2021_6,Quarter_Revenue2021_3,Quarter_Operating_Profit2021_3,Quarter_Cashflow2021_3,Quarter_Earn2021_3,Quarter_Continue_Earn2021_3,Quarter_Percent_Operating_Profit2021_3,Quarter_Percent_Cashflow2021_3,Quarter_Percent_Earn2021_3,Quarter_Full_EPS,Last_Revenue2020_6,Last_Operating_Profit2020_6,Last_Cashflow2020_6,Last_Earn2020_6,Last_Continue_Earn2020_6,Last_Percent_Operating_Profit2020_6,Last_Percent_Cashflow2020_6,Last_Percent_Earn2020_6,Last_Revenue2020_3,Last_Operating_Profit2020_3,Last_Cashflow2020_3,Last_Earn2020_3,Last_Continue_Earn2020_3,Last_Percent_Operating_Profit2020_3,Last_Percent_Cashflow2020_3,Last_Percent_Earn2020_3,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
0,95570,KOSPI,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,박대현,http://www.ajnet.co.kr,서울특별시,2022-08-12,46821382,261387315943,11863184379,10988026457,14507279034,0,4.54,4.2,5.55,256141094540,4529532822,-4407379720,4779675291,0,1.77,-1.72,1.87,1236,226642747917,6226028598,-26730381708,2936956875,0,2.75,-11.79,1.3,241026916035,9158789060,-17494685261,2015671973,0,3.8,-7.26,0.84,248,1017050375182,22952778020,17725957273,-3316812122,-70,12595,6151,1.97,-0.21,9.81,-1.15
1,6840,KOSPI,AK홀딩스,기타 금융업,지주사업,1999-08-11,12월,"채형석, 이석주(각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시,2022-08-16,13247873,839391120730,-17355129930,-15824954031,-21527541547,0,-2.07,-1.89,-2.56,682857038600,-39499619893,-17108375739,-48953174578,0,-5.78,-2.51,-7.17,-6496,537602420708,-69374826124,-180113736046,-103052779699,0,-12.9,-33.5,-19.17,793899394494,-34580511432,-225226503667,-84173432426,0,-4.36,-28.37,-10.6,-31112,2619977218245,-221554817267,-191716473016,-265775058035,-20061,176372,93863,-1.01,-6.4,-3.68,-21.37
2,27410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시,2022-08-16,95714252,52122870171,5344504816,4821930649,7999975167,4368306885,10.25,9.25,15.35,38583769810,-3139478131,-5286372493,24830428142,-3004536270,-8.14,-13.7,64.35,332,38566757641,3787254541,19647117562,10614977961,7496212132,9.82,50.94,27.52,30490810426,-899582587,1165019067,-2245752973,-2537008554,-2.95,3.82,-7.37,440,154381286305,14640997513,21350276234,27242581196,284,32265,16059,0.95,1.64,1.03,1.77
3,282330,KOSPI,BGF리테일,종합 소매업,체인화 편의점,2017-12-08,12월,이건준,http://www.bgfretail.com,서울특별시,2022-08-16,17282608,1700416669794,58647738494,329464055123,46793613196,0,3.45,19.38,2.75,1501235771674,21631358848,76751157726,15871350141,0,1.44,5.11,1.06,10828,1549208136886,44560638079,233304082295,33043190898,0,2.88,15.06,2.13,1393051925176,18478797721,48049637349,12006847104,0,1.33,3.45,0.86,7644,6181269419288,162204243583,507341460255,122711267434,7100,80363,40319,3.76,5.18,13.47,17.61
4,138930,KOSPI,BNK금융지주,기타 금융업,금융지주회사,2011-03-30,12월,김지완,http://www.bnkfg.com,부산광역시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시,2022-08-16,624596,39522928414,3638019740,13872373604,4513556584,0,9.2,35.1,11.42,35291531602,5661185295,7015149253,6846960252,0,16.04,19.88,19.4,28904,46987039723,8476067393,12761054034,8565086401,0,18.04,27.16,18.23,33434894356,2263683900,-644026089,108881338,0,6.77,-1.93,0.33,54852,161863377007,22940934002,35408711119,18291220715,29284,1475780,724737,1.32,2.69,1.96,4.04
6,1040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시,2022-08-16,29184633,8336196776000,567470408000,961268582000,93133954000,0,6.81,11.53,1.12,8011706833000,447494209000,564389158000,52226070000,0,5.59,7.04,0.65,12764,7793995214000,358750834000,946031632000,27465437000,0,4.6,12.14,0.35,7840010949000,264264280000,-44142869000,152375577000,0,3.37,-0.56,1.94,3764,31999102947000,1390340166000,3032814780000,86650258000,2969,1100496,527545,0.46,0.22,1.16,0.56
7,79160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시,2022-08-16,40867059,161679293473,-57251577151,-88758827832,-84509010233,0,-35.41,-54.9,-52.27,172482070347,-62841910134,-26274708971,-91830228083,0,-36.43,-15.23,-53.24,-8268,41593592855,-130534892626,-163111024359,-143168951343,0,-313.83,-392.15,-344.21,243308483990,-71619126300,-75041600970,-95518136371,0,-29.44,-30.84,-39.26,-14012,583443792479,-388660290864,-268443869621,-635415454273,-15548,13549,7044,-4.18,-14.59,-61.02,-220.72
8,120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,"강신호,민영학(각자대표)",http://www.cjlogistics.com,서울특별시,2022-08-16,22815339,2747234851621,90579287805,12018775410,-51812856856,0,3.3,0.44,-1.89,2692602872714,48119805699,2736643192,12800537143,0,1.79,0.1,0.48,-9080,2649997545568,83860105118,40856426142,33440537236,0,3.16,1.54,1.26,2515360835746,58188336853,-159883651315,15758618224,0,2.31,-6.36,0.63,5860,10781127150206,325337561292,572347643891,123030232111,5392,353123,177071,-1.08,1.28,-2.57,3.05
9,11150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도,2022-08-16,36130566,35957627508,657481095,14950662316,674358781,0,1.83,41.58,1.88,40993228768,2516551899,2061081974,2607876109,0,6.14,5.03,6.36,72,33064231849,627638300,6294286344,522858210,0,1.9,19.04,1.58,38380725224,1663075505,2054180277,1007416979,0,4.33,5.35,2.62,56,149049673997,3962855959,3449076909,2105551748,58,3800,1822,1.02,1.56,1.89,3.2
