,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2020_9,Quarter_Operating_Profit2020_9,Quarter_Cashflow2020_9,Quarter_Earn2020_9,Quarter_Continue_Earn2020_9,Quarter_Percent_Operating_Profit2020_9,Quarter_Percent_Cashflow2020_9,Quarter_Percent_Earn2020_9,Quarter_Revenue2020_6,Quarter_Operating_Profit2020_6,Quarter_Cashflow2020_6,Quarter_Earn2020_6,Quarter_Continue_Earn2020_6,Quarter_Percent_Operating_Profit2020_6,Quarter_Percent_Cashflow2020_6,Quarter_Percent_Earn2020_6,Quarter_Full_EPS,Last_Revenue2019_9,Last_Operating_Profit2019_9,Last_Cashflow2019_9,Last_Earn2019_9,Last_Continue_Earn2019_9,Last_Percent_Operating_Profit2019_9,Last_Percent_Cashflow2019_9,Last_Percent_Earn2019_9,Last_Revenue2019_6,Last_Operating_Profit2019_6,Last_Cashflow2019_6,Last_Earn2019_6,Last_Continue_Earn2019_6,Last_Percent_Operating_Profit2019_6,Last_Percent_Cashflow2019_6,Last_Percent_Earn2019_6,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
0,60310,KOSDAQ,3S,전자부품 제조업,반도체 웨이퍼 캐리어,2002-04-23,03월,"박종익, 김세완 (각자 대표이사)",http://www.3sref.com,서울특별시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54620,KOSDAQ,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도,2020-11-16,5546334436,-3441501694,-3223438900,5422948168,5353155798,-62.05,-58.12,97.78,6056760679,-2875523835,-2514410925,-5269573136,-5497724133,-47.48,-41.51,-87.0,14,5668568798,-3081847951,-1739788831,-829563267,-1175311356,-54.37,-30.69,-14.63,5357548874,-2389703622,-119581754,-1378804654,-1786989147,-44.6,-2.23,-25.74,-216,23151385938,-10579887493,-4095940638,-2731765109,-133,20593,10532,0.05,-0.92,0.07,-1.27
2,265520,KOSDAQ,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,김영주,http://www.apsystems.co.kr,경기도,2020-11-16,163603340915,17070054688,49303639339,11427435667,0,10.43,30.14,6.98,128512636355,8813567840,6717033145,4662415398,0,6.86,5.23,3.63,2104,65625032390,3148138048,-25285936008,1395084321,0,4.8,-38.53,2.13,144779953103,10851394704,20158199291,5620588677,0,7.5,13.92,3.88,918,462077778626,28427122553,18066603027,9451469310,618,17283,7468,3.76,2.25,12.17,8.28
3,211270,KOSDAQ,AP위성,통신 및 방송 장비 제조업,위성통신 단말기,2016-03-04,12월,류장수,http://www.apsi.co.kr,서울특별시,2020-11-11,7536818534,102347181,11225775152,-47931179,0,1.36,148.95,-0.64,11036099824,224503240,3228478547,2495538,0,2.03,29.25,0.02,-6,5405801282,-75863266,7837396190,550251144,0,-1.4,144.98,10.18,6745788438,39288506,1291469712,415456604,0,0.58,19.14,6.16,128,45653106268,7123981451,7119962177,713709314,47,10909,5454,-0.04,0.7,-0.05,0.87
4,32790,KOSDAQ,BNGT,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기",1997-06-26,12월,조상환,http://www.mgenplus.com,서울특별시,2020-11-16,14381771179,-323071199,-552236791,-789861531,0,-2.25,-3.84,-5.49,13888782129,-412585481,-1572400940,-928849526,0,-2.97,-11.32,-6.69,-116,12940755663,-368363225,-3772275283,121408400,0,-2.85,-29.15,0.94,14101859300,-998085763,-3608235076,-5877893629,0,-7.08,-25.59,-41.68,-388,51911129030,-3134779434,-5940527352,-18520371267,-627,1414,762,-3.9,-44.28,-8.2,-82.24
5,13720,KOSDAQ,CBI,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,오경원,http://www.cheongbo.co.kr,인천광역시,2020-11-13,3913197530,-616740928,-418590041,-715524577,0,-15.76,-10.7,-18.28,2722231462,-717967448,-695212650,-603009403,0,-26.37,-25.54,-22.15,-64,5136345972,120403274,2186122113,159330927,0,2.34,42.56,3.1,6111236716,381850441,1017768083,452274957,0,6.25,16.65,7.4,28,22117496797,241442866,2740767309,306965930,7,1010,537,-3.06,0.75,-6.33,1.4
6,35760,KOSDAQ,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,"Minho Hou, Ho Sung Kang",http://www.cjmall.com,서울특별시,2020-11-16,798620132304,71049057636,305018733141,28622777060,32569761601,8.9,38.19,3.58,837526668341,73380361203,195218051115,33917071890,39483288915,8.76,23.31,4.05,5702,909876138295,60253454889,613119776612,28989687123,43173282227,6.62,67.38,3.19,1005505369464,87423547890,399594630031,63217914311,71257910544,8.69,39.74,6.29,8408,3789723949697,269385174265,743378557941,104247156874,4753,311003,143718,1.06,1.92,1.83,3.31
7,51500,KOSDAQ,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,정성필,http://www.cjfreshway.com,경기도,2020-11-16,651314105433,11823076246,67629720292,-4228958778,0,1.82,10.38,-0.65,624467603472,2708192672,379615385,-2690851574,0,0.43,0.06,-0.43,-1164,770043126312,17601473993,75309220323,1252332433,0,2.29,9.78,0.16,756543011222,19349538311,61422728714,7717546360,0,2.56,8.12,1.02,1510,3055080973511,58075352319,78647570575,9587493127,807,45121,24354,-0.53,0.81,-2.58,3.32
8,58820,KOSDAQ,CMG제약,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시,2020-11-12,17108427333,653604910,7788887820,569408432,569408432,3.82,45.53,3.33,15945189411,450376676,2921595784,885005867,885005867,2.82,18.32,5.55,20,15036046218,606642981,3718826935,1039698969,1039698969,4.03,24.73,6.91,14436862029,637286387,3592463878,1138613752,1138613752,4.41,24.88,7.89,30,58622680863,2603773813,2823387027,3051176651,21,2634,1297,0.69,1.59,0.76,1.69
9,23460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도,2020-11-16,80706865823,23118942944,-40092550531,16529805172,16529805172,28.65,-49.68,20.48,62008475075,11991873464,-37242825207,8075816126,8075816126,19.34,-60.06,13.02,1322,48518817912,4636128561,-36776758958,2925881353,2925881353,9.56,-75.8,6.03,33330767420,2874483871,-20637546119,3828854332,3828854332,8.62,-61.92,11.49,362,167822819295,21073623158,-28296098235,15879708958,426,6102,2951,5.17,3.41,21.66,14.46
