,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Stock_Amount,Quarter_Revenue2021_3,Quarter_Operating_Profit2021_3,Quarter_Cashflow2021_3,Quarter_Earn2021_3,Quarter_Continue_Earn2021_3,Quarter_Percent_Operating_Profit2021_3,Quarter_Percent_Cashflow2021_3,Quarter_Percent_Earn2021_3,Quarter_Revenue2020_12,Quarter_Operating_Profit2020_12,Quarter_Cashflow2020_12,Quarter_Earn2020_12,Quarter_Continue_Earn2020_12,Quarter_Percent_Operating_Profit2020_12,Quarter_Percent_Cashflow2020_12,Quarter_Percent_Earn2020_12,Quarter_Full_EPS,Last_Revenue2020_3,Last_Operating_Profit2020_3,Last_Cashflow2020_3,Last_Earn2020_3,Last_Continue_Earn2020_3,Last_Percent_Operating_Profit2020_3,Last_Percent_Cashflow2020_3,Last_Percent_Earn2020_3,Last_Revenue2019_12,Last_Operating_Profit2019_12,Last_Cashflow2019_12,Last_Earn2019_12,Last_Continue_Earn2019_12,Last_Percent_Operating_Profit2019_12,Last_Percent_Cashflow2019_12,Last_Percent_Earn2019_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE,Operating_Profit_Change_Now,Operating_Profit_Change_Before,Revenue_Change_Now,Revenue_Change_Before,Quarter_Top_Stock_Price,Recent_Market_Gun,Quarter_Per,Last_Top_Stock_Price,Fake_Last_Per,Real_Last_Per,Price_Percent_Change,Price_Percent_Change_Three_Year,Price_Percent_Compare_Old_Biggest_Now,Old_Top_Stock_Price_Date,Price_Percent_Change_Year,Price_Percent_Compare_Last_Bigget_Now,Last_Top_Stock_Price_Date
130,21050,KOSPI,서원,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1996-01-30,12월,"조시영, 조경호",http://www.swbrass.co.kr,경기도,2022-08-16,47480043.0,75044711740.0,4571365959.0,-11299115680.0,8107499160.0,0.0,6.09,-15.06,10.8,69295454149.0,3989849911.0,-8999101600.0,-5832304074.0,0.0,5.76,-12.99,-8.42,680.0,55304379609.0,25811128.0,4688171305.0,1911791994.0,0.0,0.05,8.48,3.46,69465706196.0,1475409686.0,3104007979.0,-1308428617.0,0.0,2.12,4.47,-1.88,160.0,238078381401.0,8055621201.0,-7175847653.0,-5466720240.0,-115.0,2274.0,2223.0,12.88,-2.42,29.9,-5.18,6.04,3.64,35.69397626474331,128.24665798796775,1540,73119266220,2.26,2740,17.12,-23.83,2.11,176.56,187.34,2020-07-02,78.85,77.92,2021-09-03
143,2920,KOSPI,유성기업,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매",1988-10-10,12월,류현석(대표이사),http://www.ypr.co.kr,충청남도,2022-08-16,25949938.0,72767181041.0,4286379835.0,-2495335998.0,4944650358.0,0.0,5.89,-3.43,6.8,74417792445.0,961245803.0,12088325336.0,-5821877869.0,0.0,1.29,16.24,-7.82,760.0,61009735852.0,3347687016.0,-2798672576.0,2999523092.0,0.0,5.49,-4.59,4.92,66710642471.0,654423741.0,14631375503.0,3035238766.0,0.0,0.98,21.93,4.55,460.0,241545669236.0,-1513823202.0,23540996261.0,-4723695692.0,-182.0,11307.0,11373.0,4.71,-1.15,6.72,-1.6,0.3999999999999994,0.31,19.271424510871032,,3025,78498562450,3.98,3750,8.15,-20.6,2.51,58.97,33.22,2021-05-21,31.72,23.97,2021-09-15
121,26940,KOSPI,부국철강,1차 철강 제조업,철강,2008-10-14,12월,남상규/손일호,http://www.bks.co.kr,광주광역시,2022-08-16,19999571.0,44079873206.0,2562695177.0,-6382251648.0,2305032630.0,0.0,5.81,-14.48,5.23,41609613859.0,422684843.0,-1970107218.0,143665011.0,0.0,1.02,-4.73,0.35,460.0,33339442151.0,265910266.0,7857692199.0,454127462.0,0.0,0.8,23.57,1.36,34137161704.0,-648290338.0,387556762.0,-88205441.0,0.0,-1.9,1.14,-0.26,88.0,138929983023.0,1788700609.0,6670933895.0,807617911.0,40.0,5826.0,5663.0,6.42,0.61,7.89,0.71,5.01,2.92,32.21538922683458,,4040,80798266840,8.78,7380,83.86,184.5,5.35,119.53,108.66,2021-07-23,92.29,82.67,2021-09-23
168,23350,KOSPI,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사",2011-04-28,12월,김치헌,http://www.kecc.co.kr,경기도,2022-08-16,10948385.0,54066487015.0,1104853983.0,-3026002809.0,1507221197.0,0.0,2.04,-5.6,2.79,76434496556.0,2678751137.0,22784923644.0,6172090518.0,0.0,3.5,29.81,8.08,548.0,51750654400.0,483285204.0,251412945.0,629880034.0,0.0,0.93,0.49,1.22,69949257077.0,-669280937.0,19877124495.0,-1909436072.0,0.0,-0.96,28.42,-2.73,228.0,288230157133.0,4589794846.0,33984173576.0,6471278808.0,591.0,16676.0,12560.0,1.49,1.95,3.29,4.71,1.11,4.46,4.474982281576714,,7540,82550822900,13.76,9840,43.16,16.65,4.3,208.47,61.8,2021-06-30,46.93,30.5,2022-05-02
118,8420,KOSPI,문배철강,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매",1994-11-05,12월,배종민,http://www.moonbaesteel.co.kr,서울특별시,2022-08-16,20504901.0,46929138918.0,5489074256.0,1560810818.0,6606042441.0,0.0,11.7,3.33,14.08,39565658898.0,1173125772.0,-6030614157.0,3227474923.0,0.0,2.97,-15.24,8.16,1288.0,38125302951.0,406362378.0,1250520099.0,401376819.0,0.0,1.07,3.28,1.05,40189864414.0,449784840.0,3448701851.0,-546070081.0,0.0,1.12,8.58,-1.36,76.0,152678066899.0,2798586722.0,2787128562.0,8612102207.0,420.0,6244.0,5807.0,12.8,4.59,20.63,7.23,10.63,1.85,23.09184527219365,,4190,85915535190,3.25,5840,76.84,13.9,9.11,146.67,50.12,2021-05-11,56.15,39.38,2022-03-23
124,6660,KOSPI,삼성공조,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매",1987-11-28,12월,고호곤,http://www.samsungcc.co.kr,경상남도,2022-08-16,8125946.0,18343845074.0,264022257.0,1335100846.0,2200006735.0,0.0,1.44,7.28,11.99,16970401693.0,153594580.0,-867473734.0,3849400947.0,0.0,0.91,-5.11,22.68,1080.0,17086539511.0,-422206534.0,1497631946.0,979321281.0,0.0,-2.47,8.76,5.73,16536130985.0,-2441315892.0,-2853969326.0,372020000.0,0.0,-14.76,-17.26,2.25,480.0,63768468961.0,-1299934221.0,9646555016.0,5397937408.0,664.0,27959.0,27392.0,3.35,2.09,3.86,2.43,3.91,15.67,7.358456416470811,,10800,87760216800,10.0,24600,51.25,37.05,3.56,356.76,168.98,2021-07-23,125.96,127.78,2021-09-10
56,27740,KOSPI,마니커,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29,12월,안정원,http://www.maniker.co.kr,경기도,2022-08-12,63516666.0,59209311670.0,-3218272273.0,-3494851107.0,-3932675800.0,0.0,-5.44,-5.9,-6.64,54418451634.0,-1873677440.0,-13387936340.0,-2990439845.0,0.0,-3.44,-24.6,-5.5,-244.0,46074952990.0,-10923502139.0,-10859866208.0,-15336226863.0,0.0,-23.71,-23.57,-33.29,54834416418.0,-8439978006.0,-3408744701.0,-9726988257.0,0.0,-15.39,-6.22,-17.74,-964.0,214794626683.0,-30941490241.0,-25642309450.0,-35074179932.0,-552.0,989.0,1131.0,-9.42,-18.26,-24.67,-48.79,18.27,11.95,28.506504787646016,,1445,91781582370,-5.92,3325,-3.45,-6.02,3.14,389.72,414.46,2019-09-25,164.1,130.1,2021-08-12
72,71090,KOSPI,하이스틸,1차 철강 제조업,"강관 제조,도매",2003-02-17,12월,엄정근,http://www.histeel.co.kr,충청남도,2022-08-12,20002111.0,41503089219.0,2697347781.0,7722169362.0,2481714664.0,0.0,6.5,18.61,5.98,48649545310.0,1166063869.0,-1123546830.0,594551044.0,0.0,2.4,-2.31,1.22,496.0,39172547199.0,-300208982.0,6274796693.0,-313894457.0,0.0,-0.77,16.02,-0.8,44431594439.0,-1235348519.0,2817963168.0,-1556163590.0,0.0,-2.78,6.34,-3.5,-60.0,161686462860.0,290643343.0,2826514226.0,-1259003290.0,-62.0,6447.0,6301.0,4.01,-0.53,7.69,-1.0,7.27,5.18,5.949426796681463,,4615,92309742265,9.3,7460,-124.33,-120.32,8.44,344.05,61.65,2022-04-20,159.12,61.65,2022-04-20
144,129260,KOSPI,인터지스,도로 화물 운송업,"화물운송,알선,하역",2011-12-16,12월,박동호,http://www.intergis.co.kr,부산광역시,2022-08-16,29744183.0,121980124915.0,3989554067.0,8259372231.0,3630030251.0,0.0,3.27,6.77,2.98,120198463424.0,4051520899.0,12477058165.0,5373970365.0,0.0,3.37,10.38,4.47,488.0,114486019898.0,1043084533.0,2484445845.0,-478276755.0,0.0,0.91,2.17,-0.42,115919404001.0,-3895443492.0,4450198097.0,-26205492710.0,0.0,-3.36,3.84,-22.61,-64.0,458316826326.0,7656359253.0,23002581717.0,5078918177.0,170.0,6516.0,6360.0,4.09,1.32,7.49,2.68,2.36,6.73,6.545869114566814,,3125,92950571875,6.4,4530,-70.78,26.65,6.62,135.49,57.12,2021-02-17,53.25,44.96,2021-09-10
110,24900,KOSPI,덕양산업,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",1997-06-23,12월,"윤성희, 손동인, 한상욱(각자대표이사)",http://www.duckyang.co.kr,울산광역시,2022-08-16,32559391.0,333347247459.0,771822831.0,4527737835.0,2053434509.0,0.0,0.23,1.36,0.62,420782978657.0,5320970968.0,4855764784.0,-3064773007.0,0.0,1.26,1.15,-0.73,252.0,272139978874.0,-4115698063.0,-27484646067.0,-2283778673.0,0.0,-1.51,-10.1,-0.84,395112653854.0,3816050481.0,3485725277.0,-3507589602.0,0.0,0.97,0.88,-0.89,-280.0,1292024988196.0,-501510946.0,25295673275.0,-5876532737.0,-180.0,1731.0,1713.0,1.72,-1.15,14.55,-10.54,1.74,0.29,22.491097720463475,,2885,93933843035,11.45,3850,-13.75,-21.39,4.6,267.52,49.05,2021-06-30,39.14,33.45,2022-01-13
60,75180,KOSPI,새론오토모티브,자동차 신품 부품 제조업,"자동차부품(브레이크패드,라이닝)",2005-10-21,12월,"정경호, 이시이 야스지",http://www.saeronauto.co.kr,충청남도,2022-08-16,19200000.0,34105789325.0,1551354122.0,5351943332.0,7062233462.0,0.0,4.55,15.69,20.71,41051653608.0,2946371560.0,1568103639.0,1502970382.0,0.0,7.18,3.82,3.66,1468.0,32427349773.0,-1678459571.0,3631704959.0,4432598267.0,0.0,-5.18,11.2,13.67,40286810359.0,1273747987.0,364427287.0,-9139244287.0,0.0,3.16,0.9,-22.69,920.0,135660841933.0,-2726922349.0,15093066366.0,7624283703.0,397.0,11645.0,11349.0,11.34,3.07,12.61,3.5,9.73,4.02,5.175999777192769,,5020,96384000000,3.42,6570,7.14,16.55,1.83,79.21,44.22,2021-07-06,32.11,30.88,2021-08-18
182,3010,KOSPI,혜인,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20,12월,원경희,http://www.haein.com,서울특별시,2022-08-16,12710559.0,43755429572.0,666307303.0,9751856124.0,361372305.0,313127203.0,1.52,22.29,0.83,66899274272.0,3692550507.0,22157977645.0,3906610375.0,3618267576.0,5.52,33.12,5.84,112.0,42758919002.0,-784303772.0,-4622781006.0,-3822771301.0,-3966367847.0,-1.83,-10.81,-8.94,61188923741.0,2962511012.0,20707695992.0,1381798505.0,2018604025.0,4.84,33.84,2.26,-1200.0,217540949889.0,8819184380.0,19184940995.0,5252210117.0,413.0,7940.0,7724.0,0.7,2.53,1.41,5.35,3.35,0.6799999999999997,2.330532654376481,,7950,101048944050,70.98,11550,-9.62,27.97,4.35,155.53,45.28,2022-06-07,103.09,45.28,2022-06-07
139,12170,KOSPI,아센디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",석탄(점결탄) 판매,1989-12-20,12월,"신동철, 강재현",http://ascendio.co.kr,서울특별시,2022-08-16,80507698.0,7716336407.0,334370016.0,-1237063715.0,442981753.0,0.0,4.33,-16.03,5.74,10148084634.0,1165457858.0,-182546538.0,5226139154.0,-4930504389.0,11.48,-1.8,51.5,20.0,3181446564.0,-2197162239.0,-1645658218.0,-3161823088.0,0.0,-69.06,-51.73,-99.38,-485237360.0,-2954226557.0,-6001372268.0,-50680964246.0,-4930504389.0,608.82,1236.79,10444.57,-156.0,21613135030.0,-4062292410.0,-6476194645.0,-5660384045.0,-70.0,311.0,247.0,8.86,-20.68,6.43,-28.39,73.39,-597.34,142.54175739787783,,1270,102244776460,63.5,3310,-21.22,-47.29,11.89,199.1,188.5,2021-05-03,189.08,160.63,2021-10-29
38,134790,KOSPI,시디즈,가구 제조업,의자,2011-01-25,12월,대표이사 이상배,http://www.sidiz.com,경기도,2022-08-16,2000118.0,69793422960.0,5845819067.0,-1501802312.0,5106094901.0,0.0,8.38,-2.15,7.32,61250991999.0,5090596781.0,6670984012.0,4835490070.0,0.0,8.31,10.89,7.89,10208.0,55403119015.0,4279155736.0,1274991720.0,3724787291.0,0.0,7.72,2.3,6.72,46882837529.0,1605634045.0,7058060685.0,1624545680.0,0.0,3.42,15.05,3.47,7448.0,227490312481.0,19746412584.0,20685028878.0,17344870141.0,8671.0,29061.0,24391.0,18.09,18.11,35.13,35.55,0.660000000000001,4.890000000000001,25.9738155555898,,51300,102606053400,5.03,74700,10.03,8.61,8.32,110.0,63.74,2021-05-14,46.26,45.61,2021-09-03
101,5750,KOSPI,대림B&Co,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도,2022-08-12,16671808.0,59038218171.0,842032804.0,5485573216.0,375622982.0,0.0,1.43,9.29,0.64,61647565299.0,2846475518.0,7275671008.0,3627675923.0,0.0,4.62,11.8,5.88,88.0,54140932543.0,-1515161885.0,7977122190.0,-1405601977.0,0.0,-2.8,14.73,-2.6,62147909544.0,1223182362.0,272652351.0,449179962.0,0.0,1.97,0.44,0.72,-336.0,232365627314.0,1726068653.0,26639928499.0,-1681382200.0,-100.0,9894.0,9467.0,0.44,-0.52,0.89,-1.07,4.23,2.6500000000000004,9.045440109681268,,6190,103198491520,70.34,8350,-24.85,-83.5,19.03,132.05,50.89,2021-07-02,42.08,34.89,2021-11-18
126,4440,KOSPI,삼일씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 골재, 강교제작",2016-03-30,12월,정용근,http://www.daelimcns.co.kr,서울특별시,2022-08-16,12731093.0,52428177164.0,4849459652.0,218424488.0,3858040591.0,0.0,9.25,0.42,7.36,51229283120.0,447305471.0,3699142685.0,-280634855.0,0.0,0.87,7.22,-0.55,1212.0,50315529907.0,735462159.0,3019173854.0,392291370.0,0.0,1.46,6.0,0.78,49963418384.0,212196668.0,12813608030.0,-116291106.0,0.0,0.42,25.65,-0.23,120.0,186070864887.0,-257683957.0,11149276947.0,-1035552458.0,-81.0,22075.0,21786.0,4.59,-0.32,5.49,-0.37,7.79,0.45,4.198797589739951,,8110,103249164230,6.69,13000,108.33,-160.49,4.13,155.93,112.7,2021-04-06,57.86,60.3,2021-09-01
86,58850,KOSPI,KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,박경원,http://www.ktcs.co.kr,대전광역시,2022-08-16,42678114.0,203329653372.0,8856985675.0,-15684821741.0,6808866008.0,0.0,4.36,-7.71,3.35,285844305863.0,3379280984.0,31481083877.0,390448232.0,0.0,1.18,11.01,0.14,636.0,187599025443.0,3460010966.0,-3173428221.0,2151405370.0,0.0,1.84,-1.69,1.15,250785188754.0,547611552.0,13945064366.0,-811686725.0,0.0,0.22,5.56,-0.32,200.0,931703674263.0,17868419670.0,50440106447.0,10695612468.0,250.0,4005.0,3977.0,7.24,2.78,15.88,6.3,2.5200000000000005,0.96,8.385239684403151,,2420,103281035880,3.81,2960,14.8,11.84,2.72,85.71,47.73,2021-07-07,35.47,22.31,2021-08-18
